Drug,Protein
DB00991,P35354
DB00993,P63000
DB00996,P54289
DB00996,Q9NY47
DB00996,A0A024R8I1
DB00996,Q00975
DB00996,P30542
DB00996,O43525
DB00996,Q9NR82
DB00999,P55017
DB00999,Q12791
DB01000,Q8DR59
DB01000,Q75Y35
DB01000,C1KC03
DB01000,P0AEB2
DB01000,P24228
DB01000,P08506
DB01000,P02918
DB01000,P02919
DB01000,P0AD65
DB01000,P0AD68
DB01001,P07550
DB01001,P08588
DB01001,P13945
DB01002,Q9Y5Y9
DB01003,P25815
DB01004,P04293
DB01004,Q9QNF7
DB01006,P11511
DB01007,P10613
DB01007,Q16850
DB01009,P35354
DB01009,P23219
DB01009,P25024
DB01010,P06276
DB01010,P22303
DB01013,P04150
DB01013,P04083
DB01013,P08235
DB01014,P37231
DB01014,P35354
DB01014,P23219
DB01014,P09917
DB01015,P0AC13
DB01016,Q09428
DB01016,Q14654
DB01016,O60706
DB01016,O95342
DB01016,O95477
DB01016,Q14654
DB01016,Q15842
DB01016,P50416
DB01016,P13569
DB01016,Q8TD43
DB01018,P08913
DB01018,P18089
DB01019,P20309
DB01019,P11229
DB01019,P08172
DB01019,P08173
DB01019,P08912
DB01021,P55017
DB01021,P05023
DB01021,P00915
DB01021,P00918
DB01021,P22748
DB01022,P38435
DB01022,P02818
DB01023,Q13936
DB01023,P54289
DB01023,Q08289
DB01023,Q01668
DB01023,Q13698
DB01023,O95180
DB01023,Q9NY47
DB01023,P0DP23
DB01023,Q01064
DB01023,P54750
DB01023,P08235
DB01023,P02585
DB01023,P63316
DB01025,P80511
DB01025,Q99584
DB01025,P08700
DB01025,P05230
DB01026,P50859
DB01026,P05093
DB01026,P10275
DB01026,P08686
DB01026,Q12809
DB01026,O75469
DB01026,Q14994
DB01029,P30556
DB01029,P05412
DB01030,P11387
DB01030,Q969P6
DB01032,Q4U2R8
DB01032,Q9NSA0
DB01032,Q8TCC7
DB01032,Q96RD7
DB01032,Q9NYV7
DB01033,P00492
DB01033,Q06203
DB01033,P20839
DB01033,P12268
DB01035,Q12809
DB01035,Q14524
DB01035,P26358
DB01036,P20309
DB01036,P08172
DB01036,P08912
DB01036,P11229
DB01036,P08173
DB01037,P27338
DB01037,P21397
DB01039,Q07869
DB01039,O75469
DB01039,Q9NPA2
DB01044,P72524
DB01044,P0A4L9
DB01044,P72525
DB01044,Q59961
DB01047,P04150
DB01047,Q99835
DB01048,Q72547
DB01048,P01889
DB01049,P21728
DB01049,P21918
DB01049,P14416
DB01049,P35462
DB01049,P21917
DB01049,P35348
DB01049,P35368
DB01049,P25100
DB01049,P08913
DB01049,P18089
DB01049,P18825
DB01049,P08588
DB01049,P07550
DB01049,P13945
DB01049,P08908
DB01049,P28222
DB01049,P28221
DB01049,P28566
DB01049,P30939
DB01049,P28223
DB01049,P41595
DB01049,P28335
DB01049,P46098
DB01049,O95264
DB01049,Q8WXA8
DB01049,Q70Z44
DB01049,A5X5Y0
DB01049,Q13639
DB01049,P50406
DB01049,P34969
DB01050,P35354
DB01050,P23219
DB01050,P10415
DB01050,P07204
DB01050,P12104
DB01050,P37231
DB01050,P13569
DB01050,Q07869
DB01050,P07359
DB01050,P31151
DB01053,A0A0H2XJ39
DB01053,Q8TCC7
DB01053,P46059
DB01053,Q16348
DB01056,Q14524
DB01057,P06276
DB01059,P43700
DB01059,P43702
DB01059,P11388
DB01059,P20831
DB01059,P11388
DB01059,Q02880
DB01059,P0C1U9
DB01060,Q8L103
DB01062,P20309
DB01062,P08172
DB01062,P11229
DB01064,P08588
DB01064,P07550
DB01064,P13945
DB01064,P00441
DB01066,P0A3M6
DB01066,Q8XJ01
DB01067,Q09428
DB01067,P37231
DB01069,P35367
DB01069,P14416
DB01069,P11229
DB01069,P08172
DB01069,P20309
DB01069,P08173
DB01069,P08912
DB01069,P35348
DB01069,P35368
DB01069,P25100
DB01069,P08913
DB01069,P18089
DB01069,P18825
DB01069,P0DP23
DB01069,P25021
DB01069,Q99677
DB01069,P43657
DB01069,P51575
DB01069,Q9UBL9
DB01069,P56373
DB01069,Q99571
DB01069,Q93086
DB01069,O15547
DB01069,Q99572
DB01069,P47900
DB01069,Q96G91
DB01069,Q9H244
DB01069,Q9BPV8
DB01069,Q15391
DB01069,P41231
DB01069,P51582
DB01069,Q86VZ1
DB01069,O00398
DB01069,P35498
DB01069,Q9Y5Y9
DB01069,Q9UI33
DB01069,Q99250
DB01069,Q9NY46
DB01069,P35499
DB01069,Q14524
DB01069,Q01118
DB01069,Q9UQD0
DB01069,Q15858
DB01069,Q09470
DB01069,Q16322
DB01069,P16389
DB01069,P22001
DB01069,P22459
DB01069,P22460
DB01069,P17658
DB01069,Q14721
DB01069,Q92953
DB01069,P48547
DB01069,Q96PR1
DB01069,Q14003
DB01069,Q03721
DB01069,Q9NSA2
DB01069,Q9NZV8
DB01069,Q9UK17
DB01069,P15382
DB01069,Q9Y6J6
DB01069,Q9Y6H6
DB01069,Q8WWG9
DB01069,Q9UJ90
DB01069,Q9H3M0
DB01069,Q9UIX4
DB01069,Q9UJ96
DB01069,Q8TAE7
DB01069,Q8TDN1
DB01069,O95259
DB01069,Q12809
DB01069,Q9ULD8
DB01069,Q9UQ05
DB01069,Q8NCM2
DB01069,Q9H252
DB01069,Q9NS40
DB01069,Q96L42
DB01069,P51787
DB01069,O43526
DB01069,O43525
DB01069,P56696
DB01069,Q9NR82
DB01069,Q96KK3
DB01069,Q9BQ31
DB01069,Q6PIU1
DB01069,Q8TDN2
DB01069,Q14722
DB01069,Q13303
DB01070,P11473
DB01073,P27707
DB01073,P09884
DB01073,P23921
DB01076,P04035
DB01076,P27487
DB01076,P35869
DB01076,Q92769
DB01076,Q14994
DB01082,P0A7S3
DB01082,Q9UM07
DB01083,P16233
DB01083,P07098
DB01083,P49327
DB01084,P35367
DB01085,P20309
DB01085,P11229
DB01085,P08172
DB01085,P08173
DB01085,P08912
DB01086,Q9Y5Y9
DB01087,P08729
DB01087,P16083
DB01088,P43119
DB01088,P34995
DB01088,P27815
DB01088,Q07343
DB01088,Q08493
DB01088,Q08499
DB01088,P00750
DB01088,Q9Y5Y4
DB01089,Q05940
DB01091,Q14534
DB01095,P04035
DB01095,Q92769
DB01097,Q02127
DB01097,P35869
DB01097,Q14289
DB01099,P26358
DB01099,P12461
DB01100,P14416
DB01100,P35462
DB01100,Q12809
DB01100,P0DP23
DB01101,P04818
DB01103,O60733
DB01103,P47712
DB01103,Q15111
DB01104,P31645
DB01104,Q01959
DB01104,O00264
DB01104,Q99720
DB01104,P23975
DB01104,Q7RTT9
DB01106,P35367
DB01106,O95665
DB01110,P10613
DB01110,P29474
DB01110,P35228
DB01110,O75469
DB01110,Q12791
DB01110,Q16558
DB01110,Q9Y691
DB01110,Q9NPA1
DB01110,Q86W47
DB01110,O15554
DB01110,Q92952
DB01110,Q9H2S1
DB01110,Q9UGI6
DB01110,Q09470
DB01110,Q16322
DB01110,P16389
DB01110,P22001
DB01110,P22459
DB01110,P22460
DB01110,P17658
DB01110,Q14721
DB01110,Q92953
DB01110,P48547
DB01110,Q96PR1
DB01110,Q14003
DB01110,Q03721
DB01110,Q9NSA2
DB01110,Q9NZV8
DB01110,Q9UK17
DB01110,P15382
DB01110,Q9Y6J6
DB01110,Q9Y6H6
DB01110,Q8WWG9
DB01110,Q9UJ90
DB01110,Q9H3M0
DB01110,Q9UIX4
DB01110,Q9UJ96
DB01110,Q8TAE7
DB01110,Q8TDN1
DB01110,O95259
DB01110,Q12809
DB01110,Q9ULD8
DB01110,Q9UQ05
DB01110,Q8NCM2
DB01110,Q9H252
DB01110,Q9NS40
DB01110,Q96L42
DB01110,P51787
DB01110,O43526
DB01110,O43525
DB01110,P56696
DB01110,Q9NR82
DB01110,Q96KK3
DB01110,Q9BQ31
DB01110,Q6PIU1
DB01110,Q8TDN2
DB01110,Q14722
DB01110,Q13303
DB01110,Q14500
DB01110,Q9UNX9
DB01110,P63252
DB01110,P48050
DB01110,Q13936
DB01110,Q01668
DB01110,O60840
DB01110,Q13698
DB01110,Q02641
DB01110,Q08289
DB01110,P54284
DB01110,O00305
DB01112,Q8XJ01
DB01113,Q07343
DB01113,Q9Y233
DB01113,Q01064
DB01113,Q08499
DB01113,Q13370
DB01113,O76074
DB01114,P35367
DB01114,P31645
DB01114,P23975
DB01114,Q01959
DB01115,Q13936
DB01115,Q01668
DB01115,Q08289
DB01115,O75469
DB01115,P0DP23
DB01115,Q13698
DB01115,Q9UK17
DB01115,O43497
DB01115,O95180
DB01115,Q9P0X4
DB01116,Q9GZZ6
DB01117,Q02768
DB01117,Q08210
DB01117,Q02127
DB01118,Q12809
DB01118,Q9H252
DB01118,Q9NS40
DB01118,P08588
DB01118,P07550
DB01118,P13945
DB01118,Q9P0X4
DB01118,Q13936
DB01118,Q01668
DB01118,O60840
DB01118,Q13698
DB01118,Q02641
DB01118,Q08289
DB01118,P54284
DB01118,O00305
DB01118,P10827
DB01118,P10828
DB01118,P37231
DB01118,Q07869
DB01118,Q86YN6
DB01119,Q14654
DB01119,P25705
DB01119,P06576
DB01119,P30049
DB01119,P56381
DB01119,P36542
DB01119,P48047
DB01121,P35498
DB01124,Q09428
DB01124,P48048
DB01125,P38435
DB01126,P18405
DB01126,P31213
DB01127,P10613
DB01127,O75469
DB01128,P10275
DB01129,P20648
DB01130,P04150
DB01131,P00374
DB01131,P13922
DB01132,P37231
DB01132,P27338
DB01133,Q05209
DB01133,P29350
DB01133,P23469
DB01133,Q93050
DB01133,Q9Y487
DB01133,Q13488
DB01133,Q9HBG4
DB01133,P27449
DB01133,Q99437
DB01133,P38606
DB01133,P21281
DB01133,P15313
DB01133,P21283
DB01133,Q8NEY4
DB01133,Q9Y5K8
DB01133,P61421
DB01133,Q8N8Y2
DB01133,O15342
DB01133,P36543
DB01133,Q96A05
DB01133,Q8NHE4
DB01133,Q16864
DB01133,O75348
DB01133,O95670
DB01133,Q96LB4
DB01133,Q9UI12
DB01133,Q15904
DB01136,P08588
DB01136,P35348
DB01136,P35348
DB01136,P35368
DB01136,P25100
DB01136,O95298
DB01136,P07550
DB01136,P15692
DB01136,P16860
DB01136,P17302
DB01136,Q12809
DB01136,P19320
DB01136,P25100
DB01136,P35368
DB01136,P18825
DB01136,P18089
DB01136,P08913
DB01136,P16581
DB01136,Q16665
DB01136,P48050
DB01136,P63252
DB01137,P43700
DB01137,P43702
DB01138,Q96S37
DB01138,P33527
DB01138,Q92887
DB01138,O75469
DB01139,Q8XJ01
DB01140,Q75Y35
DB01140,Q8DR59
DB01140,Q7CRA4
DB01140,P0A3M6
DB01142,P35367
DB01142,P25021
DB01142,P23975
DB01142,P31645
DB01142,P28223
DB01142,P41595
DB01142,P28335
DB01142,P11229
DB01142,P08172
DB01142,P20309
DB01142,P08173
DB01142,P08912
DB01142,P35348
DB01142,P35368
DB01142,P25100
DB01142,P08908
DB01142,P50406
DB01142,Q9H3N8
DB01142,Q12809
DB01143,P10696
DB01144,P00918
DB01144,P00915
DB01144,P22748
DB01144,P43166
DB01144,P07451
DB01148,P11229
DB01148,P08172
DB01150,Q04707
DB01150,P14677
DB01150,P0A3M5
DB01151,P23975
DB01151,P31645
DB01151,P28223
DB01151,P07550
DB01151,P08588
DB01151,P17405
DB01151,P35367
DB01151,P35348
DB01151,P35368
DB01151,P25100
DB01151,P11229
DB01151,P08172
DB01151,P20309
DB01151,P08173
DB01151,P08912
DB01151,P08908
DB01151,P28335
DB01151,P14416
DB01151,P08913
DB01151,P18089
DB01151,P18825
DB01155,P43700
DB01155,P43702
DB01156,Q01959
DB01156,P23975
DB01156,P32297
DB01156,P46098
DB01157,P00374
DB01158,P05023
DB01159,O14649
DB01159,Q9NPC2
DB01159,P14867
DB01159,P47869
DB01159,P34903
DB01159,P48169
DB01159,P31644
DB01159,Q16445
DB01159,P18505
DB01159,P47870
DB01159,P28472
DB01159,O14764
DB01159,P78334
DB01159,Q8N1C3
DB01159,P18507
DB01159,Q99928
DB01159,O00591
DB01159,Q9UN88
DB01159,P20020
DB01159,Q01814
DB01159,Q16720
DB01159,P23634
DB01159,Q12791
DB01159,Q8TCU5
DB01159,O60391
DB01159,Q12879
DB01159,P23415
DB01159,P08100
DB01159,P48051
DB01159,P48549
DB01159,P03886
DB01159,O15554
DB01159,P14867
DB01159,P59768
DB01159,Q6W5P4
DB01161,P35498
DB01161,Q9Y5Y9
DB01161,Q9UI33
DB01161,Q99250
DB01161,Q9NY46
DB01161,P35499
DB01161,Q14524
DB01161,Q01118
DB01161,Q9UQD0
DB01161,Q15858
DB01161,Q01959
DB01162,P35348
DB01162,P35368
DB01162,P25100
DB01162,P01137
DB01162,Q12809
DB01162,Q9H252
DB01162,Q9NS40
DB01166,Q14432
DB01167,P14263
DB01169,O14920
DB01169,Q16881
DB01169,P05412
DB01169,P24385
DB01169,P27361
DB01169,P28482
DB01169,P31749
DB01169,P38936
DB01169,Q13547
DB01169,P29590
DB01170,P23975
DB01172,P0A7S3
DB01173,O15399
DB01173,Q05586
DB01173,O60391
DB01173,Q8TCU5
DB01173,P35367
DB01173,P23975
DB01173,Q9Y5Y9
DB01176,P35367
DB01176,P49888
DB01177,P11388
DB01179,P68366
DB01179,P07437
DB01179,P11388
DB01180,P12821
DB01182,Q14524
DB01182,Q12809
DB01182,P08588
DB01182,P07550
DB01183,P35372
DB01183,P41143
DB01183,P41145
DB01183,P16220
DB01183,P03372
DB01183,O00206
DB01183,P23141
DB01189,P14867
DB01189,P47869
DB01189,P34903
DB01189,P48169
DB01189,P31644
DB01189,Q16445
DB01189,P18505
DB01189,P47870
DB01189,P28472
DB01189,O14764
DB01189,P78334
DB01189,Q8N1C3
DB01189,P18507
DB01189,Q99928
DB01189,O00591
DB01189,Q9UN88
DB01189,P23415
DB01189,P42261
DB01189,Q09470
DB01189,P03886
DB01189,P98194
DB01189,O75185
DB01189,P20020
DB01189,Q01814
DB01189,Q16720
DB01189,P23634
DB01189,O14983
DB01189,P16615
DB01189,P30049
DB01190,Q2G0P0
DB01192,P35372
DB01192,P41143
DB01193,P08588
DB01193,P07550
DB01194,P00918
DB01194,P00915
DB01194,P22748
DB01194,P35218
DB01194,P07451
DB01195,P35499
DB01195,Q14524
DB01195,Q12809
DB01195,Q92736
DB01196,Q92731
DB01196,P03372
DB01196,P11137
DB01196,P78559
DB01197,P12821
DB01197,P08253
DB01197,P14780
DB01197,P09960
DB01197,P46663
DB01200,P14416
DB01200,P35462
DB01200,P28221
DB01200,P08913
DB01200,P08908
DB01200,P18825
DB01200,P18089
DB01200,P41595
DB01200,P21917
DB01200,P28223
DB01200,P28222
DB01200,P28335
DB01200,P21918
DB01200,P21728
DB01200,P35348
DB01200,P35368
DB01200,P25100
DB01200,P34969
DB01201,P9WGY7
DB01202,Q00975
DB01202,Q7L0J3
DB01203,P08588
DB01203,P07550
DB01204,P11388
DB01205,P18507
DB01205,P31644
DB01205,P14867
DB01205,P47869
DB01205,P34903
DB01205,P48169
DB01205,P31644
DB01205,Q16445
DB01205,P18505
DB01205,P47870
DB01205,P28472
DB01205,O14764
DB01205,P78334
DB01205,Q8N1C3
DB01205,P18507
DB01205,Q99928
DB01205,O00591
DB01205,Q9UN88
DB01205,P14867
DB01208,P43700
DB01208,P43702
DB01208,P11388
DB01209,P35372
DB01209,P41145
DB01210,P08588
DB01210,P07550
DB01212,P0A3M6
DB01212,Q9NSA0
DB01212,Q4U2R8
DB01212,Q8TCC7
DB01212,P46059
DB01213,P07327
DB01213,P00325
DB01213,P00326
DB01213,P04040
DB01214,P08588
DB01214,P07550
DB01216,P31213
DB01216,P18405
DB01216,P51857
DB01217,P11511
DB01218,Q12809
DB01218,P46925
DB01219,P21817
DB01221,Q8TCU5
DB01221,P46098
DB01221,P36544
DB01221,P06276
DB01221,P29475
DB01221,P25103
DB01221,P14416
DB01221,P41143
DB01221,P23975
DB01221,P41145
DB01221,P35372
DB01221,P11229
DB01221,P08172
DB01221,P20309
DB01221,P08173
DB01221,P08912
DB01221,P28223
DB01221,P41595
DB01221,P28335
DB01221,P08908
DB01221,P28222
DB01221,P28221
DB01221,P28566
DB01221,P30939
DB01222,P04150
DB01222,P04083
DB01223,Q14432
DB01223,P30542
DB01223,P0DMS8
DB01223,Q92769
DB01224,P28223
DB01224,P14416
DB01224,P08908
DB01224,P28222
DB01224,P28221
DB01224,P28566
DB01224,P28335
DB01224,P46098
DB01224,P50406
DB01224,P34969
DB01224,P21728
DB01224,P21918
DB01224,P35462
DB01224,P21917
DB01224,P35367
DB01224,P35348
DB01224,P35368
DB01224,P25100
DB01224,P08913
DB01224,P18089
DB01224,P18825
DB01224,P11229
DB01224,P08172
DB01224,P20309
DB01224,P08173
DB01224,P08912
DB01225,P01008
DB01225,P00742
DB01225,P00734
DB01227,P35372
DB01227,P30926
DB01227,P32297
DB01229,Q9H4B7
DB01229,P10415
DB01229,P27816
DB01229,P11137
DB01229,P10636
DB01229,O75469
DB01231,P08172
DB01231,P11229
DB01231,P20309
DB01232,Q72874
DB01233,Q13639
DB01233,P46098
DB01233,P11229
DB01233,P14416
DB01235,P21728
DB01235,P21918
DB01235,P14416
DB01235,P35462
DB01235,P21917
DB01237,P35367
DB01238,P14416
DB01238,P28223
DB01238,P08908
DB01238,P35348
DB01238,P35368
DB01238,P35462
DB01238,P28221
DB01238,P34969
DB01238,P08913
DB01238,P18825
DB01238,P35367
DB01238,P28222
DB01238,P28335
DB01238,P46098
DB01238,P50406
DB01238,P21728
DB01238,P21917
DB01238,P18089
DB01238,P28566
DB01238,P21918
DB01238,P41595
DB01238,P47898
DB01238,P08588
DB01238,P07550
DB01238,P25021
DB01238,Q9Y5N1
DB01238,Q9H3N8
DB01238,P11229
DB01238,P08172
DB01238,P20309
DB01238,P08173
DB01238,P08912
DB01238,P41145
DB01238,P35372
DB01238,P41143
DB01238,Q05586
DB01238,Q12879
DB01238,Q13224
DB01238,Q14957
DB01238,O15399
DB01238,Q8TCU5
DB01238,O60391
DB01238,Q01959
DB01238,P31645
DB01239,P14416
DB01239,P21728
DB01239,P35462
DB01239,P28223
DB01239,P35367
DB01239,P08908
DB01239,P28222
DB01239,P28221
DB01239,P28566
DB01239,P30939
DB01239,P28223
DB01239,P41595
DB01239,P28335
DB01239,P46098
DB01239,O95264
DB01239,Q8WXA8
DB01239,Q70Z44
DB01239,A5X5Y0
DB01239,Q13639
DB01239,P50406
DB01239,P34969
DB01239,P11229
DB01239,P08172
DB01239,P20309
DB01239,P08173
DB01239,P08912
DB01240,Q16647
DB01240,Q9H244
DB01240,P43119
DB01241,Q07869
DB01241,Q9Y6L6
DB01241,Q8TCC7
DB01241,O94956
DB01241,Q9NPD5
DB01242,P31645
DB01242,P28223
DB01242,P41595
DB01242,P28335
DB01242,P23975
DB01242,P09211
DB01244,O00555
DB01244,O95180
DB01244,Q9NY47
DB01244,P05023
DB01244,P51787
DB01244,P63316
DB01244,P0DP23
DB01244,Q01064
DB01244,P54750
DB01244,Q12809
DB01246,P35367
DB01247,P21397
DB01247,P27338
DB01248,Q9H4B7
DB01248,P11137
DB01248,P27816
DB01248,P10636
DB01248,P10415
DB01248,O75469
DB01261,P27487
DB01275,Q16853
DB01275,Q16665
DB01275,P13674
DB01291,P07550
DB01291,P08588
DB01296,P01579
DB01296,Q04206
DB01298,P0AC13
DB01299,Q27738
DB01299,P13922
DB01320,Q14524
DB01324,P55017
DB01325,Q13621
DB01325,P55011
DB01325,P55017
DB01325,P00915
DB01325,P00918
DB01326,Q70KI2
DB01327,P02918
DB01327,P02919
DB01327,P76577
DB01327,P0AD65
DB01327,P0AD68
DB01327,P27169
DB01327,P40933
DB01327,P60568
DB01329,P0AD68
DB01329,P02919
DB01329,P0AD65
DB01329,Q07806
DB01329,Q9X6W0
DB01329,P08506
DB01329,P02918
DB01329,P0AEB2
DB01329,P24228
DB01330,Q75Y35
DB01331,P08506
DB01331,P0AEB2
DB01331,P0AFI5
DB01331,P24228
DB01331,P02918
DB01331,P02919
DB01331,P0AD68
DB01331,Q75Y35
DB01331,Q7CRA4
DB01331,Q8DNB6
DB01331,Q8DR59
DB01331,P0A3M6
DB01332,P02918
DB01332,P02919
DB01332,P08506
DB01333,P02918
DB01359,P08588
DB01359,P07550
DB01359,P08908
DB01359,P28222
DB01392,P08913
DB01392,P18089
DB01392,P18825
DB01392,P08908
DB01392,P28222
DB01392,P28221
DB01392,P14416
DB01392,P35462
DB01392,P28223
DB01392,P28335
DB01392,P48048
DB01392,P78508
DB01392,Q14654
DB01392,Q14500
DB01392,Q9UNX9
DB01392,Q99712
DB01392,Q15842
DB01392,P41595
DB01394,P07437
DB01396,P05023
DB01399,P35354
DB01399,P23219
DB01400,P22303
DB01403,P14416
DB01403,P21728
DB01403,P21918
DB01403,P35462
DB01403,P21917
DB01403,P28223
DB01403,P28335
DB01403,P35367
DB01403,P11229
DB01403,P08172
DB01403,P20309
DB01403,P08173
DB01403,P08912
DB01403,P35348
DB01403,P35368
DB01403,P25100
DB01403,P08913
DB01403,P18089
DB01403,P18825
DB01406,P03372
DB01406,P10275
DB01406,P06401
DB01406,P30968
DB01406,Q96P88
DB01406,P13500
DB01409,P20309
DB01409,P11229
DB01409,P08172
DB01409,P08173
DB01409,P08912
DB01410,P04150
DB01413,P02918
DB01413,P02919
DB01413,P0AD65
DB01413,P0AD68
DB01413,Q9X6W0
DB01413,Q51504
DB01413,Q9X6V3
DB01415,P0AD68
DB01415,P02918
DB01415,P02919
DB01415,P0AD65
DB01416,P0AD68
DB01421,Q5SHN7
DB01421,P08865
DB01421,Q96L21
DB01427,P27815
DB01427,Q07343
DB01427,Q08493
DB01427,Q08499
DB01427,Q14432
DB01427,Q13370
DB01427,P01375
DB01586,P52895
DB01586,Q96RI1
DB01597,P16444
DB01598,P0AD65
DB01598,P02919
DB01598,P02918
DB01598,P42971
DB01598,P72355
DB01598,P52664
DB01601,Q72874
DB01602,P0AEB2
DB01602,P24228
DB01602,P08506
DB01602,P02918
DB01602,P02919
DB01602,P0AD65
DB01602,P0AD68
DB01606,P62594
DB01606,P18251
DB01606,P0AD63
DB01607,C1KC03
DB01611,Q9NYK1
DB01611,Q9NR96
DB01611,Q9BYF1
DB01613,P16066
DB01613,P20594
DB01618,P14416
DB01618,P08908
DB01618,P28223
DB01618,P11229
DB01619,P35367
DB01764,P50870
DB04575,P03372
DB11181,P11229
DB11181,P08172
DB11181,P20309
DB11181,P08173
DB11181,P08912
