Disease,Protein
D013274,Q16270
D009220,P01857
D011085,P01857
D009220,P01859
D009220,P01834
D001749,Q96ID5
D011471,Q9NSI5
D004715,Q4ZFW8
D046152,Q4ZFW8
D008175,Q9Y6K9
D003093,Q3T907
D008180,Q3T907
D001249,Q9UKT9
D001249,Q71UZ1
D001321,Q71UZ1
D001943,Q71UZ1
D003093,Q71UZ1
D003922,Q71UZ1
D004715,Q71UZ1
D004760,Q71UZ1
D006527,Q71UZ1
D015212,Q71UZ1
D007896,Q71UZ1
D008175,Q71UZ1
D008180,Q71UZ1
D009103,Q71UZ1
D011471,Q71UZ1
D005910,P29459
D009103,P29459
D003093,P29460
D005910,P29460
D008180,P29460
D001249,Q4VB53
D001321,Q4VB53
D002292,Q4VB53
D065631,Q4VB53
D003924,Q96BB4
D001321,P40933
D002446,P40933
D004715,P40933
D011471,Q9UME6
D001327,Q6NZ94
D006111,Q6NZ94
D009103,Q6NZ94
D011471,Q8N2D7
D011471,Q8NFM7
D007896,Q14116
D011471,Q14116
D012507,Q14116
D003922,Q9UHD0
D015451,Q9UHD0
D017241,P01583
D000544,P01584
D001249,P01584
D001943,P01584
D003093,P01584
D000075222,P01584
D008175,P01584
D017241,P01584
D009103,P01584
D009447,P01584
D010003,P01584
C536253,P01584
D012559,P01584
D013274,P01584
D014277,P01584
D004715,Q6NWP6
D003093,Q6PIW7
D008175,Q6PIW7
D006528,Q9NPH3
D001321,Q7Z2K4
D001249,Q01638
D001249,P18510
D001321,P18510
D006528,P18510
D009103,P18510
D009220,P18510
D011471,P18510
D013274,P18510
D001321,Q9C001
D008175,Q9C001
D009404,Q9C001
D011471,Q9C001
D001749,Q9C001
D003922,Q9UHF5
D002446,Q9HBE4
D008180,Q9HBE4
D008180,Q9HBE5
D003093,Q5VWK5
D015212,Q5VWK5
D007918,Q5VWK5
D001943,Q13007
D008175,Q13007
D011471,Q13007
D003922,Q8NEV9
D011471,Q8NEV9
C566602,Q5W006
D003922,Q5W006
D009103,Q5W006
D012559,Q5W006
D013274,P24001
D001249,Q9UPB9
D001321,Q9UPB9
D001327,Q9UPB9
D006111,Q9UPB9
D008180,Q9UPB9
D002292,Q5FC08
D015470,Q5FC08
D001249,P05113
D001321,P05113
D001249,Q75MH2
D001321,Q75MH2
D001327,Q75MH2
D001943,Q75MH2
D006528,Q75MH2
D002292,Q75MH2
D003922,Q75MH2
D003924,Q75MH2
D006111,Q75MH2
D050031,Q75MH2
D006527,Q75MH2
D015212,Q75MH2
D007896,Q75MH2
D015451,Q75MH2
D008175,Q75MH2
D008180,Q75MH2
D009101,Q75MH2
D009765,Q75MH2
D010024,Q75MH2
D010300,Q75MH2
D011471,Q75MH2
C565798,Q75MH2
D012514,Q75MH2
D012559,Q75MH2
D013274,Q75MH2
D014029,Q75MH2
D001249,P08887
D002292,P08887
D006111,P08887
D050031,P08887
D010024,P08887
D012559,P08887
D013274,P08887
D015179,Q5FC07
D011471,Q5FC07
D009103,Q5FBY8
D009765,Q5FBY8
D003093,P16871
D004715,P16871
D009103,P16871
D001321,Q96T52
D010003,Q3B7X4
D004715,Q9UPE8
C537243,Q9NQS7
D013274,Q9UK53
D015179,Q9UNL4
D011225,P08476
D006528,Q3MIB5
D001321,Q6IBG4
D006528,Q9BS68
D002292,Q9BS68
D015470,Q9BS68
D001749,Q9BS68
D012559,Q9C055
D000544,Q92835
D009765,Q2YD81
D000544,P01308
C565100,P01308
D003922,P01308
D003924,P01308
D020961,P01308
D009765,P01308
D016584,P01308
D010300,P01308
D011085,P01308
D011471,P01308
D000544,Q86WY9
D020961,Q86WY9
D010300,Q86WY9
D011471,Q96HW7
D015179,Q9Y573
D000544,Q96FR4
D006528,Q6P1N4
D006528,Q13576
D006528,Q86VI3
D008175,Q6DN90
D008180,Q7Z6A8
D011471,Q7Z6A8
D008175,Q6FHN8
D013274,Q6FHN8
D006528,P14316
D015451,Q15306
D008175,Q15306
D009101,Q15306
D003093,Q64GB0
D008180,Q64GB0
D009103,Q02556
D006528,P35568
D003924,P35568
D009765,P35568
D011471,P35568
D006528,Q9UP29
D003924,Q9UP29
D013274,Q9UP29
D006528,P05161
D005910,P05161
D009447,P61371
D001749,P61371
D010003,Q96AB3
D011085,Q9NPH2
D003924,P56199
D004715,Q9NNZ2
D013915,Q6LDK5
D001321,Q6PJE7
D015212,Q6PJE7
D015451,Q6PJE7
D013274,P08648
D013274,P53708
D015212,P20701
D008180,P11215
D009765,P11215
D002311,Q5T3E6
D004715,Q5T3E6
D001321,Q1PBM2
D011471,Q1PBM2
D013915,Q1PBM2
D004715,Q13352
D001327,P18564
D004715,Q9BUG9
D015212,Q9BUG9
C537243,Q9BUG9
D006528,Q06033
D011125,Q14624
D003924,Q5IWS5
D011471,Q14643
D001321,Q14573
D003922,Q14573
D001321,Q86VI9
D011471,Q86VI9
D001943,Q53TM3
D011471,Q53TM3
D011471,Q9Y6Y0
D003924,Q9NQC1
D011471,Q9NQC1
D001943,Q4KMR2
D008175,Q4KMR2
D001943,Q9Y219
D011471,Q8IV82
D003093,Q8IXP2
D015470,Q8IXP2
D011087,Q8IXP2
D055728,Q8IXP2
D011471,Q8IXP2
D013922,Q8IXP2
D001749,Q8IXP2
D001321,Q96N16
D009103,Q92833
D003924,Q86VZ6
D008180,Q86VZ6
D011471,Q86VZ6
D006528,Q8WYK2
D001321,Q15652
D001943,Q6NYC1
D011471,Q6NYC1
D015179,Q8WXH2
D001943,Q6FHK0
D006528,Q6FHK0
D008175,Q6FHK0
D012516,Q6FHK0
D013274,Q6FHK0
D008175,Q6IBG3
D008175,P17535
D011471,P14923
D011471,Q92794
D006976,P22460
D012559,Q2NLD5
D001145,Q75MK9
D009103,Q9BXC5
D003922,Q14654
D003924,Q14654
D001749,Q14500
D001145,P63252
D010300,Q58F07
D003924,Q96T55
D004832,Q9NPC2
D001321,Q5SVK5
D002292,Q5SVK5
D006976,Q5SVK5
D009765,Q5SVK5
C563897,Q16558
D006528,Q9H2S1
C563817,P51787
D003924,P51787
D001927,Q53Y30
D020936,Q53Y30
D004828,Q5JUK3
D009765,Q96SI1
D011471,P24390
D015179,Q9Y2K7
C537243,Q9Y2K7
D012559,Q8NHM5
D001321,P41229
D002292,P41229
D006528,Q8N371
D001943,P35968
D015179,P35968
D004938,P35968
D008175,P35968
D012559,P35968
D002292,Q14145
D011471,Q14145
D006528,P52732
D006528,Q15058
D006528,Q9NS87
D006528,Q4G194
D006528,Q6NWY8
D001321,Q12756
D009103,Q4R9M9
D009447,Q4R9M9
D006528,Q02241
D006528,Q5JR91
D001249,Q8IWH8
D046152,Q8IWH8
D006528,Q6PKB2
D006528,Q9BW19
D013274,Q15726
D013274,Q969F8
D001943,Q9UMA0
D046152,Q9UMA0
D015470,Q9UMA0
C563236,Q9UMA0
D003924,Q9UEF7
D010024,Q9UEF7
D012559,Q9Y4X4
D004715,Q9Y2Y9
D003924,Q8TD94
D011471,Q9UIH9
D015179,Q9Y5W3
D015179,Q5T6X2
D001749,Q5T6X2
D011471,Q99612
D013274,Q99612
D004715,Q13886
D001943,Q96G43
D001943,Q5VTJ3
D006689,Q96DZ8
D009103,Q8WZ60
D001943,Q6ICR6
D013274,Q6ICR6
D011471,Q6T775
D011470,Q96A30
D011471,Q96A30
D011471,Q6S9W8
D011471,Q107X0
D006528,Q03164
D007948,Q03164
D015470,Q03164
D011471,Q03164
D013274,Q03164
D001749,Q03164
D006528,Q9UMN6
D006528,Q8NEZ4
D015470,Q8NEZ4
D011471,Q8NEZ4
D013274,Q8NEZ4
D001749,Q8NEZ4
D054179,Q05CF8
D001145,Q05CF8
D012559,Q5BKZ2
D001943,Q71SP6
D006528,Q71SP6
D015179,Q71SP6
D004715,Q71SP6
D015470,Q71SP6
D008175,Q71SP6
D009447,Q71SP6
D011471,Q71SP6
D013274,Q71SP6
D001749,Q71SP6
D017488,P04264
D001943,P02533
D001749,P08779
D001943,P05783
D001249,P08727
D001327,P08727
D013274,P35900
D002292,Q14532
D001943,Q9UEK9
D001943,Q14CN4
D001749,Q14CN4
D002292,Q3KNV1
D001943,Q969I0
D002292,Q969I0
D013274,Q969I0
D003924,Q8WXI2
D010300,P29622
D002292,Q86SE4
D001943,Q96JM7
D009765,P83111
D015179,Q7Z5W6
D012559,Q7Z5W6
D012559,P24043
D001749,P24043
D001321,Q8TAS6
D003093,Q8TAS6
D004715,Q8TAS6
D011471,P55268
D011471,Q6NVY8
D001927,Q9Y6N6
D001321,Q14847
D009765,Q8TCF0
D001943,P52954
D006528,Q9Y5N3
D002446,P80188
D014029,Q5TBN5
D011471,Q9H6V9
D001943,Q9BYZ2
D001943,Q5U077
D002292,Q5U077
D011471,Q5U077
D006938,Q9UH51
D009765,Q9UH51
D001943,Q9UJU2
D015451,Q9UJU2
D000544,Q6NT58
D001321,Q6NT58
D001943,Q6NT58
D003924,Q6NT58
D009765,Q6NT58
D011085,Q6NT58
D011471,Q6NT58
D001943,Q4G138
D003924,Q4G138
D006976,Q4G138
D009765,Q4G138
D007627,P09382
D004938,Q6NVH9
D010003,Q6NVH9
D013274,Q6NVH9
D001943,Q5T508
D015179,Q5T508
D000437,Q8WXL0
D011085,Q8WXL0
D014029,Q8WXL0
D011085,P15018
D006528,P42702
D011085,P42702
D011471,P42702
D001749,Q76GR4
D009101,P49917
D015451,P59901
D001943,Q9BT23
D009447,Q6ZN17
D052556,Q5T770
D003924,P11150
D006938,P11150
D011471,Q99732
D001943,Q15334
D001943,Q6P1M3
D002292,Q9H0V9
D002311,Q5TCI8
D011085,Q5TCI8
D008175,Q8N9Z9
D004715,P29536
D011471,Q8IWU2
D006527,Q96PQ9
D006976,Q96PQ9
D012516,Q96PQ9
D001749,Q08397
D001943,Q9Y4K0
D006527,Q9Y4K0
D006528,Q53TY1
D001749,Q96JB6
D006528,Q1HP67
D000083242,Q1HP67
D001943,Q6GPG7
D015179,Q6GPG7
D015470,Q6GPG7
D011471,Q6GPG7
D002446,Q8NEW3
D006950,Q8NEW3
D006938,Q8NEW3
D009765,Q8NEW3
D011471,Q8NEW3
D015470,Q93052
D011125,Q68CK4
D020326,Q7Z7K9
D012559,Q7Z7K9
D002292,Q8WY28
D011471,Q8WY28
D011471,Q9NP34
D006528,Q5T0G3
D001943,Q96PB8
D015179,Q96PB8
D013274,Q96PB8
D006528,Q96AG4
D009103,Q4G0W7
D002292,Q17RV3
D004715,Q17RV3
D010300,Q17RV3
D020734,Q17RV3
D001943,Q9UEV8
D003093,Q9UEV8
D007918,Q6WQV7
D008945,Q9NS15
D010003,Q9NS15
D003093,P02788
D004715,P02788
D010024,P02788
D015179,Q9Y6Y9
D015470,P12980
D006528,Q9Y5Y7
D001321,Q8N653
D004938,Q9Y250
D011471,Q9Y250
D002292,Q6I9U3
D011471,Q6I9U3
D013274,Q6I9U3
D001943,Q96GV9
D004938,Q96GV9
D011471,Q96GV9
C537243,Q9Y6D9
D011471,Q9Y6D9
C563236,Q9Y6D9
D006528,Q13257
D011085,Q13257
D003924,Q7L5Y9
D015179,Q71A33
D020961,P20916
D010300,P20916
D006528,Q8WX99
D006528,P43357
D006528,Q6FHI5
D001749,P43362
D006528,Q9UBF1
D001321,Q6P3U4
D012559,Q86UL8
D001943,Q969V6
D001943,Q9NTJ4
D011085,Q5SRI9
D001321,Q5ULA9
D004715,Q5ULA9
D006816,Q5ULA9
D010300,Q5ULA9
D010673,Q5ULA9
D000544,Q8TBI1
D001321,Q8TBI1
D004715,Q8TBI1
D006816,Q8TBI1
D010300,Q8TBI1
D010673,Q8TBI1
D012559,Q8TBI1
D020961,Q6NYC5
D010300,Q6NYC5
C537243,Q02750
D011471,Q02750
D011471,P36507
D011471,Q6FI23
D011471,Q13163
D011471,P52564
D001943,Q13233
D011471,Q13233
D004938,Q1PBM3
D009396,Q9Y6R4
D010300,Q99683
D008175,Q6FG25
D008175,Q5MD60
D006689,Q499G7
D008175,Q499G7
D013274,Q499G7
D014277,Q499G7
D015464,Q16539
D008175,Q16539
D001749,Q8TD08
D001321,Q9BWJ1
D008175,Q9BWJ1
D011471,Q9BWJ1
D013274,Q9BWJ1
D014277,Q9BWJ1
D013274,P45983
D014277,P45983
D003924,Q6NUQ9
D011471,P45984
D014277,P45984
D000544,P10636
D006528,P10636
D010300,P10636
D020734,P10636
D004938,Q5T0T0
D008175,Q6NVI1
D006528,Q4ZG40
D001321,Q9P0L2
D013274,Q9P0L2
D001321,Q7KZI7
D001927,Q00266
D006528,Q00266
D003924,Q00266
D010673,Q8TAX8
D009396,Q8TAX8
D011471,Q9UIS9
C537243,Q9UBB5
D011471,Q9UBB5
D013274,Q8NHZ7
D006528,Q14703
D011471,Q14703
D011471,Q01718
D009765,P32245
D009103,Q9NQ41
D011125,P23508
D001321,P23508
D015179,P23508
D007896,Q03399
D008175,Q03399
D009101,Q03399
D006528,Q5T670
D006528,Q9BWF4
D005910,Q2LEK3
D001943,Q9H4C5
D011471,Q9H4C5
D013274,Q9H4C5
D001943,Q68DC0
D006528,P48163
D009765,P48163
D001943,Q03112
D015470,Q03112
C537243,Q03112
D001321,P51608
D006528,P51608
D006528,Q15648
D004715,Q15648
D001943,Q7Z3Z5
D011471,Q7Z3Z5
D004715,Q9Y2X0
D004715,Q9NVC6
D001943,Q9H204
D004715,Q5T911
D001321,Q06413
D001943,Q9HCQ4
D012148,Q9HCQ4
D006528,Q14680
D001321,Q9UEJ3
D006528,Q9UEJ3
D002292,Q9UEJ3
D004938,Q9UEJ3
D015470,Q9UEJ3
D008175,Q9UEJ3
D009447,Q9UEJ3
D012516,Q9UEJ3
D011471,Q9UEJ3
D012559,Q9UEJ3
D013274,Q9UEJ3
D009101,Q9HCE5
D009101,Q86U44
D001943,Q8TCB7
D001943,Q08431
D006528,Q5SSK0
D011471,Q8IWI9
D010024,Q99685
D005910,P16455
D014648,P08493
D013274,Q16674
D006528,Q9UE03
D001321,P14174
D001943,P14174
D007627,P14174
D011471,P14174
C565798,P14174
C572845,Q9UNW1
D003924,Q75NE6
D013274,Q0VDD5
D002292,Q8TF70
D001943,Q70L74
D006528,Q70L74
D015179,Q70L74
D013274,Q2TLE4
D015179,Q6VBB8
D011471,Q6VBB8
C536928,Q6VBB8
D015179,Q6PIC9
D004938,Q6PIC9
D002292,Q5JT35
D015470,Q5JT35
D006528,Q9NP71
D001943,Q3KQS6
D011471,Q3KQS6
D001249,Q96DZ4
D001943,Q96DZ4
D015179,Q96DZ4
D008175,Q96DZ4
D001249,P09238
D008175,P09238
D013274,P09238
D002446,P39900
D011471,P45452
D001943,P50281
D006528,P50281
D004938,P50281
C537243,P50281
D001943,P08253
D006528,P08253
D015179,P08253
D005317,P08253
C536051,P08253
D012516,P08253
C563236,P08253
D001749,P08253
D001943,P08254
D002446,P08254
D013274,P09237
D001249,P14780
D001943,P14780
D006528,P14780
D003093,P14780
D009447,P14780
D009765,P14780
D011471,P14780
D001749,P14780
D009765,P22033
D015470,Q10571
D054221,Q99583
D009290,Q5SSB8
D006528,Q3SYC2
D003924,Q9UQ07
D000544,Q16771
D001927,Q16771
D006528,Q16771
D003093,Q16771
D008175,Q16771
D011471,Q16771
D001749,Q16771
D008175,Q00013
D003924,Q6FGP0
D009765,P22897
D011471,Q9BS79
D006528,Q9BYG7
D001943,Q9BYD1
D013274,Q9BYD1
D001943,P49406
D001943,Q5SZR1
D013274,Q96Q62
D013274,Q9Y676
D001943,Q96Q16
D001943,Q9Y3D9
D001943,Q9Y2Q9
D001943,Q96Q63
D000544,Q96JQ5
D015179,Q6VBB7
D011125,P20585
D011471,P20585
D006528,Q5SSR2
D013274,Q13421
D011471,P08118
D010003,Q6PJT4
D011471,P21757
D001943,Q49A61
D003093,Q49A61
D012516,Q04912
D013274,P28360
D006528,P04731
D001749,P04731
D006528,P04732
D006528,P04733
D004938,P13640
D006528,P02795
D011471,P02795
D013274,P02795
D001749,P02795
D001943,P25713
D001749,P25713
D004715,Q13330
D010300,Q13330
D011471,Q9NRK7
D006528,Q96DY7
D009765,Q9Y6C9
D001943,Q86UE4
D015179,Q86UE4
D001321,Q14872
D006689,P13995
D000505,Q9NY63
D000544,Q9NY63
D001321,Q9NY63
D001943,Q9NY63
D015179,Q9NY63
D015451,Q9NY63
D008175,Q9NY63
D008228,Q9NY63
D010300,Q9NY63
D011471,Q9NY63
D012559,Q9NY63
D013274,Q9NY63
D019851,Q9NY63
D001749,Q9NY63
D003924,Q8TEV7
D011085,Q8TEV7
D001943,P42345
D006528,P42345
D002292,P42345
D018288,P42345
D011471,P42345
D012559,P42345
D001749,P42345
D001943,Q99707
D015179,Q9UBK8
D009101,Q7Z551
D013274,Q7Z551
D008175,Q9UKN1
D008175,Q8WXI7
D002292,Q9UP82
D011471,Q9UP82
D013274,Q6W3D1
D001249,Q8TAX7
D011125,Q5T418
C563924,Q5T418
D013274,Q5T418
D006528,Q03426
D010003,Q14764
D015470,P20591
D013274,P20591
D011471,Q5V9L6
D001249,Q708E9
D005910,Q708E9
D009447,Q708E9
D011471,Q9BQG0
D005910,Q495G0
D011085,Q495G0
D006528,P10244
D006528,Q16591
D015179,Q16591
D015470,Q16591
D008175,Q16591
D009447,Q16591
D012516,Q16591
D011471,Q16591
D013274,Q16591
D001749,Q16591
D011471,P12524
D009447,P04198
D009396,P04198
D015470,Q66K75
D010003,Q9UKX3
D011471,Q7Z406
D002311,Q1ED46
D002311,Q5GJ54
D049310,Q5GJ54
D001943,Q86XU5
C535507,Q86XU5
D004715,Q5TIA5
D005910,Q3B765
D008175,Q8IUG5
D001321,Q8N618
C564234,Q6PKX1
D005902,Q6PKX1
D009103,Q96AH0
D011471,Q9UJ70
D011471,Q14769
D015179,P43490
D009765,P43490
D011471,Q9HAQ5
D001749,Q9HAQ5
D001943,Q400I7
D006528,Q400I7
D011471,Q400I7
D001749,Q400I7
D001321,Q6PJB7
D002292,Q6PJB7
D013274,Q8IW45
D001321,Q5T321
D006528,Q6NUR1
D010300,Q86XI2
D006528,Q15003
D000075222,P14598
D008180,P14598
D009404,P16333
D000544,Q53TG4
D009404,Q53TG4
D001943,Q15788
D004715,Q15788
D011471,Q15788
D001943,Q569J4
D011471,Q569J4
D001943,Q569F6
D011471,Q569F6
D004715,Q1RMZ3
D011471,Q8N4U9
D001943,Q86W52
D004715,Q86W52
D011471,Q86W52
D001749,Q86W52
D000544,Q5T211
D017241,Q9B2Y9
D012559,Q9T9Y1
D006528,Q05DQ6
D004715,Q8TB73
D001943,Q92597
D002292,Q92597
D011471,Q92597
D046152,P52848
D011471,P52849
D011471,Q9H3R1
D013274,Q9P1A0
D010003,Q08E91
D010003,P49821
D013274,P49821
D012559,Q9UEH5
D000544,Q92692
D001943,Q92692
D015470,Q92692
D009103,Q92692
D010300,Q92692
D011471,Q92692
D001749,Q92692
D007627,P46934
D004715,Q5XLQ3
D009103,Q14511
D004715,P07197
D009765,Q7Z3B1
D009765,Q96FI4
D006528,Q8TAT5
D006528,P51955
D003924,Q13562
D001321,Q9UMU3
D005910,Q9UMU3
D015470,Q9UMU3
D010673,Q9UMU3
D002292,Q9NRW8
D003924,Q13469
D006976,Q13469
D001943,Q16236
D006528,Q16236
D016649,Q16236
D011471,Q16236
D011471,Q6FI30
D003924,P19838
D001943,P25963
D006528,P25963
D006689,P25963
D008175,P23511
D020961,P01138
D010300,P01138
D020734,P01138
D011471,P08138
D009765,Q02577
D011471,Q6P499
D001943,Q9Y2I1
D012559,Q5M9Q1
D002311,P52952
D011471,Q99801
D003924,P78426
D001321,Q8N2Q7
D001321,Q4G160
D001321,Q8N0W4
D006528,Q7RTR2
D002292,P59046
D009103,Q96P20
D001943,Q4VBL0
D006528,P15531
D015179,P15531
D015179,Q6FHN3
D010003,Q6FHN3
D046152,Q9Y5B8
D009447,Q16517
D006528,P40261
D003093,Q7Z597
D015212,Q7Z597
D011471,Q76FK4
D009396,Q15233
D013274,Q9BSN3
D001943,Q86U38
D003922,Q8WY41
D010300,Q8WY41
D012559,Q8WY41
D001249,P60321
D001321,P60321
D001943,P60321
D003924,P60321
D004938,P60321
D008175,P60321
D012555,P60321
D000544,P60323
D001943,P60323
D003922,P60323
D003924,P60323
D004938,P60323
D000075222,P60323
D005317,P60323
D006976,P60323
D000083242,P60323
D011225,P60323
D011471,P60323
D013274,P60323
D001943,Q6IAD4
D001943,Q6IQ50
D003924,Q6IQ50
D031845,Q6IQ50
D008175,Q6IQ50
D013274,Q6IQ50
D001943,Q9UM47
D046589,Q9UM47
D006528,Q9UM47
D008175,Q9UM47
D001943,Q6P3V5
D011471,Q9HBY0
D001321,Q99743
D009404,Q9NP85
D015470,Q9BTI9
D013274,Q9BTI9
D018288,P01160
D002311,P01160
D004374,P01160
D008175,P01160
D011471,P01160
D002311,P16860
D006976,P16860
D011471,Q60I31
D012559,Q8WTW4
D001249,Q6W5P4
D000437,P01303
D000544,P01303
D001249,P01303
D009765,P25929
D000437,P49146
D009765,Q15761
D001249,Q3B792
D001943,Q3B792
D015179,Q3B792
D009101,Q3B792
D009765,Q3B792
D010300,Q3B792
D011471,Q3B792
D001749,Q3B792
D001943,Q5TD07
D000075262,P51843
D006528,Q15466
D009765,Q15466
D004715,Q96B66
D006528,Q6IBU6
D006528,Q6IPQ7
D004938,Q9H4M8
D009765,Q9H4M8
D012516,Q9H4M8
D009765,Q6GZ88
D004715,P13056
D004715,Q6PHZ7
D001943,P10589
D004715,P24468
D001943,P10588
D004715,P10588
D004715,Q3MSN4
D011471,Q3MSN4
D012559,Q3MSN4
D002311,Q4W5E8
D004715,Q4W5E8
D004715,P22736
D015179,P43354
D004715,Q5T6F7
D016649,Q5T6F7
D015179,Q5U091
D015470,Q5U091
D009447,Q5U091
C572845,Q5U091
D001321,Q75ML9
D001943,Q75ML9
D015179,Q75ML9
D001943,Q96IB3
D008175,Q96IB3
D011085,Q96IB3
D012559,Q96IB3
D012559,P56975
D012559,Q92686
D001943,P48552
D012559,P48552
D004715,Q9H2E1
D011471,Q9H2E1
D001321,Q96GU8
D001749,Q5VTS2
D001321,Q49A31
D012559,Q49A31
D001321,Q96L73
D001943,Q8TEA1
D015179,Q8TCD5
D009447,Q96B60
D013274,Q96B60
D001321,P20783
D012559,P20783
D001321,P34130
D015179,Q5IEC7
D012559,Q5IEC7
D012559,Q96CW9
D005910,P04629
D020961,P04629
D009447,P04629
D012559,P04629
D001321,Q8WXJ8
D005910,Q8WXJ8
D020961,Q8WXJ8
D009447,Q8WXJ8
D009765,Q8WXJ8
D004715,Q96CY4
D005910,Q96CY4
D015470,Q96CY4
D012559,P30989
D011471,Q2L696
D001943,P0C025
D001943,P50583
D006528,Q9BZD4
D015470,P35658
D015470,Q9HDC8
D003924,Q96E22
D006528,Q9BXS6
D015179,Q9BXS6
D015179,Q6DKJ4
D001943,Q16625
D000075222,Q16625
D065631,Q16625
D015179,P11926
D001927,Q9HCR7
D002292,Q9HCR7
D003924,Q9HCR7
D006816,Q9HCR7
D008175,Q9HCR7
D009765,Q9HCR7
D011471,Q9HCR7
D006528,Q8WWZ8
D011471,Q9BWJ9
D004715,Q6UX06
D006528,Q5JTM7
D006528,Q68BL8
D001145,P41145
D001145,Q6FGM5
D000437,Q71V90
D002292,Q8NGP0
D001749,Q8NH09
D006528,Q9Y619
D005317,Q9Y619
D001249,Q9P0R7
D003093,Q9P0R7
D004715,Q8N2R0
D001927,P00480
D010024,P55809
D001321,P01178
D001321,P30559
D012559,P30559
D015451,Q15G98
D009103,Q15G98
D008180,Q9H244
D010003,Q8IVL6
D010024,Q96C96
D011471,Q96C96
D013274,Q6PIN5
D001943,P11940
D001749,P11940
D009765,Q6VY07
D001943,Q5T6T6
D012559,Q9NWQ8
D015179,Q6FID7
D001943,Q16512
D002292,Q16512
D012559,Q13177
D011471,Q9NQU5
D001943,Q86YC2
D011471,Q86YC2
D003924,Q7KYY0
D006528,Q6UXH9
D004715,Q5QFB7
D011471,Q8N4S7
D011471,Q5VWV2
D006528,Q99497
D010024,Q99497
D010300,Q99497
C565238,Q99497
D020734,Q99497
D000505,Q6PJL0
D001249,Q6PJL0
D001943,Q6PJL0
D006528,Q6PJL0
D015179,Q6PJL0
D009101,Q6PJL0
D009765,Q6PJL0
D020734,Q6PJL0
D011471,Q6PJL0
D001321,Q9UEW8
D011471,Q8NI35
D011471,Q96IZ0
D004715,Q6YFJ8
D018232,P23760
D003922,Q3KNR5
D003924,Q3KNR5
D001321,Q8IVH0
D003924,Q8IVH0
D011471,Q8IVH0
D013274,Q8IVH0
D015179,Q06710
C572845,Q06710
D006528,Q96KB5
D011085,Q96KB5
D002292,Q86U86
D001943,Q53SS8
D001321,Q14DV7
D000544,Q9BZA7
D011471,Q9BZA8
D001943,Q9Y5F9
D006528,P35558
D002446,P35558
D009765,P35558
D006528,Q15004
D012559,Q9UIS9
D008175,Q7Z6A3
D008180,Q9H6A9
D009765,P29120
D003924,P16519
D006111,Q15116
D008175,Q15116
D008180,Q15116
D009103,Q15116
D008175,Q5VZS7
D010003,Q8WUM4
D001943,Q8IW54
D001321,Q9HC31
D000437,Q07343
D001249,Q07343
D001321,Q07343
D015470,Q07343
D012559,Q07343
D001249,Q08499
D011471,Q08499
D001943,Q9UGN0
D006528,P78450
D046152,P16234
D017681,P16234
C565054,P09619
D006528,Q15198
D015179,Q15198
D010003,Q9UNV7
D011471,Q9UNV7
D013274,Q9UNV7
D002292,P11177
D006528,P30101
D011471,P30101
D006528,Q16654
D008175,P50479
D010024,P50479
D011085,P50479
D011471,Q9P0J1
D011471,Q96DB6
D003924,P52945
D002292,Q86XE2
D000437,Q2YEM6
D020734,Q2YEM6
D001943,Q5T2W1
D011471,Q5T2W1
D011471,Q13113
D002292,P30086
D001321,P16284
D001327,P16284
D009290,Q3B7B1
D011471,Q3B7B1
D003924,P12955
D001321,Q9H2D0
D015464,Q9H2D0
D001943,Q8TAR6
D015464,Q8TAR6
D009765,Q29R61
D001327,P02776
D009765,Q9H178
D007627,P07737
D013274,Q6P6D7
D011471,P15259
D012559,Q96JS3
D006528,P52209
D008175,P53609
D006528,P00558
D002292,P00558
D015179,Q9H1D2
D001943,Q8NG45
D004715,Q8NG45
D000544,Q6IB11
D011471,Q6IB11
D020326,Q4VY12
D001943,P35232
D006528,P35232
D004938,P35232
D012559,P35232
D013274,P35232
D015179,Q8N4B1
D001943,Q8N5M8
D011471,Q8N5M8
D006528,Q8WV24
D012516,Q53GA4
D005910,Q96D60
D008180,Q9P1Y6
D000544,Q13492
D015470,Q13492
D002292,Q9HB75
D011471,P57054
D013274,Q8TE27
D001943,P42336
D006528,P42336
D002292,P42336
D015179,P42336
D017492,P42336
D008175,P42336
D011471,P42336
D013274,P42336
D011471,Q6PJ60
D012559,Q6PJ60
D001321,P48736
D003924,P48736
D011471,P27986
D011471,Q96EV4
D000544,Q9UKJ1
D001943,P11309
D015470,Q9P1W9
D001943,Q8NFL2
D009447,Q9BXM7
D010300,Q9BXM7
D020734,Q9BXM7
D001749,Q99755
D006528,Q9BZ71
D001321,P78337
D006528,P78337
C563236,P78337
D006528,P14618
D010024,P14618
D006528,Q0IJ49
D006528,Q14BN3
D011471,Q9Y446
D015179,Q8NI47
D004715,Q8NI47
D001321,Q14064
D001943,Q14064
D001249,Q13093
D006528,Q9UHV8
D013274,Q9UM63
D000083242,P00750
D000544,Q9UEJ5
D001249,Q9UEJ5
D000083242,Q9UEJ5
D011471,Q9UEJ5
D013274,Q9UEJ5
D001321,Q9UPI5
D011471,Q9UPI5
D012559,Q8IV92
D010003,P51178
D013274,Q9P212
D000544,P16885
D015212,P16885
D015451,P16885
D012559,Q9UPR0
D001321,Q8N7P1
D010024,P08567
D011471,Q9NYT0
D003924,Q5RGS4
D013274,Q5SYF5
D006528,P53350
D005910,P53350
D010003,Q96QU5
