Drug,Protein
DB01069,P11229
DB01069,P08172
DB01069,P20309
DB01069,P08173
DB01069,P08912
DB01069,P35348
DB01069,P35368
DB01069,P25100
DB01069,P08913
DB01069,P18089
DB01069,P18825
DB01069,P0DP23
DB01069,P25021
DB01069,Q99677
DB01069,P43657
DB01069,P51575
DB01069,Q9UBL9
DB01069,P56373
DB01069,Q99571
DB01069,Q93086
DB01069,O15547
DB01069,Q99572
DB01069,P47900
DB01069,Q96G91
DB01069,Q9H244
DB01069,Q9BPV8
DB01069,Q15391
DB01069,P41231
DB01069,P51582
DB01069,Q86VZ1
DB01069,O00398
DB01069,P35498
DB01069,Q9Y5Y9
DB01069,Q9UI33
DB01069,Q99250
DB01069,Q9NY46
DB01069,P35499
DB01069,Q14524
DB01069,Q01118
DB01069,Q9UQD0
DB01069,Q15858
DB01069,Q09470
DB01069,Q16322
DB01069,P16389
DB01069,P22001
DB01069,P22459
DB01069,P22460
DB01069,P17658
DB01069,Q14721
DB01069,Q92953
DB01069,P48547
DB01069,Q96PR1
DB01069,Q14003
DB01069,Q03721
DB01069,Q9NSA2
DB01069,Q9NZV8
DB01069,Q9UK17
DB01069,P15382
DB01069,Q9Y6J6
DB01069,Q9Y6H6
DB01069,Q8WWG9
DB01069,Q9UJ90
DB01069,Q9H3M0
DB01069,Q9UIX4
DB01069,Q9UJ96
DB01069,Q8TAE7
DB01069,Q8TDN1
DB01069,O95259
DB01069,Q12809
DB01069,Q9ULD8
DB01069,Q9UQ05
DB01069,Q8NCM2
DB01069,Q9H252
DB01069,Q9NS40
DB01069,Q96L42
DB01069,P51787
DB01069,O43526
DB01069,O43525
DB01069,P56696
DB01069,Q9NR82
DB01069,Q96KK3
DB01069,Q9BQ31
DB01069,Q6PIU1
DB01069,Q8TDN2
DB01069,Q14722
DB01069,Q13303
DB01070,P11473
DB01071,P35367
DB01072,Q72874
DB01073,P27707
DB01073,P09884
DB01073,P23921
DB01075,P35367
DB01075,P08172
DB01076,P04035
DB01076,P27487
DB01076,P35869
DB01076,Q92769
DB01076,Q14994
DB01077,Q13332
DB01077,P38606
DB01077,P12235
DB01077,P05141
DB01077,P12236
DB01080,P80404
DB01083,P16233
DB01083,P07098
DB01083,P49327
DB01084,P35367
DB01085,P20309
DB01085,P11229
DB01085,P08172
DB01085,P08173
DB01085,P08912
DB01086,Q9Y5Y9
DB01088,P43119
DB01088,P34995
DB01088,P27815
DB01088,Q07343
DB01088,Q08493
DB01088,Q08499
DB01088,P00750
DB01088,Q9Y5Y4
DB01095,P04035
DB01095,Q92769
DB01098,P04035
DB01098,P20701
DB01099,P26358
DB01099,P12461
DB01101,P04818
DB01104,P31645
DB01104,Q01959
DB01104,O00264
DB01104,Q99720
DB01104,P23975
DB01104,Q7RTT9
DB01105,Q01959
DB01105,P31645
DB01105,P23975
DB01106,P35367
DB01106,O95665
DB01110,P10613
DB01110,P29474
DB01110,P35228
DB01110,O75469
DB01110,Q12791
DB01110,Q16558
DB01110,Q9Y691
DB01110,Q9NPA1
DB01110,Q86W47
DB01110,O15554
DB01110,Q92952
DB01110,Q9H2S1
DB01110,Q9UGI6
DB01110,Q09470
DB01110,Q16322
DB01110,P16389
DB01110,P22001
DB01110,P22459
DB01110,P22460
DB01110,P17658
DB01110,Q14721
DB01110,Q92953
DB01110,P48547
DB01110,Q96PR1
DB01110,Q14003
DB01110,Q03721
DB01110,Q9NSA2
DB01110,Q9NZV8
DB01110,Q9UK17
DB01110,P15382
DB01110,Q9Y6J6
DB01110,Q9Y6H6
DB01110,Q8WWG9
DB01110,Q9UJ90
DB01110,Q9H3M0
DB01110,Q9UIX4
DB01110,Q9UJ96
DB01110,Q8TAE7
DB01110,Q8TDN1
DB01110,O95259
DB01110,Q12809
DB01110,Q9ULD8
DB01110,Q9UQ05
DB01110,Q8NCM2
DB01110,Q9H252
DB01110,Q9NS40
DB01110,Q96L42
DB01110,P51787
DB01110,O43526
DB01110,O43525
DB01110,P56696
DB01110,Q9NR82
DB01110,Q96KK3
DB01110,Q9BQ31
DB01110,Q6PIU1
DB01110,Q8TDN2
DB01110,Q14722
DB01110,Q13303
DB01110,Q14500
DB01110,Q9UNX9
DB01110,P63252
DB01110,P48050
DB01110,Q13936
DB01110,Q01668
DB01110,O60840
DB01110,Q13698
DB01110,Q02641
DB01110,Q08289
DB01110,P54284
DB01110,O00305
DB01113,Q07343
DB01113,Q9Y233
DB01113,Q01064
DB01113,Q08499
DB01113,Q13370
DB01113,O76074
DB01114,P35367
DB01114,P31645
DB01114,P23975
DB01114,Q01959
DB01115,Q13936
DB01115,Q01668
DB01115,Q08289
DB01115,O75469
DB01115,P0DP23
DB01115,Q13698
DB01115,Q9UK17
DB01115,O43497
DB01115,O95180
DB01115,Q9P0X4
DB01118,Q12809
DB01118,Q9H252
DB01118,Q9NS40
DB01118,P08588
DB01118,P07550
DB01118,P13945
DB01118,Q9P0X4
DB01118,Q13936
DB01118,Q01668
DB01118,O60840
DB01118,Q13698
DB01118,Q02641
DB01118,Q08289
DB01118,P54284
DB01118,O00305
DB01118,P10827
DB01118,P10828
DB01118,P37231
DB01118,Q07869
DB01118,Q86YN6
DB01120,Q09428
DB01120,P15692
DB01122,P22303
DB01124,Q09428
DB01124,P48048
DB01125,P38435
DB01128,P10275
DB01129,P20648
DB01132,P37231
DB01132,P27338
DB01133,Q05209
DB01133,P29350
DB01133,P23469
DB01133,Q93050
DB01133,Q9Y487
DB01133,Q13488
DB01133,Q9HBG4
DB01133,P27449
DB01133,Q99437
DB01133,P38606
DB01133,P21281
DB01133,P15313
DB01133,P21283
DB01133,Q8NEY4
DB01133,Q9Y5K8
DB01133,P61421
DB01133,Q8N8Y2
DB01133,O15342
DB01133,P36543
DB01133,Q96A05
DB01133,Q8NHE4
DB01133,Q16864
DB01133,O75348
DB01133,O95670
DB01133,Q96LB4
DB01133,Q9UI12
DB01133,Q15904
DB01136,P08588
DB01136,P35348
DB01136,P35348
DB01136,P35368
DB01136,P25100
DB01136,O95298
DB01136,P07550
DB01136,P15692
DB01136,P16860
DB01136,P17302
DB01136,Q12809
DB01136,P19320
DB01136,P25100
DB01136,P35368
DB01136,P18825
DB01136,P18089
DB01136,P08913
DB01136,P16581
DB01136,Q16665
DB01136,P48050
DB01136,P63252
DB01137,P43700
DB01137,P43702
DB01142,P35367
DB01142,P25021
DB01142,P23975
DB01142,P31645
DB01142,P28223
DB01142,P41595
DB01142,P28335
DB01142,P11229
DB01142,P08172
DB01142,P20309
DB01142,P08173
DB01142,P08912
DB01142,P35348
DB01142,P35368
DB01142,P25100
DB01142,P08908
DB01142,P50406
DB01142,Q9H3N8
DB01142,Q12809
DB01143,P10696
DB01144,P00918
DB01144,P00915
DB01144,P22748
DB01144,P43166
DB01144,P07451
DB01146,P35367
DB01146,Q01959
DB01148,P11229
DB01148,P08172
DB01151,P23975
DB01151,P31645
DB01151,P28223
DB01151,P07550
DB01151,P08588
DB01151,P17405
DB01151,P35367
DB01151,P35348
DB01151,P35368
DB01151,P25100
DB01151,P11229
DB01151,P08172
DB01151,P20309
DB01151,P08173
DB01151,P08912
DB01151,P08908
DB01151,P28335
DB01151,P14416
DB01151,P08913
DB01151,P18089
DB01151,P18825
DB01156,Q01959
DB01156,P23975
DB01156,P32297
DB01156,P46098
DB01157,P00374
DB01161,P35498
DB01161,Q9Y5Y9
DB01161,Q9UI33
DB01161,Q99250
DB01161,Q9NY46
DB01161,P35499
DB01161,Q14524
DB01161,Q01118
DB01161,Q9UQD0
DB01161,Q15858
DB01161,Q01959
DB01162,P35348
DB01162,P35368
DB01162,P25100
DB01162,P01137
DB01162,Q12809
DB01162,Q9H252
DB01162,Q9NS40
DB01165,P43700
DB01165,P43702
DB01165,P11388
DB01167,P14263
DB01169,O14920
DB01169,Q16881
DB01169,P05412
DB01169,P24385
DB01169,P27361
DB01169,P28482
DB01169,P31749
DB01169,P38936
DB01169,Q13547
DB01169,P29590
DB01170,P23975
DB01173,O15399
DB01173,Q05586
DB01173,O60391
DB01173,Q8TCU5
DB01173,P35367
DB01173,P23975
DB01173,Q9Y5Y9
DB01174,P14867
DB01174,P43681
DB01174,P36544
DB01174,P42262
DB01174,Q13002
DB01174,Q05586
DB01174,Q12879
DB01174,Q13224
DB01174,Q14957
DB01174,O15399
DB01174,Q8TCU5
DB01174,O60391
DB01174,O75469
DB01175,P31645
DB01175,P11229
DB01175,P35367
DB01175,P08908
DB01175,P28223
DB01175,P35348
DB01175,P35368
DB01175,P25100
DB01175,P28335
DB01175,P08913
DB01175,P18089
DB01175,P18825
DB01175,P14416
DB01175,P23975
DB01175,Q01959
DB01176,P35367
DB01176,P49888
DB01177,P11388
DB01181,O75469
DB01182,Q14524
DB01182,Q12809
DB01182,P08588
DB01182,P07550
DB01185,P10275
DB01185,P03372
DB01185,P04150
DB01185,P80365
DB01186,P14416
DB01186,P35462
DB01186,P21917
DB01186,P21918
DB01186,P21728
DB01186,P08908
DB01186,P41595
DB01186,P28223
DB01186,P28221
DB01186,P08913
DB01186,P18089
DB01186,P18825
DB01186,P28222
DB01186,P28335
DB01186,P35348
DB01186,P35368
DB01186,P25100
DB01188,P05023
DB01189,P14867
DB01189,P47869
DB01189,P34903
DB01189,P48169
DB01189,P31644
DB01189,Q16445
DB01189,P18505
DB01189,P47870
DB01189,P28472
DB01189,O14764
DB01189,P78334
DB01189,Q8N1C3
DB01189,P18507
DB01189,Q99928
DB01189,O00591
DB01189,Q9UN88
DB01189,P23415
DB01189,P42261
DB01189,Q09470
DB01189,P03886
DB01189,P98194
DB01189,O75185
DB01189,P20020
DB01189,Q01814
DB01189,Q16720
DB01189,P23634
DB01189,O14983
DB01189,P16615
DB01189,P30049
DB01192,P35372
DB01192,P41143
DB01193,P08588
DB01193,P07550
DB01194,P00918
DB01194,P00915
DB01194,P22748
DB01194,P35218
DB01194,P07451
DB01195,P35499
DB01195,Q14524
DB01195,Q12809
DB01195,Q92736
DB01196,Q92731
DB01196,P03372
DB01196,P11137
DB01196,P78559
DB01197,P12821
DB01197,P08253
DB01197,P14780
DB01197,P09960
DB01197,P46663
DB01200,P14416
DB01200,P35462
DB01200,P28221
DB01200,P08913
DB01200,P08908
DB01200,P18825
DB01200,P18089
DB01200,P41595
DB01200,P21917
DB01200,P28223
DB01200,P28222
DB01200,P28335
DB01200,P21918
DB01200,P21728
DB01200,P35348
DB01200,P35368
DB01200,P25100
DB01200,P34969
DB01202,Q00975
DB01202,Q7L0J3
DB01203,P08588
DB01203,P07550
DB01204,P11388
DB01210,P08588
DB01210,P07550
DB01214,P08588
DB01214,P07550
DB01216,P31213
DB01216,P18405
DB01216,P51857
DB01217,P11511
DB01219,P21817
DB01221,Q8TCU5
DB01221,P46098
DB01221,P36544
DB01221,P06276
DB01221,P29475
DB01221,P25103
DB01221,P14416
DB01221,P41143
DB01221,P23975
DB01221,P41145
DB01221,P35372
DB01221,P11229
DB01221,P08172
DB01221,P20309
DB01221,P08173
DB01221,P08912
DB01221,P28223
DB01221,P41595
DB01221,P28335
DB01221,P08908
DB01221,P28222
DB01221,P28221
DB01221,P28566
DB01221,P30939
DB01222,P04150
DB01222,P04083
DB01223,Q14432
DB01223,P30542
DB01223,P0DMS8
DB01223,Q92769
DB01224,P28223
DB01224,P14416
DB01224,P08908
DB01224,P28222
DB01224,P28221
DB01224,P28566
DB01224,P28335
DB01224,P46098
DB01224,P50406
DB01224,P34969
DB01224,P21728
DB01224,P21918
DB01224,P35462
DB01224,P21917
DB01224,P35367
DB01224,P35348
DB01224,P35368
DB01224,P25100
DB01224,P08913
DB01224,P18089
DB01224,P18825
DB01224,P11229
DB01224,P08172
DB01224,P20309
DB01224,P08173
DB01224,P08912
DB01225,P01008
DB01225,P00742
DB01225,P00734
DB01228,Q14524
DB01229,Q9H4B7
DB01229,P10415
DB01229,P27816
DB01229,P11137
DB01229,P10636
DB01229,O75469
DB01231,P08172
DB01231,P11229
DB01231,P20309
DB01232,Q72874
DB01233,Q13639
DB01233,P46098
DB01233,P11229
DB01233,P14416
DB01234,P04150
DB01234,P51843
DB01234,P04083
DB01234,P35228
DB01234,O75469
DB01235,P21728
DB01235,P21918
DB01235,P14416
DB01235,P35462
DB01235,P21917
DB01237,P35367
DB01238,P14416
DB01238,P28223
DB01238,P08908
DB01238,P35348
DB01238,P35368
DB01238,P35462
DB01238,P28221
DB01238,P34969
DB01238,P08913
DB01238,P18825
DB01238,P35367
DB01238,P28222
DB01238,P28335
DB01238,P46098
DB01238,P50406
DB01238,P21728
DB01238,P21917
DB01238,P18089
DB01238,P28566
DB01238,P21918
DB01238,P41595
DB01238,P47898
DB01238,P08588
DB01238,P07550
DB01238,P25021
DB01238,Q9Y5N1
DB01238,Q9H3N8
DB01238,P11229
DB01238,P08172
DB01238,P20309
DB01238,P08173
DB01238,P08912
DB01238,P41145
DB01238,P35372
DB01238,P41143
DB01238,Q05586
DB01238,Q12879
DB01238,Q13224
DB01238,Q14957
DB01238,O15399
DB01238,Q8TCU5
DB01238,O60391
DB01238,Q01959
DB01238,P31645
DB01240,Q16647
DB01240,Q9H244
DB01240,P43119
DB01241,Q07869
DB01241,Q9Y6L6
DB01241,Q8TCC7
DB01241,O94956
DB01241,Q9NPD5
DB01242,P31645
DB01242,P28223
DB01242,P41595
DB01242,P28335
DB01242,P23975
DB01242,P09211
DB01244,O00555
DB01244,O95180
DB01244,Q9NY47
DB01244,P05023
DB01244,P51787
DB01244,P63316
DB01244,P0DP23
DB01244,Q01064
DB01244,P54750
DB01244,Q12809
DB01246,P35367
DB01248,Q9H4B7
DB01248,P11137
DB01248,P27816
DB01248,P10636
DB01248,P10415
DB01248,O75469
DB01250,P23219
DB01250,P35354
DB01250,P51580
DB01250,P01579
DB01250,P47989
DB01254,P00519
DB01254,P12931
DB01254,P29317
DB01254,P06239
DB01254,P07947
DB01254,P10721
DB01254,P09619
DB01254,P51692
DB01254,P42684
DB01254,P06241
DB01254,Q06187
DB01254,Q92570
DB01254,P11274
DB01254,P41240
DB01254,P54756
DB01254,P54760
DB01254,P09769
DB01254,P42685
DB01254,P11142
DB01254,P07948
DB01254,Q9NYL2
DB01254,Q16539
DB01254,Q06203
DB01255,Q96RJ0
DB01259,P00533
DB01259,P04626
DB01260,P04150
DB01261,P27487
DB01262,P26358
DB01262,Q9Y6K1
DB01262,Q9UBC3
DB01262,Q13547
DB01262,Q969S8
DB01262,Q96DB2
DB01262,Q92769
DB01262,O15379
DB01262,P56524
DB01262,Q9UQL6
DB01262,Q9UBN7
DB01262,Q8WUI4
DB01262,Q9BY41
DB01262,Q9UKV0
DB01267,P28223
DB01267,P14416
DB01267,P21917
DB01267,P35462
DB01267,P28335
DB01267,P35367
DB01267,P35348
DB01267,P35368
DB01267,P28221
DB01267,P08913
DB01267,P18089
DB01267,P18825
DB01267,P08908
DB01267,P21728
DB01267,P34969
DB01268,P09619
DB01268,P17948
DB01268,P10721
DB01268,P35968
DB01268,P35916
DB01268,P36888
DB01268,P07333
DB01268,P16234
DB01268,P08581
DB01275,Q16853
DB01275,Q16665
DB01275,P13674
DB01283,P35354
DB01283,P23219
DB01291,P07550
DB01291,P08588
DB01296,P01579
DB01296,Q04206
DB01320,Q14524
DB01327,P02918
DB01327,P02919
DB01327,P76577
DB01327,P0AD65
DB01327,P0AD68
DB01327,P27169
DB01327,P40933
DB01327,P60568
DB01351,P14867
DB01351,P47869
DB01351,P34903
DB01351,P48169
DB01351,P31644
DB01351,Q16445
DB01351,P43681
DB01351,P36544
DB01351,P42262
DB01351,Q13002
DB01356,P49841
DB01356,P29218
DB01356,O14732
DB01356,P42263
DB01359,P08588
DB01359,P07550
DB01359,P08908
DB01359,P28222
DB01364,P35348
DB01364,P08588
DB01364,P07550
DB01364,P23975
DB01367,P27338
DB01367,P10415
DB01394,P07437
DB01395,P08235
DB01395,P10275
DB01395,P06401
DB01395,P04150
DB01399,P35354
DB01399,P23219
DB01400,P22303
DB01403,P14416
DB01403,P21728
DB01403,P21918
DB01403,P35462
DB01403,P21917
DB01403,P28223
DB01403,P28335
DB01403,P35367
DB01403,P11229
DB01403,P08172
DB01403,P20309
DB01403,P08173
DB01403,P08912
DB01403,P35348
DB01403,P35368
DB01403,P25100
DB01403,P08913
DB01403,P18089
DB01403,P18825
DB01406,P03372
DB01406,P10275
DB01406,P06401
DB01406,P30968
DB01406,Q96P88
DB01406,P13500
DB01410,P04150
DB01427,P27815
DB01427,Q07343
DB01427,Q08493
DB01427,Q08499
DB01427,Q14432
DB01427,Q13370
DB01427,P01375
DB01440,Q9HAB3
DB01440,P18505
DB01576,Q05940
DB01576,P23975
DB01576,Q01959
DB01576,Q96RJ0
DB01576,P35368
DB01576,P35348
DB01576,P35368
DB01576,P25100
DB01576,P08913
DB01576,P18089
DB01576,P18825
DB01577,Q01959
DB01577,P31645
DB01577,P23975
DB01577,Q05940
DB01577,P54219
DB01577,Q96RJ0
DB01577,P08913
DB01577,P18089
DB01577,P18825
DB01577,P21397
DB01577,P27338
DB01579,P35348
DB01579,P23975
DB01579,P35368
DB01590,P42345
DB01611,Q9NYK1
DB01611,Q9NR96
DB01611,Q9BYF1
DB01620,Q9H3N8
DB01620,P35367
DB01620,Q14994
DB01623,P14416
DB01623,P21728
DB01623,P28223
DB01628,P35354
DB02546,Q13547
DB02546,Q92769
DB02546,O15379
DB02546,Q9UBN7
DB02546,Q9BY41
DB02546,O67135
DB02546,Q13547
DB02546,Q969S8
DB02546,Q96DB2
DB02546,Q92769
DB02546,O15379
DB02546,P56524
DB02546,Q9UQL6
DB02546,Q9UBN7
DB02546,Q8WUI4
DB02546,Q9BY41
DB02546,Q9UKV0
DB04844,Q05940
DB04844,P14416
DB04861,P08588
DB04861,P07550
DB04861,P13945
DB04865,P20276
DB04865,P39023
DB04868,P00519
DB04868,P10721
DB05271,P35462
DB05271,P21917
DB05271,P14416
DB05271,P21918
DB05271,P21728
DB05271,P08908
DB05271,P18089
DB06196,P30411
DB06196,P15144
DB06201,Q15858
DB06201,P41594
DB06268,P25101
DB06268,P24530
DB06287,P42345
DB06718,P10275
DB08799,P35367
DB08800,P35367
DB08801,P35367
DB08801,P08172
DB08802,P35367
DB08804,P10275
DB08804,P01100
DB08804,P28223
DB08804,P41595
DB08804,P28335
DB08804,P28222
DB08804,P08069
DB08804,P21728
DB08804,P21918
DB08804,P14416
DB08804,P35462
DB08804,P21917
DB08820,P13569
DB08835,Q04609
DB08896,P17948
DB08896,P35968
DB08896,P35916
DB08896,P10721
DB08896,P16234
DB08896,P09619
DB08896,P11362
DB08896,P21802
DB08896,Q02763
DB08896,Q16832
DB08896,P04629
DB08896,P29317
DB08896,P04049
DB08896,P15056
DB08896,Q15759
DB08896,P42685
DB08896,P00519
DB08896,P07949
DB08901,P00519
DB08901,P11274
DB08901,P10721
DB08901,P07949
DB08901,Q02763
DB08901,P36888
DB08901,P11362
DB08901,P21802
DB08901,P22607
DB08901,P22455
DB08901,P06239
DB08901,P12931
DB08901,P07948
DB08901,P35968
DB08901,P16234
DB08906,P04150
DB08906,P06401
DB08906,P08235
DB08907,P31639
