Drug,Protein
DB00794,P18505
DB00794,P47870
DB00794,P28472
DB00794,O14764
DB00794,P78334
DB00794,Q8N1C3
DB00794,P18507
DB00794,Q99928
DB00794,O00591
DB00794,Q9UN88
DB00794,P14867
DB00794,P43681
DB00794,P36544
DB00794,P42262
DB00794,Q13002
DB00795,P09917
DB00795,P35354
DB00795,P23219
DB00795,P24752
DB00795,P04054
DB00795,Q9UPY5
DB00795,P19838
DB00795,Q00653
DB00795,O14920
DB00795,O15111
DB00795,P37231
DB00796,P30556
DB00797,P35348
DB00797,P08913
DB00797,P35367
DB00797,P25021
DB00797,P18825
DB00797,P18089
DB00798,P0A7S3
DB00798,P08164
DB00798,P00374
DB00799,P10276
DB00799,P28702
DB00799,P13631
DB00799,P10826
DB00800,P21918
DB00800,P21728
DB00800,P35368
DB00800,P25100
DB00800,P35348
DB00800,P18089
DB00800,P18825
DB00800,P08913
DB00804,P11229
DB00804,P20309
DB00804,P08172
DB00806,P29274
DB00806,P30542
DB00806,P21589
DB00808,P55017
DB00809,P08173
DB00809,P11229
DB00809,P08172
DB00809,P20309
DB00810,P11229
DB00812,P23219
DB00812,P35354
DB00812,Q16647
DB00813,P35372
DB00813,P41143
DB00813,P41145
DB00813,P08183
DB00814,P35354
DB00814,P23219
DB00816,P07550
DB00818,P47870
DB00818,P28472
DB00818,P14867
DB00818,P47869
DB00818,P34903
DB00818,P48169
DB00818,P31644
DB00818,Q16445
DB00818,P18505
DB00818,P47870
DB00818,P28472
DB00818,O14764
DB00818,P78334
DB00818,Q8N1C3
DB00818,P18507
DB00818,Q99928
DB00818,O00591
DB00818,Q9UN88
DB00818,P35499
DB00818,Q99250
DB00819,P00915
DB00819,P00918
DB00819,P22748
DB00819,O43570
DB00819,Q9ULX7
DB00819,P07451
DB00819,P43166
DB00819,P29972
DB00820,O76074
DB00820,Q9HCR9
DB00820,P18545
DB00822,P09172
DB00822,P05091
DB00824,Q07343
DB00824,P29275
DB00824,P27815
DB00824,P30542
DB00824,P29274
DB00824,P0DMS8
DB00828,P0A749
DB00829,P14867
DB00829,P47869
DB00829,P34903
DB00829,P48169
DB00829,P31644
DB00829,Q16445
DB00829,P18505
DB00829,P47870
DB00829,P28472
DB00829,O14764
DB00829,P78334
DB00829,Q8N1C3
DB00829,P18507
DB00829,Q99928
DB00829,O00591
DB00829,Q9UN88
DB00829,P14867
DB00829,P47869
DB00829,P34903
DB00829,P31644
DB00829,Q8N1C3
DB00829,P18507
DB00829,Q99928
DB00831,P14416
DB00831,Q9NYX4
DB00831,P35348
DB00831,P0DP23
DB00831,P63316
DB00831,P26447
DB00833,Q75Y35
DB00833,Q8XJ01
DB00834,P06401
DB00834,P04150
DB00834,P07288
DB00834,O75469
DB00835,P35367
DB00835,P11229
DB00835,P08172
DB00835,P20309
DB00835,P08173
DB00835,P08912
DB00836,P35372
DB00836,P41143
DB00836,P41145
DB00836,P0DP23
DB00836,P01189
DB00836,O00555
DB00836,Q12809
DB00837,P14867
DB00837,Q9UBS5
DB00839,Q09428
DB00839,Q14654
DB00841,P35348
DB00841,P35368
DB00841,P25100
DB00841,P08588
DB00841,P07550
DB00841,P03372
DB00842,P14867
DB00842,P47869
DB00842,P34903
DB00842,P48169
DB00842,P31644
DB00842,Q16445
DB00842,P18505
DB00842,P47870
DB00842,P28472
DB00842,O14764
DB00842,P78334
DB00842,Q8N1C3
DB00842,P18507
DB00842,Q99928
DB00842,O00591
DB00842,Q9UN88
DB00842,P14867
DB00842,P47869
DB00842,P34903
DB00842,P31644
DB00842,Q8N1C3
DB00842,P18507
DB00842,Q99928
DB00843,P22303
DB00843,P28223
DB00843,P06276
DB00843,P29475
DB00843,P98066
DB00843,P01584
DB00843,Q00653
DB00843,P19838
DB00843,Q05586
DB00843,Q12879
DB00843,Q13224
DB00843,Q14957
DB00843,O15399
DB00843,Q8TCU5
DB00843,O60391
DB00844,P41145
DB00844,P35372
DB00844,P41143
DB00845,P37231
DB00845,P22001
DB00846,P04150
DB00847,P49146
DB00848,P32297
DB00848,P10696
DB00848,Q23022
DB00848,Q9N587
DB00848,Q27218
DB00848,P48181
DB00850,P14416
DB00850,P21728
DB00850,P0DP23
DB00851,Q14181
DB00851,P52209
DB00852,P23975
DB00852,Q01959
DB00852,P35348
DB00852,P08913
DB00852,P31645
DB00852,P07550
DB00852,P08588
DB00852,O95644
DB00852,P01375
DB00852,P19838
DB00852,P18846
DB00852,P15336
DB00852,P18847
DB00852,P18848
DB00852,Q9Y2D1
DB00852,P18850
DB00852,P17544
DB00852,Q8WYK2
DB00852,P01100
DB00852,P05412
DB00852,P60568
DB00855,P13716
DB00860,P04150
DB00861,P35354
DB00861,P23219
DB00863,P25021
DB00863,P22303
DB00864,P62942
DB00865,Q05940
DB00865,P08913
DB00865,P35348
DB00865,Q01959
DB00866,P08588
DB00866,P07550
DB00866,P08908
DB00866,P13945
DB00868,Q14524
DB00869,P00918
DB00869,P22748
DB00869,P00915
DB00869,P07451
DB00871,P07550
DB00871,P13945
DB00871,P08588
DB00874,Q05586
DB00874,Q12879
DB00874,Q13224
DB00874,Q14957
DB00874,O15399
DB00874,Q8TCU5
DB00874,O60391
DB00875,P14416
DB00875,P21728
DB00875,P28223
DB00875,P35348
DB00875,P35462
DB00875,P21917
DB00875,P28335
DB00875,P11229
DB00876,P30556
DB00877,P42345
DB00880,P55017
DB00880,P00915
DB00880,P00918
DB00881,P12821
DB00882,P03372
DB00882,P04278
DB00883,P16066
DB00884,P14324
DB00887,Q13621
DB00887,P55011
DB00887,Q9UP95
DB00887,Q9H2X9
DB00887,P13569
DB00889,P46098
DB00898,P14867
DB00898,Q8TCU5
DB00898,P23415
DB00898,P23416
DB00898,Q02641
DB00898,P46098
DB00898,P47869
DB00898,Q9GZZ6
DB00898,Q13936
DB00898,P31644
DB00898,P48169
DB00898,P34903
DB00898,P42261
DB00898,Q06432
DB00898,Q15822
DB00898,Q16445
DB00898,P42262
DB00898,P48058
DB00898,P42263
DB00898,P43681
DB00898,P17787
DB00898,P48549
DB00898,P48051
DB00898,P19320
DB00898,Q99808
DB00898,P48544
DB00898,P36544
DB00898,Q9UGM1
DB00898,P18505
DB00898,P28472
DB00898,P47870
DB00898,Q13698
DB00898,Q01668
DB00898,P30926
DB00898,P32297
DB00898,P30532
DB00898,Q15825
DB00898,Q05901
DB00898,Q8N1C3
DB00898,Q99928
DB00898,P78334
DB00898,O00591
DB00898,Q9UN88
DB00898,O14764
DB00898,Q14542
DB00898,A5X5Y0
DB00898,O95264
DB00898,Q70Z44
DB00898,Q8WXA8
DB00898,Q9Y698
DB00898,Q92806
DB00898,P32004
DB00898,P22303
DB00898,P40394
DB00899,P35372
DB00899,P41143
DB00899,P41145
DB00901,P07550
DB00903,Q13621
DB00903,P05023
DB00903,Q9UJU2
DB00903,P09211
DB00904,P46098
DB00904,Q13639
DB00904,P35372
DB00904,P08908
DB00904,P28222
DB00905,P43088
DB00905,P34995
DB00905,P43115
DB00906,P30531
DB00907,Q01959
DB00907,P23975
DB00907,P35498
DB00907,Q9Y5Y9
DB00907,Q9UI33
DB00907,Q99250
DB00907,Q9NY46
DB00907,P35499
DB00907,Q14524
DB00907,Q01118
DB00907,Q9UQD0
DB00907,Q15858
DB00907,Q07699
DB00907,O60939
DB00907,Q9NY72
DB00907,Q8IWT1
DB00907,P31645
DB00907,P11229
DB00907,P08172
DB00907,Q99720
DB00907,P23141
DB00908,Q14524
DB00908,O00180
DB00908,Q9Y257
DB00908,Q12809
DB00908,P35348
DB00908,P35368
DB00908,P25100
DB00909,P35498
DB00909,Q99250
DB00909,Q9NY46
DB00909,P35499
DB00909,Q14524
DB00909,Q15858
DB00909,Q9UI33
DB00909,Q07699
DB00909,O60939
DB00909,Q9NY72
DB00909,Q8IWT1
DB00909,O43497
DB00909,O95180
DB00909,Q9P0X4
DB00909,P00915
DB00909,P00918
DB00909,P07451
DB00909,P22748
DB00909,P35218
DB00909,Q9Y2D0
DB00909,P23280
DB00909,P43166
DB00909,P35219
DB00909,Q16790
DB00909,Q9NS85
DB00909,O75493
DB00909,O43570
DB00909,Q8N1Q1
DB00909,Q9ULX7
DB00909,P27338
DB00909,P21397
DB00909,P14867
DB00909,P47869
DB00909,P34903
DB00909,P31644
DB00909,Q8N1C3
DB00909,P18507
DB00909,Q99928
DB00910,P11473
DB00912,Q09428
DB00912,P37231
DB00912,P35367
DB00915,P21430
DB00915,Q8TCU5
DB00915,P14416
DB00915,P36544
DB00915,P43681
DB00915,P32297
DB00916,O25608
DB00917,P43116
DB00917,P34995
DB00917,P43115
DB00917,P35408
DB00917,Q9Y5Y4
DB00918,P28221
DB00918,P28222
DB00920,P35367
DB00920,P52209
DB00921,P41145
DB00921,P35372
DB00921,P41143
DB00921,P41146
DB00922,P63316
DB00922,Q14654
DB00922,Q15842
DB00922,Q14432
DB00924,P28223
DB00924,P41595
DB00924,P28335
DB00924,P50406
DB00924,P31645
DB00924,P23975
DB00924,P34969
DB00924,O00206
DB00924,Q06278
DB00925,P35348
DB00925,P08913
DB00925,P18825
DB00925,P18089
DB00925,P0DP23
DB00925,P07550
DB00925,P35368
DB00925,P25100
DB00926,P10276
DB00926,P19793
DB00926,P10826
DB00926,P48443
DB00926,P28702
DB00926,P13631
DB00927,P25021
DB00928,P26358
DB00929,P43115
DB00929,P43116
DB00929,P34995
DB00929,P35408
DB00933,P14416
DB00933,P28223
DB00934,P23975
DB00934,P35367
DB00934,P11229
DB00934,P08172
DB00934,P20309
DB00934,P08173
DB00934,P08912
DB00934,P35348
DB00934,P35368
DB00934,P25100
DB00934,P28223
DB00934,P28335
DB00934,P34969
DB00934,P14416
DB00934,P08913
DB00934,P18089
DB00934,P18825
DB00936,P23219
DB00936,P35354
DB00936,Q04828
DB00937,P23975
DB00937,Q01959
DB00938,P07550
DB00938,P08588
DB00938,P13945
DB00939,P23219
DB00939,P35354
DB00939,P09917
DB00939,O43526
DB00939,O43525
DB00945,P23219
DB00945,P35354
DB00945,Q04828
DB00945,Q13131
DB00945,P54646
DB00945,Q9Y478
DB00945,O43741
DB00945,P54619
DB00945,Q9UGJ0
DB00945,Q9UGI9
DB00945,P25101
DB00945,P04637
DB00945,P11021
DB00945,P51812
DB00945,P25963
DB00945,P98066
DB00945,P29466
DB00945,P42574
DB00945,O14920
DB00945,P28482
DB00945,Q8TD08
DB00945,P27361
DB00945,P31152
DB00945,Q16659
DB00945,Q13164
DB00945,P24385
DB00945,P01106
DB00945,P12004
DB00945,Q99519
DB00947,P03372
DB00949,Q13224
DB00949,Q12879
DB00950,P35367
DB00951,P9WIE5
DB00951,P9WGR1
DB00951,P10632
DB00951,P05177
DB00951,P08684
DB00951,P33261
DB00951,P9WNX1
DB00952,P08908
DB00952,P28221
DB00952,P28222
DB00952,P30939
DB00953,P28222
DB00953,P28221
DB00953,P08908
DB00953,P28566
DB00953,P30939
DB00953,P34969
DB00956,P35372
DB00956,P41143
DB00956,Q99720
DB00957,P06401
DB00957,P03372
DB00957,P10275
DB00959,P04150
DB00959,P04083
DB00960,P08588
DB00960,P07550
DB00960,P13945
DB00960,P08908
DB00960,P28222
DB00961,Q9Y5Y9
DB00963,P35354
DB00963,P23219
DB00964,P35348
DB00964,P08913
DB00964,P18089
DB00966,P37231
DB00966,P30556
DB00967,P35367
DB00968,P20711
DB00968,P08913
DB00969,P46098
DB00970,P11388
DB00970,Q02880
DB00970,P11387
DB00972,P35367
DB00972,P25021
DB00972,P04054
DB00972,Q16873
DB00973,Q9UHC9
DB00973,P35610
DB00973,P15144
DB00975,Q9Y233
DB00975,O76074
DB00975,P27815
DB00975,P00813
DB00975,P53805
DB00975,P02763
DB00977,P03372
DB00977,O75469
DB00981,P22303
DB00981,P43681
DB00981,P17787
DB00982,P13631
DB00982,P10276
DB00983,P07550
DB00983,P08588
DB00983,P13945
DB00984,P10275
DB00985,P35367
DB00987,P06746
DB00988,P14416
DB00988,P21728
DB00988,P21918
DB00988,P35462
DB00988,P21917
DB00988,Q01959
DB00988,P09172
DB00988,P08908
DB00988,P34969
DB00988,P21728
DB00988,P21918
DB00988,P23975
DB00988,P31645
DB00988,P46098
DB00988,O95264
DB00988,P00441
DB00988,Q05940
DB00989,P22303
DB00989,P06276
DB00990,P11511
DB00991,P23219
DB00991,P35354
DB00993,P63000
DB00994,P0A7S3
DB00994,P41180
DB00995,P30044
DB00995,O14920
DB00996,P54289
DB00996,Q9NY47
DB00996,A0A024R8I1
DB00996,Q00975
DB00996,P30542
DB00996,O43525
DB00996,Q9NR82
DB00997,P11388
DB00997,Q14978
DB00997,P11387
DB00997,Q02880
DB00998,P28221
DB00998,P28222
DB00999,P55017
DB00999,Q12791
DB01001,P07550
DB01001,P08588
DB01001,P13945
DB01002,Q9Y5Y9
DB01003,P25815
DB01005,P23921
DB01006,P11511
DB01009,P35354
DB01009,P23219
DB01009,P25024
DB01012,P41180
DB01013,P04150
DB01013,P04083
DB01013,P08235
DB01014,P37231
DB01014,P35354
DB01014,P23219
DB01014,P09917
DB01016,Q09428
DB01016,Q14654
DB01016,O60706
DB01016,O95342
DB01016,O95477
DB01016,Q14654
DB01016,Q15842
DB01016,P50416
DB01016,P13569
DB01016,Q8TD43
DB01017,P0A7X3
DB01017,P0A7V8
DB01017,P01584
DB01017,P09917
DB01017,P14780
DB01017,P15692
DB01017,P29466
DB01017,P42574
DB01017,P99999
DB01017,P28482
DB01017,P53779
DB01017,Q15759
DB01017,P53778
DB01017,O15264
DB01017,Q16539
DB01017,Q8TD08
DB01017,P27361
DB01017,P31152
DB01017,Q16659
DB01017,Q13164
DB01017,P45983
DB01017,P45984
DB01017,P35228
DB01018,P08913
DB01018,P18089
DB01019,P20309
DB01019,P11229
DB01019,P08172
DB01019,P08173
DB01019,P08912
DB01020,P33402
DB01023,Q13936
DB01023,P54289
DB01023,Q08289
DB01023,Q01668
DB01023,Q13698
DB01023,O95180
DB01023,Q9NY47
DB01023,P0DP23
DB01023,Q01064
DB01023,P54750
DB01023,P08235
DB01023,P02585
DB01023,P63316
DB01024,P12268
DB01024,P20839
DB01026,P50859
DB01026,P05093
DB01026,P10275
DB01026,P08686
DB01026,Q12809
DB01026,O75469
DB01026,Q14994
DB01029,P30556
DB01029,P05412
DB01030,P11387
DB01030,Q969P6
DB01033,P00492
DB01033,Q06203
DB01033,P20839
DB01033,P12268
DB01035,Q12809
DB01035,Q14524
DB01035,P26358
DB01037,P27338
DB01037,P21397
DB01039,Q07869
DB01039,O75469
DB01039,Q9NPA2
DB01041,Q96SW2
DB01041,P02763
DB01041,P19652
DB01043,Q05586
DB01043,Q12879
DB01043,Q13224
DB01043,Q14957
DB01043,O15399
DB01043,Q8TCU5
DB01043,O60391
DB01043,P46098
DB01043,P36544
DB01043,P14416
DB01043,Q05586
DB01043,P14867
DB01043,P47869
DB01043,P34903
DB01043,P48169
DB01043,P31644
DB01043,Q16445
DB01043,P18505
DB01043,P47870
DB01043,P28472
DB01043,O14764
DB01043,P78334
DB01043,Q8N1C3
DB01043,P18507
DB01043,Q99928
DB01043,O00591
DB01043,Q9UN88
DB01043,P23415
DB01043,P23416
DB01043,O75311
DB01043,Q5JXX5
DB01043,P48167
DB01045,P0A8V2
DB01045,O75469
DB01046,P51788
DB01047,P04150
DB01047,Q99835
DB01050,P35354
DB01050,P23219
DB01050,P10415
DB01050,P07204
DB01050,P12104
DB01050,P37231
DB01050,P13569
DB01050,Q07869
DB01050,P07359
DB01050,P31151
DB01054,Q13936
DB01054,P54289
DB01054,Q08289
DB01054,Q01668
DB01054,Q13698
DB01054,Q9NY47
DB01054,O95180
DB01054,Q13936
DB01054,Q01668
DB01054,O60840
DB01054,Q13698
DB01054,Q02641
DB01054,Q08289
DB01054,P54284
DB01054,O00305
DB01054,O00555
DB01054,Q12791
DB01054,Q16558
DB01054,Q9Y691
DB01054,Q9NPA1
DB01054,Q86W47
DB01054,O15554
DB01054,Q92952
DB01054,Q9H2S1
DB01054,Q9UGI6
DB01056,Q14524
DB01060,Q8L103
DB01062,P20309
DB01062,P08172
DB01062,P11229
DB01063,P14416
DB01063,P10275
DB01064,P08588
DB01064,P07550
DB01064,P13945
DB01064,P00441
DB01065,P48039
DB01065,P49286
DB01065,P03372
DB01065,Q92753
DB01065,P0DP23
DB01065,P05164
DB01065,P11678
DB01065,P27797
DB01065,P46597
DB01065,P16083
DB01067,Q09428
DB01067,P37231
DB01068,P14867
DB01068,P47869
DB01068,P34903
DB01068,P48169
DB01068,P31644
DB01068,Q16445
DB01068,P18505
DB01068,P47870
DB01068,P28472
DB01068,O14764
DB01068,P78334
DB01068,Q8N1C3
DB01068,P18507
DB01068,Q99928
DB01068,O00591
DB01068,Q9UN88
DB01068,P14867
DB01068,P47869
DB01068,P34903
DB01068,P31644
DB01068,Q8N1C3
DB01068,P18507
DB01068,Q99928
DB01068,O75469
DB01069,P35367
DB01069,P14416
DB01069,P11229
DB01069,P08172
DB01069,P20309
DB01069,P08173
DB01069,P08912
DB01069,P35348
DB01069,P35368
DB01069,P25100
DB01069,P08913
DB01069,P18089
DB01069,P18825
DB01069,P0DP23
DB01069,P25021
DB01069,Q99677
DB01069,P43657
DB01069,P51575
DB01069,Q9UBL9
DB01069,P56373
DB01069,Q99571
DB01069,Q93086
DB01069,O15547
DB01069,Q99572
DB01069,P47900
DB01069,Q96G91
DB01069,Q9H244
DB01069,Q9BPV8
DB01069,Q15391
DB01069,P41231
DB01069,P51582
DB01069,Q86VZ1
DB01069,O00398
DB01069,P35498
DB01069,Q9Y5Y9
DB01069,Q9UI33
DB01069,Q99250
DB01069,Q9NY46
DB01069,P35499
DB01069,Q14524
DB01069,Q01118
DB01069,Q9UQD0
DB01069,Q15858
DB01069,Q09470
DB01069,Q16322
DB01069,P16389
DB01069,P22001
DB01069,P22459
DB01069,P22460
DB01069,P17658
DB01069,Q14721
DB01069,Q92953
DB01069,P48547
DB01069,Q96PR1
DB01069,Q14003
DB01069,Q03721
DB01069,Q9NSA2
DB01069,Q9NZV8
DB01069,Q9UK17
DB01069,P15382
DB01069,Q9Y6J6
DB01069,Q9Y6H6
DB01069,Q8WWG9
DB01069,Q9UJ90
DB01069,Q9H3M0
DB01069,Q9UIX4
DB01069,Q9UJ96
DB01069,Q8TAE7
DB01069,Q8TDN1
DB01069,O95259
DB01069,Q12809
DB01069,Q9ULD8
DB01069,Q9UQ05
DB01069,Q8NCM2
DB01069,Q9H252
DB01069,Q9NS40
DB01069,Q96L42
DB01069,P51787
DB01069,O43526
DB01069,O43525
DB01069,P56696
DB01069,Q9NR82
DB01069,Q96KK3
DB01069,Q9BQ31
DB01069,Q6PIU1
DB01069,Q8TDN2
DB01069,Q14722
DB01069,Q13303
DB01070,P11473
DB01071,P35367
DB01072,Q72874
DB01073,P27707
DB01073,P09884
DB01073,P23921
DB01075,P35367
DB01075,P08172
DB01076,P04035
DB01076,P27487
DB01076,P35869
DB01076,Q92769
DB01076,Q14994
DB01077,Q13332
DB01077,P38606
DB01077,P12235
DB01077,P05141
DB01077,P12236
DB01080,P80404
DB01082,P0A7S3
DB01082,Q9UM07
DB01083,P16233
DB01083,P07098
DB01083,P49327
DB01084,P35367
DB01085,P20309
DB01085,P11229
DB01085,P08172
DB01085,P08173
DB01085,P08912
DB01086,Q9Y5Y9
DB01088,P43119
DB01088,P34995
DB01088,P27815
DB01088,Q07343
DB01088,Q08493
DB01088,Q08499
DB01088,P00750
DB01088,Q9Y5Y4
DB01095,P04035
DB01095,Q92769
DB01097,Q02127
DB01097,P35869
DB01097,Q14289
DB01098,P04035
DB01098,P20701
DB01099,P26358
DB01099,P12461
DB01100,P14416
DB01100,P35462
DB01100,Q12809
DB01100,P0DP23
DB01101,P04818
DB01103,O60733
DB01103,P47712
DB01103,Q15111
DB01104,P31645
DB01104,Q01959
DB01104,O00264
DB01104,Q99720
DB01104,P23975
DB01104,Q7RTT9
DB01105,Q01959
DB01105,P31645
DB01105,P23975
DB01106,P35367
DB01106,O95665
DB01109,P01008
DB01109,P00742
DB01109,P16109
DB01109,P22455
DB01109,P08620
DB01109,O95750
DB01109,P11362
DB01109,P05230
DB01109,P21802
DB01109,P09038
DB01109,P02776
DB01109,P14210
DB01110,P10613
DB01110,P29474
DB01110,P35228
DB01110,O75469
DB01110,Q12791
DB01110,Q16558
DB01110,Q9Y691
DB01110,Q9NPA1
DB01110,Q86W47
DB01110,O15554
DB01110,Q92952
DB01110,Q9H2S1
DB01110,Q9UGI6
DB01110,Q09470
DB01110,Q16322
DB01110,P16389
DB01110,P22001
DB01110,P22459
DB01110,P22460
DB01110,P17658
DB01110,Q14721
DB01110,Q92953
DB01110,P48547
DB01110,Q96PR1
DB01110,Q14003
DB01110,Q03721
DB01110,Q9NSA2
DB01110,Q9NZV8
DB01110,Q9UK17
DB01110,P15382
DB01110,Q9Y6J6
DB01110,Q9Y6H6
DB01110,Q8WWG9
DB01110,Q9UJ90
DB01110,Q9H3M0
DB01110,Q9UIX4
DB01110,Q9UJ96
DB01110,Q8TAE7
DB01110,Q8TDN1
DB01110,O95259
DB01110,Q12809
DB01110,Q9ULD8
DB01110,Q9UQ05
DB01110,Q8NCM2
DB01110,Q9H252
DB01110,Q9NS40
DB01110,Q96L42
DB01110,P51787
DB01110,O43526
DB01110,O43525
DB01110,P56696
DB01110,Q9NR82
DB01110,Q96KK3
DB01110,Q9BQ31
DB01110,Q6PIU1
DB01110,Q8TDN2
DB01110,Q14722
DB01110,Q13303
DB01110,Q14500
DB01110,Q9UNX9
DB01110,P63252
DB01110,P48050
DB01110,Q13936
DB01110,Q01668
DB01110,O60840
DB01110,Q13698
DB01110,Q02641
DB01110,Q08289
DB01110,P54284
DB01110,O00305
DB01113,Q07343
DB01113,Q9Y233
DB01113,Q01064
DB01113,Q08499
DB01113,Q13370
DB01113,O76074
DB01114,P35367
DB01114,P31645
DB01114,P23975
DB01114,Q01959
DB01115,Q13936
DB01115,Q01668
DB01115,Q08289
DB01115,O75469
DB01115,P0DP23
DB01115,Q13698
DB01115,Q9UK17
DB01115,O43497
DB01115,O95180
DB01115,Q9P0X4
DB01118,Q12809
DB01118,Q9H252
DB01118,Q9NS40
DB01118,P08588
DB01118,P07550
DB01118,P13945
DB01118,Q9P0X4
DB01118,Q13936
DB01118,Q01668
DB01118,O60840
DB01118,Q13698
DB01118,Q02641
DB01118,Q08289
DB01118,P54284
DB01118,O00305
DB01118,P10827
DB01118,P10828
DB01118,P37231
DB01118,Q07869
DB01118,Q86YN6
DB01119,Q14654
DB01119,P25705
DB01119,P06576
DB01119,P30049
DB01119,P56381
DB01119,P36542
DB01119,P48047
DB01120,Q09428
DB01120,P15692
DB01122,P22303
DB01124,Q09428
DB01124,P48048
DB01125,P38435
DB01126,P18405
DB01126,P31213
DB01128,P10275
DB01129,P20648
DB01132,P37231
DB01132,P27338
DB01133,Q05209
DB01133,P29350
DB01133,P23469
DB01133,Q93050
DB01133,Q9Y487
DB01133,Q13488
DB01133,Q9HBG4
DB01133,P27449
DB01133,Q99437
DB01133,P38606
DB01133,P21281
DB01133,P15313
DB01133,P21283
DB01133,Q8NEY4
DB01133,Q9Y5K8
DB01133,P61421
DB01133,Q8N8Y2
DB01133,O15342
DB01133,P36543
DB01133,Q96A05
DB01133,Q8NHE4
DB01133,Q16864
DB01133,O75348
DB01133,O95670
DB01133,Q96LB4
DB01133,Q9UI12
DB01133,Q15904
DB01136,P08588
DB01136,P35348
DB01136,P35348
DB01136,P35368
DB01136,P25100
DB01136,O95298
DB01136,P07550
DB01136,P15692
DB01136,P16860
DB01136,P17302
DB01136,Q12809
DB01136,P19320
DB01136,P25100
DB01136,P35368
DB01136,P18825
DB01136,P18089
DB01136,P08913
DB01136,P16581
DB01136,Q16665
DB01136,P48050
DB01136,P63252
DB01137,P43700
DB01137,P43702
DB01138,Q96S37
DB01138,P33527
DB01138,Q92887
DB01138,O75469
DB01142,P35367
DB01142,P25021
DB01142,P23975
DB01142,P31645
DB01142,P28223
DB01142,P41595
DB01142,P28335
DB01142,P11229
DB01142,P08172
DB01142,P20309
DB01142,P08173
DB01142,P08912
DB01142,P35348
DB01142,P35368
DB01142,P25100
DB01142,P08908
DB01142,P50406
DB01142,Q9H3N8
DB01142,Q12809
DB01143,P10696
DB01144,P00918
DB01144,P00915
DB01144,P22748
DB01144,P43166
DB01144,P07451
DB01146,P35367
DB01146,Q01959
DB01148,P11229
DB01148,P08172
DB01149,P28223
DB01149,P28335
DB01149,P31645
DB01149,P08908
DB01149,P23975
DB01149,Q01959
DB01149,P35368
DB01149,P08913
DB01149,P35348
DB01149,Q12809
DB01151,P23975
DB01151,P31645
DB01151,P28223
DB01151,P07550
DB01151,P08588
DB01151,P17405
DB01151,P35367
DB01151,P35348
DB01151,P35368
DB01151,P25100
DB01151,P11229
DB01151,P08172
DB01151,P20309
DB01151,P08173
DB01151,P08912
DB01151,P08908
DB01151,P28335
DB01151,P14416
DB01151,P08913
DB01151,P18089
DB01151,P18825
DB01156,Q01959
DB01156,P23975
DB01156,P32297
DB01156,P46098
DB01157,P00374
DB01159,O14649
DB01159,Q9NPC2
DB01159,P14867
DB01159,P47869
DB01159,P34903
DB01159,P48169
DB01159,P31644
DB01159,Q16445
DB01159,P18505
DB01159,P47870
DB01159,P28472
DB01159,O14764
DB01159,P78334
DB01159,Q8N1C3
DB01159,P18507
DB01159,Q99928
DB01159,O00591
DB01159,Q9UN88
DB01159,P20020
DB01159,Q01814
DB01159,Q16720
DB01159,P23634
DB01159,Q12791
DB01159,Q8TCU5
DB01159,O60391
DB01159,Q12879
DB01159,P23415
DB01159,P08100
DB01159,P48051
DB01159,P48549
DB01159,P03886
DB01159,O15554
DB01159,P14867
DB01159,P59768
DB01159,Q6W5P4
DB01161,P35498
DB01161,Q9Y5Y9
DB01161,Q9UI33
DB01161,Q99250
DB01161,Q9NY46
DB01161,P35499
DB01161,Q14524
DB01161,Q01118
DB01161,Q9UQD0
DB01161,Q15858
DB01161,Q01959
DB01162,P35348
DB01162,P35368
DB01162,P25100
DB01162,P01137
DB01162,Q12809
DB01162,Q9H252
DB01162,Q9NS40
DB01164,Q99584
DB01165,P43700
DB01165,P43702
DB01165,P11388
DB01166,Q14432
DB01167,P14263
DB01168,P21397
DB01168,P27338
DB01169,O14920
DB01169,Q16881
DB01169,P05412
DB01169,P24385
DB01169,P27361
DB01169,P28482
DB01169,P31749
DB01169,P38936
DB01169,Q13547
DB01169,P29590
DB01170,P23975
DB01171,P21397
DB01171,P21397
DB01171,P27338
DB01171,P27338
DB01173,O15399
DB01173,Q05586
DB01173,O60391
DB01173,Q8TCU5
DB01173,P35367
DB01173,P23975
DB01173,Q9Y5Y9
DB01174,P14867
DB01174,P43681
DB01174,P36544
DB01174,P42262
DB01174,Q13002
DB01174,Q05586
DB01174,Q12879
DB01174,Q13224
DB01174,Q14957
DB01174,O15399
DB01174,Q8TCU5
DB01174,O60391
DB01174,O75469
DB01175,P31645
DB01175,P11229
DB01175,P35367
DB01175,P08908
DB01175,P28223
DB01175,P35348
DB01175,P35368
DB01175,P25100
DB01175,P28335
DB01175,P08913
DB01175,P18089
DB01175,P18825
DB01175,P14416
DB01175,P23975
DB01175,Q01959
DB01176,P35367
DB01176,P49888
DB01177,P11388
DB01178,P30536
DB01181,O75469
DB01182,Q14524
DB01182,Q12809
DB01182,P08588
DB01182,P07550
DB01183,P35372
DB01183,P41143
DB01183,P41145
DB01183,P16220
DB01183,P03372
DB01183,O00206
DB01183,P23141
DB01184,P35462
DB01184,P14416
DB01185,P10275
DB01185,P03372
DB01185,P04150
DB01185,P80365
DB01186,P14416
DB01186,P35462
DB01186,P21917
DB01186,P21918
DB01186,P21728
DB01186,P08908
DB01186,P41595
DB01186,P28223
DB01186,P28221
