Disease,Protein
D006509,P11509
D008175,P11509
D009889,P11509
D011471,P11509
D011656,P11509
D013274,P11509
D014029,P11509
D007676,Q9UNX8
D011471,Q2XN56
D058186,Q767A3
D001281,Q767A3
D007676,Q767A3
D016649,Q767A3
D011471,Q767A3
D013927,Q767A3
D064420,P10632
D007674,P10632
D054198,P10632
D058186,Q9UQ59
D001932,Q9UQ59
D004342,Q9UQ59
D064420,Q9UQ59
D006470,Q9UQ59
D058186,Q6NWU0
D000544,Q6NWU0
D001919,Q6NWU0
D001943,Q6NWU0
D064420,Q6NWU0
D004830,Q6NWU0
D009127,Q6NWU0
D010300,Q6NWU0
D019966,Q6NWU0
D014202,Q6NWU0
D000437,Q6NWT7
D001249,Q6NWT7
D002289,Q6NWT7
D064420,Q6NWT7
D008113,Q6NWT7
D008175,Q6NWT7
D008228,Q6NWT7
D009336,Q6NWT7
D009765,Q6NWT7
D010300,Q6NWT7
D054198,Q6NWT7
D011471,Q6NWT7
D008103,Q6VVX0
D011565,Q96SQ9
D001943,Q7Z448
D012516,Q7Z448
D011471,Q7Z448
D016171,Q7Z448
D011471,Q9HB51
D007674,Q96RK8
D011471,Q96RK8
D013927,Q96RK8
D000544,Q9Y6A2
D008103,Q02928
D001749,Q8WWV1
D006973,P78329
D011041,Q08477
D006937,P22680
D011471,Q05C57
D004342,Q9Y271
D004342,Q5KU17
D001281,Q15438
D008175,Q5VWQ8
D009203,Q5VWQ8
D016491,Q5VWQ8
D011471,Q5VWQ8
D011655,Q5VWQ8
D015179,Q9NYF0
D008113,Q5SW24
D011471,Q9UMK9
D001321,P19801
D012559,P19801
D012559,Q8IWM3
D001943,P51398
D001171,P53355
D001932,P53355
D002289,P53355
D002292,P53355
D015470,P53355
D008175,P53355
D009362,P53355
D012140,P53355
D015473,Q1RMF4
D010003,Q9UN19
D010190,Q4VX54
D009447,Q5T382
D010673,Q5T382
D002277,P07108
D011471,Q58WW2
D008545,Q8N8Z6
D013274,Q96IX0
D015179,Q49AK4
D004938,Q49AK4
D008607,Q49AK4
D008545,Q49AK4
D008113,P81605
D015179,Q5VZY9
D016889,Q6FH10
D004715,Q9H295
D007040,Q6AWB1
D020734,Q6AWB1
D003550,Q9UJW0
D011552,Q9UJW0
D009765,Q7Z4W1
D011471,Q7Z4W1
D003324,Q5SSV3
D011225,Q5SSV3
D013274,Q16531
D010300,Q6IBS8
D020734,Q6IBS8
D010673,Q6IBS8
D001171,Q53YD1
D001943,Q53YD1
D009203,Q53YD1
D009765,Q53YD1
D009798,Q53YD1
D013119,Q53YD1
D014456,Q53YD1
D001172,Q9NX09
D007938,Q9NX09
D009059,Q9NX09
D010300,Q9NX09
D008545,Q96D03
D008175,Q96T62
D011471,Q96T62
D004714,Q92499
D019966,Q92499
D004715,P17844
D008113,Q8TDD1
D001172,P26196
D010300,P12838
D008180,Q9H4E7
D015473,Q6EZE9
D003093,Q01523
D003110,Q01523
D015212,Q01523
D011471,P60022
D001943,P35659
D009362,P35659
D003424,Q96AX6
D008105,Q96AX6
D001943,Q9NTK1
D004715,Q9NTK1
D001281,Q5RLN2
D001943,Q5RLN2
D002277,Q5RLN2
D013274,Q5RLN2
D010051,Q9BSY9
D002289,Q05D60
D005909,Q05D60
D003967,Q9BRH5
D012559,Q8IWC8
D001281,Q9Y6T7
D003924,Q53SV4
D003928,Q86XP1
D009203,Q7Z5X8
D000544,Q15392
D001321,Q9UBM7
D015473,Q9UBM7
D008103,Q9UBM7
D011471,Q9UQ10
D000022,P00374
D000749,P00374
D001172,P00374
D001321,P00374
D001943,P00374
D015179,P00374
D064420,P00374
D005494,P00374
D007247,P00374
D009362,P00374
D012516,P00374
D014029,Q9Y394
D011471,Q7L2E3
D002545,Q502X2
D006816,Q502X2
D011471,Q502X2
D004715,Q5D0K5
D008113,Q5D0K5
D004715,Q9NZL0
D008654,Q9NZL0
D001943,P55073
D009362,P55073
D064420,Q96IB4
D001321,Q8NDZ4
D001008,Q9NRI2
D001321,Q9NRI2
D003866,Q9NRI2
D008607,Q9NRI2
D010146,Q9NRI2
D012559,Q9NRI2
D001008,Q155Q3
D001321,Q155Q3
D001714,Q155Q3
D003866,Q155Q3
D012559,Q155Q3
D015179,Q45XF9
D009369,Q45XF9
D010051,Q45XF9
D013274,Q45XF9
D012559,Q6PJH1
D008545,Q15700
D001321,Q9P1A6
D001943,Q9NR61
D001321,Q53SU3
D001321,Q53QU7
D003110,Q9UGM3
D002311,Q9UPB5
D009336,Q9UPB5
D009362,Q9UPB5
D013226,Q9UPB5
D018754,Q9UPB5
D013736,Q9Y5R6
D001281,Q8IVF4
D003327,Q75MY1
D001249,Q8TE73
D019970,Q8IZR0
D019966,Q8IZR0
D008175,Q6TDU7
D008545,Q5T1X2
D009369,Q8N4C5
D011471,Q8N4C5
D008545,Q9Y5T4
D011471,Q13217
D000402,P24855
D008180,P24855
D018357,P24855
D011471,Q92874
D001172,Q13609
D008175,Q13609
D008180,Q13609
D002292,Q96M86
D004827,Q05193
D010300,Q32Q67
D007680,Q9UQ16
D001008,P26358
D001249,P26358
D001943,P26358
D002277,P26358
D021441,P26358
D003110,P26358
D003704,P26358
D008527,P26358
D011471,P26358
D013274,P26358
D001943,Q8WVA9
D003424,Q8WVA9
D006130,Q8WVA9
D008607,Q8WVA9
D015470,Q8WVA9
D015473,Q8WVA9
D008175,Q8WVA9
D016410,Q8WVA9
D001943,Q2PJS8
D002277,Q2PJS8
D007247,Q2PJS8
D011471,Q2PJS8
D013274,Q2PJS8
D019966,Q14185
D001321,Q75MU6
D008607,Q86XD0
D009447,Q86XD0
D008175,Q2TA81
D010051,Q2TA81
D008175,Q7L591
D015179,Q9NYP3
D015179,Q8TEK3
D011471,Q8TEK3
D015179,Q9H3H5
D013274,Q9H3H5
D003093,Q6I9V1
D010003,Q6I9V1
D001281,Q92784
D008113,Q53TB1
D009336,Q9UHL4
D001321,Q12882
D001943,Q12882
D003110,Q12882
D015179,Q12882
D006258,Q12882
D008175,Q12882
D009362,Q12882
D009503,Q12882
D009765,Q12882
D010190,Q12882
D012559,Q12882
D013274,Q12882
D000544,Q16555
D010003,Q16555
D012563,Q16555
D008545,Q14919
D010300,Q8NBI3
D001321,Q6FH34
D001714,Q6FH34
D019970,Q6FH34
D004409,Q6FH34
D007022,Q6FH34
D010300,Q6FH34
D012559,Q6FH34
D012640,Q6FH34
D001008,Q6LDH7
D001289,Q6LDH7
D001919,Q6LDH7
D019970,Q6LDH7
D004409,Q6LDH7
D020820,Q6LDH7
D006966,Q6LDH7
D006973,Q6LDH7
D007022,Q6LDH7
D010146,Q6LDH7
D010300,Q6LDH7
D020734,Q6LDH7
D012559,Q6LDH7
D012640,Q6LDH7
D019966,Q6LDH7
D013375,Q6LDH7
D014029,Q6LDH7
D001321,Q9NY31
D019970,Q9NY31
D004409,Q9NY31
D012559,Q9NY31
D012640,Q9NY31
D005879,Q9NY31
D019958,Q8WXP7
D001289,Q8WXP7
D012559,Q8WXP7
D001289,P21918
D001714,P21918
D001764,P21918
D003866,P21918
D011618,P21918
D014103,P21918
D008545,Q9HB00
D001943,Q9HAX1
D019966,Q8WY19
D003872,Q712V6
D006967,Q712V6
D002294,Q9NZW4
D006333,P60981
D012559,Q96EV8
D001932,Q75MM6
D001943,Q8N9I9
D001171,P28562
D004715,P28562
D007249,Q6IAR2
D009103,Q4G0W2
D002289,P51452
D006973,Q16690
D002277,Q689E8
D005909,Q689E8
D054198,Q9UBX2
D001943,Q49AI6
D002545,Q6FGH9
D004827,Q13627
D010190,Q13627
D010051,Q9Y463
D001171,Q7Z6P1
D001943,Q01094
D002289,Q01094
D008545,Q01094
D009369,Q01094
D002289,Q14209
D002289,Q499G5
D002289,Q15329
D002289,Q6Q9Z7
D002289,Q96AV8
D008175,Q96CJ1
D011471,Q96CJ1
D012128,Q9UH73
D013274,Q14213
D003924,P42892
D006973,P42892
D008545,Q9NTX5
D009765,P30084
D013274,P30084
D000022,Q2QKP8
D003093,Q2QKP8
D013274,Q2QKP8
D008545,Q92838
D012559,Q9BV94
D058186,Q6FH53
D001145,Q6FH53
D001249,Q6FH53
D001281,Q6FH53
D001919,Q6FH53
D003924,Q6FH53
D007172,Q6FH53
D005767,Q6FH53
D006333,Q6FH53
D006937,Q6FH53
D006973,Q6FH53
D006976,Q6FH53
D007022,Q6FH53
D007249,Q6FH53
D007674,Q6FH53
D009404,Q6FH53
D019226,Q6FH53
D010146,Q6FH53
D010300,Q6FH53
D010437,Q6FH53
D011225,Q6FH53
D012128,Q6FH53
D020521,Q6FH53
D013345,Q6FH53
D016055,Q6FH53
D001919,P20800
D007022,P20800
D001919,Q6LDQ8
D006973,Q6LDQ8
D007022,Q6LDQ8
D003924,P25101
D007172,P25101
D006333,P25101
D006973,P25101
D010051,P25101
D020521,P25101
D001943,P24530
D003924,P24530
D006333,P24530
D006976,P24530
D013345,P24530
D002277,Q96EB3
D013274,Q96EB3
D004827,Q05639
D013274,Q05639
D001943,P24534
D008607,P24534
D009362,P24534
D001943,Q6PK56
D002292,Q6PK56
D008175,Q6PK56
D009362,Q6PK56
D010003,Q6PK56
D001943,Q580Q6
D002277,Q580Q6
D015179,Q580Q6
D008175,Q580Q6
D010190,Q580Q6
D011471,Q6FH22
D004832,Q5JVL4
D001943,P20827
D007249,P98172
D009765,P98172
D008113,Q2PDH7
D008175,Q2PDH7
D001171,Q6QBS2
D001321,Q6QBS2
D001943,Q6QBS2
D003872,Q6QBS2
D005909,Q6QBS2
D007674,Q6QBS2
D009362,Q6QBS2
D011471,Q6QBS2
D013276,Q6QBS2
D058186,Q9H3D0
D011125,Q9H3D0
D001943,Q9H3D0
D002277,Q9H3D0
D002289,Q9H3D0
D002294,Q9H3D0
D002311,Q9H3D0
D003110,Q9H3D0
D015179,Q9H3D0
D003872,Q9H3D0
D003924,Q9H3D0
D004715,Q9H3D0
D004938,Q9H3D0
D005909,Q9H3D0
D006258,Q9H3D0
D008175,Q9H3D0
D008654,Q9H3D0
D009362,Q9H3D0
D012516,Q9H3D0
D010051,Q9H3D0
D010190,Q9H3D0
D011471,Q9H3D0
D012004,Q9H3D0
D013274,Q9H3D0
D001749,Q9H3D0
D008113,Q3T1B0
D001171,Q546S1
D001327,Q546S1
D002545,Q546S1
D019970,Q546S1
D007249,Q546S1
D008175,Q546S1
D008654,Q546S1
D011014,Q546S1
D011471,Q546S1
D001321,P11161
D012512,P11161
D011471,Q8NDI1
D015470,Q9NZN3
D011471,Q9NZC4
D011471,Q08426
D019966,Q08426
D008527,Q9H9B1
D054198,Q9H9B1
D019970,Q96KQ7
D007246,Q96KQ7
D015470,Q96KQ7
D008175,Q96KQ7
D009362,Q96KQ7
D054198,Q96KQ7
D008654,Q9Y6B2
D008545,Q8N9N8
D009362,P47813
D012128,Q9BQI3
D011471,Q8IW76
D013226,Q8IW76
D013226,Q9NZJ5
D006976,Q9P2K8
D000544,Q53XC0
D012516,Q53XC0
D013226,Q53XC0
D001943,Q6IBR8
D011471,Q7Z5T5
D015179,Q6IB98
D011471,Q6IB98
D003110,Q5U0F4
D009362,Q9NZE6
D001321,Q32Q75
D007249,Q13541
D007680,Q13541
D015470,Q13541
D001321,Q96I65
D012559,Q6IBU0
D002277,Q8WXQ9
D001943,P56537
D019966,Q53HC9
D011471,Q9BQ52
D009503,P08246
D004715,Q15717
D001943,P41970
D003928,Q92556
D006973,Q9UMK5
D011656,Q9UMK5
D002292,Q15369
D006333,Q9H5J4
D001943,Q9H9T3
D009362,Q9H9T3
D017449,Q6PCB8
D001932,Q583U9
D002289,Q583U9
D009362,Q583U9
D000022,Q8WWD6
D011471,Q8WWD6
D011471,Q6IBD3
D001943,Q7Z589
D003876,Q7Z589
D008175,Q04743
D001321,P19622
D015470,Q8N8S7
D003550,Q96CG0
D000544,P06733
D001172,P06733
D001943,P06733
D002277,P06733
D002289,P06733
D002294,P06733
D004938,P06733
D007248,P06733
D010003,P06733
D013274,P06733
D002289,Q6FHV6
D015470,Q6FHV6
D010300,Q6FHV6
D001749,Q6FHV6
D009369,Q32ND0
D003928,Q07075
D003924,P22413
D004715,P22413
D009765,P22413
D009362,Q13822
D013964,Q13822
D011471,Q9UJA9
D008105,Q9Y5L3
D009765,Q5QPJ7
D001943,Q7Z6C1
D002294,Q7Z6C1
D015179,Q7Z6C1
D016889,Q7Z6C1
D008545,Q7Z6C1
D009765,Q7Z6C1
D001749,Q7Z6C1
D002292,Q53ST6
D008545,Q4VB87
D001943,Q96HL7
D003924,Q52LR7
D002277,P16422
D010051,P16422
D010190,P16422
D011471,P16422
D000544,P21709
D015179,P21709
D009369,Q96HF4
D001281,Q6P4R6
D064420,Q15375
D006470,Q15375
D001943,Q96L35
D000014,Q6FGZ3
D002277,Q6FGZ3
D005334,Q6FGZ3
D015470,Q6FGZ3
D008175,Q6FGZ3
D008223,Q6FGZ3
D008228,Q6FGZ3
D009101,Q6FGZ3
D054198,Q6FGZ3
D011225,Q6FGZ3
D011471,Q6FGZ3
D011656,Q6FGZ3
D058186,P34913
D064420,P34913
D006333,P34913
D012559,P34913
D018487,P34913
D008545,Q9H6B9
D013274,Q9H6B9
D058186,P11678
D003324,P11678
D005221,P11678
D006973,P11678
D007249,P11678
D007674,P11678
D007676,P11678
D008545,P11678
D009203,P11678
D009362,P11678
D011041,P11678
D011655,P11678
D012770,P11678
D013226,P11678
D013276,P11678
D017180,P11678
D013921,P11678
D013927,P11678
D013964,P11678
D020246,P11678
D014693,P11678
D001943,P19235
D008545,P19235
D009362,P19235
D013964,P19235
D011471,Q8TE67
D006973,Q9NZ08
D011565,Q9NZ08
D013167,Q9NZ08
D001943,Q9UK79
D002280,Q9UK79
D002292,Q9UK79
D003110,Q9UK79
D004938,Q9UK79
D005770,Q9UK79
D008175,Q9UK79
D008527,Q9UK79
D009362,Q9UK79
D010051,Q9UK79
D011471,Q9UK79
D013274,Q9UK79
D001749,Q9UK79
D001943,P21860
D008175,P21860
D009362,P21860
D011471,P21860
D000690,Q580Q7
D001281,Q580Q7
D008545,Q580Q7
D002289,Q8WWH8
D008175,Q8WWH8
D008545,Q8WWH8
D009362,Q8WWH8
D009369,Q8WWH8
D013274,Q8WWH8
D013736,Q8WWH8
D002294,Q2TB79
D015179,Q2TB79
D011471,Q2TB79
D012871,Q2TB79
D013274,Q2TB79
D013471,Q2TB79
D001749,Q2TB79
D009362,Q92889
D013736,Q92889
D001749,Q92889
D015179,Q9NR54
D006130,Q03468
D008175,Q03468
D011471,P50548
D007938,Q7LDT7
D015470,Q7LDT7
D054198,Q7LDT7
D011471,Q7LDT7
D002289,Q5JWS2
D008175,Q5JWS2
D009362,P30040
D011471,P30040
D011471,Q9BS26
D004715,Q9UJM3
D012559,Q96AP7
D007680,Q56NI9
D010003,P10768
D008113,Q9NQ30
D001749,Q14674
D000544,Q9UE35
D001943,Q9UE35
D002277,Q9UE35
D003324,Q9UE35
D016889,Q9UE35
D007247,Q9UE35
D007248,Q9UE35
D007938,Q9UE35
D008113,Q9UE35
D008175,Q9UE35
D008654,Q9UE35
D009203,Q9UE35
D009362,Q9UE35
D009447,Q9UE35
D009765,Q9UE35
D011471,Q9UE35
D001749,Q9UE35
D001145,Q7LCB3
D001281,Q7LCB3
D001943,Q7LCB3
D002277,Q7LCB3
D019970,Q7LCB3
D015179,Q7LCB3
D003324,Q7LCB3
D003327,Q7LCB3
D016889,Q7LCB3
D004715,Q7LCB3
D007247,Q7LCB3
D008527,Q7LCB3
D011471,Q7LCB3
D001749,Q7LCB3
D000690,Q96I02
D001943,Q96I02
D012516,Q96I02
D010190,Q9NY74
D010003,P13804
D009765,Q547S8
D003924,Q6FG54
D008180,Q6FG54
D001943,P15036
D017449,P15036
D015179,P50549
D011471,P50549
D011471,P41162
D001943,P43268
D009362,P43268
D011471,P43268
D011471,P41161
D001171,Q9UME7
D015470,Q9UME7
D054198,Q9UME7
D019966,Q9UME7
D013921,Q9UME7
D001943,Q499Z9
D015179,Q499Z9
D011471,Q01844
D012512,Q01844
D001943,Q5T399
D015179,Q5T399
D008113,Q13868
D013274,Q9NQT4
D001321,Q16394
D015179,Q96CJ7
D001943,Q75MQ0
D016889,Q75MQ0
D012516,Q75MQ0
D010051,Q75MQ0
D011471,Q75MQ0
D002277,Q6NUR7
D009362,Q6NUR7
D010003,Q6NUR7
D011471,Q6NUR7
D001778,Q5JVE8
D013927,Q5JVE8
D006973,Q9UEG0
D006973,Q1JR85
D013923,Q1JR85
D017449,Q9NZ69
D009203,Q9NZ69
D020246,Q9NZ69
D020246,P05160
D000544,Q8TD58
D001172,Q8TD58
D001778,Q8TD58
D002545,Q8TD58
D006470,Q8TD58
D007020,Q8TD58
D008103,Q8TD58
D009203,Q8TD58
D009765,Q8TD58
D012559,Q8TD58
D020521,Q8TD58
D013923,Q8TD58
D013927,Q8TD58
D020246,Q8TD58
D007249,P25116
D008103,P25116
D013274,P25116
D005759,P55085
D007249,P55085
D008545,P55085
D011537,P55085
D001943,P13726
D015473,P13726
D008103,P13726
D009404,P13726
D013927,P13726
D020246,P13726
D011125,Q8IUL1
D001778,Q8IUL1
D002545,Q8IUL1
D003110,Q8IUL1
D008103,Q8IUL1
D009203,Q8IUL1
D020521,Q8IUL1
D013923,Q8IUL1
D013927,Q8IUL1
D020246,Q8IUL1
D006470,P08709
D009203,P08709
D011183,P08709
D013923,P08709
D020246,P08709
D001327,Q2VF45
D020246,Q2VF45
D013927,Q86XR9
D006816,Q7L5A8
D009765,Q7L5A8
D012640,Q7L5A8
D019966,Q7L5A8
D013375,Q7L5A8
D002292,Q6GMR7
D007676,Q6FGL7
D009336,Q6IBD7
D002277,P15090
D007674,P15090
D009362,Q6LCG1
D011471,Q96CS3
D002292,Q6SJ93
D013274,Q92567
D004715,Q6UWF9
D019966,Q6P9G8
D019966,Q9ULE4
D003924,Q9H0X4
D012559,Q96BQ1
D010051,Q86UY5
D005909,Q9H4H8
D001749,Q9Y500
D019966,Q9Y4F1
D001327,Q9UET8
D002311,Q9UET8
D003924,Q9UET8
D006402,Q9UET8
D015470,Q9UET8
D008175,Q9UET8
D016410,Q9UET8
D016778,Q9UET8
D009157,Q9UET8
D009336,Q9UET8
D009393,Q9UET8
D001749,Q9UET8
D018487,Q9UET8
D009336,P48023
D001172,Q53ZZ1
D002289,Q53ZZ1
D002311,Q53ZZ1
D003925,Q53ZZ1
D004342,Q53ZZ1
D008175,Q53ZZ1
D008545,Q53ZZ1
D009103,Q53ZZ1
D011471,Q53ZZ1
D001943,Q6PJJ3
D002311,Q6PJJ3
D006333,Q6PJJ3
D008607,Q6PJJ3
D007676,Q6PJJ3
D008545,Q6PJJ3
D009369,Q6PJJ3
D009765,Q6PJJ3
D010051,Q6PJJ3
D012559,Q7L8L6
D002289,Q14517
D015179,Q14517
D005909,Q14517
D006258,Q14517
D008545,Q6V0I7
D013274,Q6V0I7
D001327,Q96BS4
D001943,Q96BS4
D004715,P23142
D011471,P23142
D015179,Q86V58
D006333,Q9UBX5
D006976,Q9UBX5
D011471,Q9UBX5
D012128,Q9UBX5
D012141,Q9UBX5
D004715,Q75N89
D008103,Q75N89
D015179,P35556
D003110,Q5VZC3
D010300,Q5VZC3
D013274,Q5VZC3
D001281,Q9HCM7
D011565,Q6PCT2
D001281,Q498Y9
D001321,Q9UH90
D011471,Q9H4M3
D003928,Q494Z1
D001943,Q969H0
D002280,Q969H0
D016889,Q969H0
D001749,Q8N3Y1
D004342,Q6GU38
D014581,Q6GU38
D004342,P30273
D010300,Q30219
D013274,Q9Y6R7
D001171,P12314
D001172,P12318
D003093,P12318
D003550,P12318
D008180,P12318
D008288,P12318
D013921,P12318
D013927,P12318
D001327,Q8NIA0
D008180,Q8NIA0
D008288,Q8NIA0
D009503,Q8NIA0
D019970,Q6IAX1
D015179,Q6FHX6
D008175,Q6FHX6
D015812,Q96AC1
D001749,Q96AC1
D006470,Q86UX7
D003324,Q4JFK8
D064420,Q8WW76
D007674,Q8WW76
D011655,Q8WW76
D020521,Q8WW76
D013927,Q8WW76
D010300,P02675
D001289,P98174
D006130,P98174
D001943,Q6ZNL6
D013274,Q6ZNL6
D007022,P05230
D007938,P05230
D008654,P05230
D010051,P05230
D001943,Q8NFI9
D011471,Q8NFI9
D009362,Q9Y643
D010190,Q9Y643
D019970,P09038
D003866,P09038
D004830,P09038
D007249,P09038
D007674,P09038
D008103,P09038
D008654,P09038
D009404,P09038
D011471,P09038
D012640,P09038
D013920,P09038
D003924,Q9NSA1
D006973,Q9NSA1
D009765,Q9NSA1
D001943,P11487
D001943,P08620
D001281,P12034
D000022,Q6RK68
D008103,Q6RK68
D011470,Q6RK68
D002289,P31371
D008175,P31371
D013736,P31371
D001943,P11362
D002289,P11362
D002294,P11362
D003866,P11362
D008175,P11362
D012559,P11362
D001943,P21802
D016889,P21802
D008607,P21802
D008103,P21802
D008175,P21802
D012871,P21802
D013274,P21802
D015179,Q9NRB6
D009101,Q9NRB6
D001749,Q9NRB6
D011471,P22455
D012128,P22455
D013274,P02679
D009765,Q96C11
D017449,Q14314
D008545,Q5W0V4
D002277,Q71VB2
D002289,Q71VB2
D008113,Q71VB2
D008175,Q71VB2
D008654,Q71VB2
D011471,Q71VB2
D013274,Q71VB2
D019966,Q71VB2
D001943,Q6I9R8
D015470,Q6I9R8
D015179,Q9P100
D019966,Q8IVF7
D007680,Q6PIW4
D013274,Q7Z7B0
D006333,Q6UN15
D017681,Q6UN15
D001932,Q86VR8
D019966,Q5T1M5
D013274,Q53XJ5
D001172,Q2TA84
D004715,Q2TA84
D001943,Q9UIM3
D004417,Q9H9S5
D001943,Q96Q35
D002292,Q8NFG4
D015179,Q8NFG4
D008113,Q8NFG4
D003872,Q4JFL9
D003876,Q4JFL9
D004485,Q4JFL9
D008527,Q9UEE3
D012512,Q9UEE3
D001943,Q6NXF2
D004827,Q6NXF2
D015179,Q14315
D001943,P17948
D002292,P17948
D008103,P17948
D008545,P17948
D009362,P17948
D011225,P17948
D015470,P36888
D015473,P36888
D007964,P36888
D054198,P36888
D013927,P36888
D002292,Q96L17
D004715,Q99518
D011125,P31513
D001008,Q8IXW7
D001321,Q8IXW7
D008607,Q8IXW7
D016649,Q8IXW7
D000022,Q7L553
D001943,Q7L553
D002277,Q7L553
D003424,Q7L553
D003928,Q7L553
D005909,Q7L553
D006973,Q7L553
D064420,Q53EP0
D005902,Q53EP0
D015473,Q53EP0
D006973,Q8NAU1
D007249,Q8NAU1
D018487,Q8NAU1
D008103,Q5VW36
D011471,Q2VPJ0
D003110,P15328
D004827,P15328
D008607,P15328
D012516,P15328
D010051,P15328
D001008,Q6FG41
D001171,Q6FG41
D001943,Q6FG41
D019970,Q6FG41
D004715,Q6FG41
D004827,Q6FG41
D006470,Q6FG41
D006973,Q6FG41
D008175,Q6FG41
D009765,Q6FG41
D012640,Q6FG41
D013226,Q6FG41
D013375,Q6FG41
D014277,Q6FG41
D001171,Q6FGK6
D019970,Q6FGK6
D004409,Q6FGK6
D004827,Q6FGK6
D008113,Q6FGK6
D008175,Q6FGK6
D001171,Q9H5M2
D005909,Q9H5M2
D008175,Q9H5M2
D001943,P55317
D002289,P55317
D002294,P55317
D011471,P55317
D011471,P55318
D005902,Q12948
D011471,Q12948
D013771,Q12948
D013771,Q99958
D008175,Q6VB84
D008175,Q5VV16
D020521,Q12947
D004827,P55316
D008607,P55316
D012640,P55316
D015179,Q53ZD3
D001943,Q53Y49
D002289,Q53Y49
D007938,Q53Y49
D008175,Q53Y49
D006976,Q12778
D015470,Q12778
D011471,Q12778
D001171,Q12778
D004715,Q12778
D001171,Q6IAJ1
D001321,Q6IAJ1
D010190,Q6IAJ1
D001321,Q8NFT3
D001172,Q9BZS1
D001249,Q9BZS1
D001943,Q9BZS1
D006967,Q9BZS1
D008175,Q9BZS1
D011471,Q96AP5
D001943,Q9C009
D001172,Q96LE4
D015179,Q96LE4
D008228,Q96LE4
D054198,Q96LE4
D019966,Q5T376
D001281,Q6PEW6
D008607,Q5TBA9
D010003,Q53QT6
D013274,Q9BTV5
D000437,Q27RP3
D000568,Q27RP3
D005334,Q27RP3
D007006,Q27RP3
D007247,Q27RP3
D007248,Q27RP3
D000022,Q6FHE1
D001943,Q6FHE1
D008113,Q6FHE1
D013274,Q6FHE1
D058186,Q12841
D012595,Q12841
D001714,Q8N475
D003866,Q6NZ44
D003866,Q6S4P3
D009362,Q6S4P3
D009765,Q6S4P3
D010003,Q6S4P3
D001943,Q9C0B1
D003924,Q9C0B1
D008545,Q9C0B1
D009765,Q9C0B1
D008175,Q6PJY1
D002277,P09958
D003324,P09958
D013927,P22083
D006973,Q58I17
D008275,Q58I17
D010190,Q14802
D015470,Q9H0Q3
D013274,Q14342
D003110,Q86UZ8
D002277,P27469
D058186,Q2VF42
D008288,Q2VF42
D018754,P10253
D008545,Q9UQC2
D009362,Q9UQC2
D000437,Q8IW08
D001321,Q8IW08
D019970,Q8IW08
D001321,P14867
D020329,P14867
D006501,P14867
D012640,P14867
D000437,Q8TBI4
D001008,Q8TBI4
D001321,Q8TBI4
D019970,Q8TBI4
D001321,P34903
D001321,P48169
D001321,P31644
D012640,P31644
D012559,Q16445
D001321,P18505
D006501,P18505
D012128,P18505
D004827,P47870
D012559,P47870
D001321,P28472
D004827,P28472
D004832,P28472
D007319,P28472
D000437,P18507
D019970,P18507
D006501,P18507
D003294,P18507
D001321,Q8IVA8
D001714,Q8IVA8
D019970,Q8IVA8
D004409,Q8IVA8
D006966,Q8IVA8
D006973,Q8IVA8
D012559,Q8IVA8
D001714,Q5VZ31
D019970,Q5VZ31
D012559,Q5VZ31
D012640,Q5VZ31
D001171,P24522
D010051,P24522
D010190,P24522
D011471,P24522
D013274,P24522
D012871,Q6IX74
D008113,Q6ZQY3
D010190,Q05DQ1
D010300,Q3B835
D006973,Q8N6F7
D007249,Q8N6F7
D007249,Q96I49
D015179,Q68VJ1
D001943,Q68VJ8
D010051,Q68VJ6
D011471,Q68VJ6
D012871,Q7Z4T8
D008607,Q14353
D012640,Q14353
D003110,Q5U058
D013226,Q5U058
D002294,Q0QET7
D015179,Q0QET7
D004938,Q0QET7
D009336,Q0QET7
D010003,Q0QET7
D020734,Q0QET7
D006402,Q9NY12
D001172,Q71VH3
D015470,Q99501
D058186,Q14393
D003928,Q14393
D013923,Q14393
D013927,Q14393
D009765,Q29RX5
D003110,P01350
D005767,P01350
D008175,P01350
D010437,P01350
D013274,P01350
D013921,P15976
D001161,P23769
D015470,P23769
D014657,P23769
D001172,P23771
D002277,P23771
D006689,P23771
D007249,P23771
D007676,P23771
D009447,P23771
D054198,P23771
D000437,P43694
D001281,P43694
D015179,P43694
D064420,P43694
D006470,P43694
D009203,P43694
D013771,P43694
D015179,Q9BWX5
D064420,Q05CA6
D006470,Q05CA6
D008175,Q05CA6
D013771,Q05CA6
D013274,Q86YP4
D002277,P50440
D006333,P50440
D007674,P50440
D009336,P50440
D005776,P04062
D006976,P04062
D010300,P04062
D020734,P04062
D019966,Q9H227
D058186,P38435
D001172,P38435
D064420,P38435
D006501,P38435
D008103,P38435
D008175,P38435
D009103,P38435
D012559,P38435
D012772,P38435
D019970,Q96CN9
D000855,P01275
D001919,P01275
D003110,P01275
D003248,P01275
D003924,P01275
D006333,P01275
D006973,P01275
D007022,P01275
D009765,P01275
D011041,P01275
D013035,P01275
D004409,P30793
D006973,P30793
D009127,P30793
D010146,P30793
D003924,Q53Y25
D003924,Q14397
D015228,Q14397
D002289,Q14TF0
D003924,Q14TF0
D006973,Q14TF0
D008175,Q14TF0
D009203,Q14TF0
D003924,P48507
D009203,P48507
D011471,Q02742
D002277,Q5SZC6
D013771,P27539
D001943,P55107
D008654,P55107
D002100,Q99988
D003324,Q99988
D005770,Q99988
D006333,Q99988
