Disease,Disease,Similarity
D017240,D020915,0.2508
D017240,D006527,0.22678
D017240,D000326,0.26658
D017240,D020388,0.28149
D017240,D000795,0.2228
D017240,D056889,0.34527
D017240,D056889,0.20636
D017240,D006467,0.25097
D017240,D053098,0.22545
D017240,D007706,0.20367
D017240,D020388,0.28496
D017240,D017241,0.38317
D017240,C564015,0.30419
D017240,D057180,0.21853
D017240,C535697,0.20753
D017240,C566578,0.24331
D017240,D009223,0.29711
D017240,D011546,0.21313
D017240,D052456,0.23077
D017240,D052496,0.20577
D017240,D020158,0.27603
D017240,D056693,0.33482
D017240,D052537,0.20564
D017240,D017681,0.24221
C536988,C566188,0.20589
C536988,D002349,0.25194
C536988,D002607,0.23818
C536988,D002607,0.3074
C536988,D046589,0.26397
C536988,D003966,0.21008
C536988,D004916,0.33338
C536988,D020386,0.26676
C536988,D015417,0.30473
C536988,D019578,0.22794
C536988,D018979,0.22092
C536988,D000699,0.32759
C536988,D009220,0.27243
C536988,D009223,0.23181
C536988,C563534,0.22754
C536988,D010300,0.23028
C536988,D002607,0.22021
C536988,C565881,0.24612
C536988,C536778,0.21359
C536988,D001927,0.22071
C536988,C565557,0.25688
C536988,D005776,0.20802
C536988,C536988,1
C536988,D009224,0.29831
C536988,D009230,0.21182
C536988,D053579,0.22626
C536988,C535393,0.20728
C536988,D017241,0.20567
C536988,D009223,0.26034
C536988,C564296,0.22123
C536988,D020817,0.21578
D009084,C535654,0.23037
D009084,D031845,0.33809
D009084,C538052,0.27048
D009084,D000437,0.20474
D009084,C537057,0.28902
D009084,D000544,0.30849
D009084,C531617,0.20957
D009084,D029503,0.21047
D009084,D054179,0.31209
D009084,D013167,0.23551
D009084,C531622,0.23761
D009084,D020181,0.25082
D009084,C535506,0.2327
D009084,D001478,0.27139
D009084,D001528,0.24284
D009084,C562419,0.27342
D009084,C566188,0.26516
D009084,D001943,0.28714
D009084,C567779,0.25229
D009084,C566171,0.21874
D009084,D002311,0.30081
D009084,C567296,0.22316
D009084,D002349,0.23524
D009084,C536691,0.21217
D009084,D002607,0.23499
D009084,D002607,0.23906
D009084,D002819,0.2299
D009084,C562509,0.24798
D009084,D003103,0.21077
D009084,D046349,0.25572
D009084,D007644,0.31352
D009084,D046589,0.21684
D009084,D020191,0.24283
D009084,C562379,0.23227
D009084,D020790,0.22804
D009084,C565100,0.22887
D009084,D003924,0.22474
D009084,C536698,0.22744
D009084,C538007,0.22776
D009084,D003966,0.30387
D009084,D004828,0.20243
D009084,D020195,0.2253
D009084,D004916,0.24458
D009084,D005351,0.21604
D009084,D005879,0.24189
D009084,D005902,0.208
D009084,D005910,0.20148
D009084,D050031,0.25974
D009084,D006816,0.32004
D009084,C562999,0.28447
D009084,D006938,0.32451
D009084,D006938,0.27142
D009084,D006938,0.20059
D009084,D000075222,0.23024
D009084,C535694,0.2783
D009084,D015417,0.25472
D009084,C537156,0.37462
D009084,C537907,0.29148
D009084,D019578,0.297
D009084,D007627,0.23286
D009084,D052496,0.30639
D009084,D008180,0.2827
D009084,C562479,0.23105
D009084,D008382,0.33858
D009084,D000096142,0.20276
D009084,D008575,0.23431
D009084,D008945,0.30226
D009084,D015493,0.21722
D009084,D009223,0.36658
D009084,C562889,0.21287
D009084,D020754,0.25738
D009084,D020754,0.26515
D009084,C535351,0.22399
D009084,C536051,0.2916
D009084,C563476,0.20308
D009084,D010235,0.26277
D009084,D020967,0.26376
D009084,D010520,0.20387
D009084,D007690,0.25071
D009084,C536330,0.22021
D009084,D005359,0.2932
D009084,D011125,0.3156
D009084,D017118,0.27531
D009084,D017119,0.29867
D009084,D011218,0.3503
D009084,D011371,0.33697
D009084,D011561,0.33361
D009084,D011565,0.25749
D009084,D012175,0.27438
D009084,D002607,0.24239
D009084,D012507,0.29059
D009084,D012559,0.28768
D009084,D012559,0.22047
D009084,D058496,0.32099
D009084,D009436,0.20931
D009084,D020754,0.27475
D009084,D020754,0.22979
D009084,D016750,0.20297
D009084,D013285,0.22054
D009084,D013341,0.29344
D009084,D013700,0.26333
D009084,D013771,0.2814
D009084,D013922,0.20872
D009084,D019851,0.21262
D009084,D014103,0.23697
D009084,C536545,0.24638
D009084,D004314,0.34332
D009084,C565346,0.34405
D009084,D003093,0.23321
D009084,D056725,0.22421
D009084,D009396,0.24914
D009084,D014927,0.28359
D009084,C538178,0.35845
D009084,C536353,0.36196
D009084,D000326,0.33875
D009084,D038261,0.22472
D009084,C537055,0.2441
D009084,D002549,0.26506
D009084,D056769,0.35456
D009084,D009472,0.42484
D009084,D009472,0.32278
D009084,C535382,0.25148
D009084,C535387,0.20459
D009084,C565935,0.23456
D009084,C565933,0.25178
D009084,C565932,0.32253
D009084,D001260,0.34002
D009084,C538013,0.31775
D009084,D001321,0.26682
D009084,C537345,0.33008
D009084,C535933,0.35152
D009084,C565881,0.23494
D009084,C536778,0.32399
D009084,C538280,0.26596
D009084,C535858,0.33982
D009084,D002817,0.2567
D009084,C565850,0.32221
D009084,D003057,0.44222
D009084,C565678,0.26183
D009084,D003414,0.3208
D009084,D003550,0.29955
D009084,C535765,0.29243
D009084,D003554,0.38403
D009084,C535767,0.31212
D009084,D003922,0.22729
D009084,C565594,0.20173
D009084,D005199,0.32545
D009084,D005198,0.22753
D009084,D005776,0.35442
D009084,D005776,0.36495
D009084,D005776,0.34486
D009084,D001606,0.20305
D009084,C535758,0.21256
D009084,D006712,0.36096
D009084,D006849,0.22133
D009084,D020165,0.28637
D009084,D010009,0.27443
D009084,C538603,0.20261
D009084,D007589,0.27599
D009084,D010214,0.21586
D009084,D054221,0.2939
D009084,C537153,0.24027
D009084,D013132,0.26062
D009084,D010505,0.31218
D009084,D017240,0.213
D009084,D009084,1
D009084,D009084,0.77439
D009084,D009084,0.83753
D009084,D009084,0.8041
D009084,D020194,0.30907
D009084,D010009,0.31765
D009084,D009230,0.20055
D009084,D044903,0.21293
D009084,D009447,0.33449
D009084,D052536,0.39939
D009084,D052556,0.38072
D009084,C537752,0.22119
D009084,C536420,0.35594
D009084,C536063,0.28629
D009084,C564906,0.20924
D009084,D054078,0.36354
D009084,C538556,0.25647
D009084,C537286,0.36223
D009084,D053579,0.2294
D009084,D011546,0.21351
D009084,C562688,0.32128
D009084,D011561,0.35268
D009084,D012035,0.39514
D009084,D015212,0.23996
D009084,C564847,0.22203
D009084,D012174,0.29214
D009084,C535865,0.25748
D009084,D012859,0.21524
D009084,D016111,0.44646
D009084,D013915,0.29586
D009084,D006111,0.30515
D009084,D020176,0.32368
D009084,D020176,0.3722
D009084,D020176,0.20682
D009084,C562794,0.3023
D009084,C535393,0.31494
D009084,D014898,0.28923
D009084,D020915,0.26412
D009084,D006527,0.37273
D009084,C536746,0.22359
D009084,D014983,0.3121
D009084,D000326,0.37518
D009084,D020326,0.20265
D009084,C564714,0.41993
D009084,D020388,0.334
D009084,D001321,0.30886
D009084,C564505,0.26529
D009084,D020817,0.20576
D009084,D001321,0.31328
D009084,D001321,0.32582
D009084,D000795,0.43502
D009084,D056889,0.27701
D009084,C580192,0.2539
D009084,D006467,0.33742
D009084,D053098,0.2939
D009084,C536085,0.26712
D009084,D008232,0.30828
D009084,C567924,0.20081
D009084,D010009,0.31669
D009084,D007706,0.40541
D009084,D005600,0.21855
D009084,D020388,0.34891
D009084,D016649,0.2178
D009084,C536692,0.2628
D009084,D010009,0.29679
D009084,D017241,0.28469
D009084,D020734,0.22187
D009084,D020754,0.25906
D009084,D020754,0.2369
D009084,D000083242,0.22743
D009084,D056735,0.24021
D009084,D010001,0.27571
D009084,C566578,0.24759
D009084,C566530,0.25235
D009084,D009223,0.36279
D009084,D011565,0.21381
D009084,C566404,0.20483
D009084,D000755,0.32573
D009084,D052496,0.25038
D009084,D007039,0.20214
D009084,C537537,0.20914
D009084,D008180,0.20991
D009084,D020158,0.26887
D009084,D056693,0.4105
D009084,C565238,0.22397
D009084,C535500,0.21665
D009084,D018192,0.22974
D009084,C564616,0.21303
D009084,D056735,0.29367
D009084,D001321,0.29144
D009084,C537583,0.26116
D009084,D020325,0.2477
D009084,D020326,0.20525
D009084,D052537,0.40097
D009084,C536119,0.37505
D009084,D017681,0.32847
D009084,D001321,0.25216
D009084,C535499,0.2476
D009084,C564274,0.20594
D009084,D015464,0.24751
D009084,D001321,0.27766
D009084,D005271,0.21704
D009084,D031845,0.33198
D009084,C538052,0.23079
D009084,D000437,0.20482
D009084,C537057,0.26975
D009084,D000544,0.34855
D009084,C531617,0.22373
D009084,D054179,0.39085
D009084,D013167,0.22847
D009084,C531622,0.23473
D009084,D020181,0.24324
D009084,D000505,0.21985
D009084,D001478,0.25618
D009084,D001528,0.27561
D009084,C562419,0.33098
D009084,C566188,0.20857
D009084,D017488,0.25025
D009084,D001943,0.26958
D009084,D006528,0.20204
D009084,C567779,0.25588
D009084,C566171,0.20381
D009084,D002311,0.26454
D009084,C567296,0.21701
D009084,D002349,0.2175
D009084,D002607,0.23024
D009084,D002607,0.219
D009084,D002819,0.2162
D009084,C562509,0.23903
D009084,D003103,0.22656
D009084,D046349,0.30844
D009084,D007644,0.37183
D009084,D046589,0.21782
D009084,D020191,0.20085
D009084,C562379,0.21552
D009084,D020790,0.27575
D009084,C565101,0.23336
D009084,C565100,0.23695
D009084,D003924,0.24416
D009084,D009103,0.24587
D009084,D003966,0.26723
D009084,D020195,0.20931
D009084,D005351,0.20177
D009084,D005879,0.22707
D009084,D005902,0.22183
D009084,D005910,0.2265
D009084,D050031,0.23332
D009084,D006816,0.34601
D009084,C562999,0.26398
D009084,D006938,0.45313
D009084,D006938,0.27537
D009084,D011546,0.20843
D009084,D000075222,0.28665
D009084,C535694,0.28883
D009084,D006953,0.20163
D009084,C562785,0.23112
D009084,C537156,0.39328
D009084,C537907,0.29189
D009084,D019578,0.28659
D009084,D007627,0.21643
D009084,D052496,0.37245
D009084,D008180,0.32165
D009084,C562479,0.33396
D009084,C537152,0.24851
D009084,D008382,0.34136
D009084,C535507,0.2605
D009084,D000096142,0.20372
D009084,D000098943,0.22432
D009084,D020326,0.25937
D009084,D008945,0.27968
D009084,D009223,0.38226
D009084,C563534,0.20498
D009084,C562889,0.2645
D009084,D020754,0.2166
D009084,D020754,0.22713
D009084,C535351,0.20996
D009084,C536051,0.31709
D009084,D010235,0.25962
D009084,D020967,0.20249
D009084,D016506,0.224
D009084,D010520,0.2341
D009084,D007690,0.27109
D009084,C536330,0.30992
D009084,D005359,0.32646
D009084,D011125,0.37938
D009084,D017118,0.34881
D009084,D017119,0.28858
D009084,D011218,0.3513
D009084,C536961,0.24827
D009084,D011371,0.31955
D009084,D011471,0.20417
D009084,D011546,0.21003
D009084,D011561,0.3125
D009084,D011565,0.26277
D009084,D012175,0.2906
D009084,D001172,0.21662
D009084,D012507,0.29394
D009084,D012559,0.30694
D009084,D012559,0.22598
D009084,D018288,0.22839
D009084,D058496,0.35473
D009084,D020754,0.22298
D009084,D011085,0.28532
D009084,D016750,0.20015
D009084,D013285,0.21685
D009084,D013341,0.27647
D009084,D013700,0.25999
D009084,D013771,0.25087
D009084,C536545,0.21122
D009084,D004314,0.37424
D009084,C565346,0.36288
D009084,D003093,0.21809
D009084,D056725,0.26878
D009084,D009396,0.29644
D009084,D014927,0.22911
D009084,C536000,0.27119
D009084,C538178,0.40282
D009084,C536353,0.38862
D009084,D000326,0.36861
D009084,D038261,0.20142
D009084,C537055,0.2189
D009084,D002549,0.308
D009084,D056769,0.36164
D009084,D009472,0.44807
D009084,D009472,0.27677
D009084,C565935,0.20484
D009084,C565932,0.27013
D009084,D001260,0.37752
D009084,C538013,0.2547
D009084,D001321,0.25333
D009084,D009165,0.21364
D009084,C537345,0.32746
D009084,C535933,0.33148
D009084,C565881,0.21928
D009084,C536778,0.38624
D009084,C538280,0.28232
D009084,C535858,0.32238
D009084,D002817,0.26367
D009084,C565850,0.2507
D009084,D003057,0.4315
D009084,C565678,0.20642
D009084,D003414,0.33931
D009084,D003550,0.35293
D009084,C535765,0.29391
D009084,D003554,0.49231
D009084,D003555,0.2142
D009084,C535767,0.29752
D009084,D003922,0.29924
D009084,D001927,0.20105
D009084,D004695,0.21494
D009084,D005199,0.33962
D009084,D005198,0.28258
D009084,D005776,0.43473
D009084,D005776,0.39289
D009084,D005776,0.34016
D009084,D001606,0.23022
D009084,C535758,0.20741
D009084,D006712,0.387
D009084,D006849,0.21832
D009084,D020165,0.31669
D009084,D007566,0.20583
D009084,D010009,0.25454
D009084,D012614,0.29271
D009084,C538603,0.2122
D009084,D007589,0.29079
D009084,D010214,0.23821
D009084,D007918,0.2097
D009084,D006646,0.21465
D009084,D054221,0.32791
D009084,C537153,0.23888
D009084,D013132,0.26212
D009084,D010505,0.3659
D009084,C567102,0.22989
D009084,D017240,0.22756
D009084,D009084,0.77439
D009084,D009084,1
D009084,D009084,0.85932
D009084,D009084,0.80162
D009084,D020194,0.31899
D009084,D010009,0.31279
D009084,D009230,0.20814
D009084,C535761,0.24899
D009084,D044903,0.22477
D009084,D009447,0.33017
D009084,D052536,0.45793
D009084,D052556,0.426
D009084,C537752,0.25622
D009084,C536420,0.30987
D009084,C536063,0.26662
D009084,D054078,0.34731
D009084,C538556,0.26582
D009084,C537286,0.42197
D009084,D053579,0.25749
D009084,C564870,0.24167
D009084,D011546,0.31792
D009084,C562688,0.42086
D009084,D011561,0.34857
D009084,D012035,0.44297
D009084,D015212,0.29946
D009084,C564847,0.20736
D009084,D012174,0.26627
D009084,C535865,0.24028
D009084,D012859,0.21054
D009084,D016111,0.42721
D009084,D013915,0.31079
D009084,D006111,0.29984
D009084,D020176,0.33406
D009084,D020176,0.42758
D009084,D020176,0.22063
D009084,C562794,0.33099
D009084,C535393,0.24544
D009084,D056729,0.22086
D009084,D014898,0.28377
D009084,D020915,0.21266
D009084,D006527,0.3772
D009084,C536746,0.20949
D009084,D014983,0.28286
D009084,D000326,0.41301
D009084,C564714,0.37894
D009084,D020388,0.31012
D009084,D001321,0.2883
D009084,C564505,0.2476
D009084,D001321,0.28095
D009084,D001321,0.29208
D009084,D000795,0.49237
D009084,D056889,0.34341
D009084,C580192,0.26596
D009084,D018500,0.29717
D009084,D006467,0.3511
D009084,D053098,0.36189
D009084,C536085,0.29139
D009084,D008232,0.3613
D009084,D010009,0.33248
D009084,D007706,0.44141
D009084,D005600,0.2324
D009084,D020388,0.34769
D009084,D016649,0.27612
D009084,C536692,0.22521
D009084,D010009,0.27672
D009084,D017241,0.29443
D009084,C564015,0.21841
D009084,C563933,0.20394
D009084,D001249,0.20394
D009084,D012559,0.21371
D009084,D013494,0.2025
D009084,D000083242,0.20395
D009084,D044903,0.20787
D009084,D056735,0.2642
D009084,D010001,0.30437
D009084,C566578,0.25333
D009084,C566530,0.28575
D009084,D009223,0.3231
D009084,C566404,0.20903
D009084,D011546,0.22851
D009084,D000755,0.40959
D009084,D052496,0.3
D009084,C565728,0.22781
D009084,C565325,0.21314
D009084,C535581,0.21339
D009084,D020158,0.32259
D009084,D056693,0.42135
D009084,C535500,0.25549
D009084,D018192,0.22539
D009084,C536596,0.20199
D009084,D056735,0.29692
D009084,D001321,0.26151
D009084,D020325,0.23034
D009084,D052537,0.49901
D009084,C536119,0.4088
D009084,D017681,0.32767
D009084,C564330,0.20795
D009084,D001925,0.22253
D009084,D001321,0.2449
D009084,C535499,0.21725
D009084,D015464,0.23219
D009084,D001321,0.26929
D009084,C535654,0.20638
D009084,D010911,0.2055
D009084,D031845,0.3604
D009084,C538052,0.25991
D009084,D000437,0.21073
D009084,C537057,0.30283
D009084,D000544,0.2978
D009084,C531617,0.20061
D009084,D054179,0.30957
D009084,D013167,0.25553
D009084,D004057,0.20399
D009084,C531622,0.23697
D009084,D020181,0.22932
D009084,C535506,0.20953
D009084,D001478,0.25347
D009084,D001528,0.24326
D009084,C562419,0.27832
D009084,D017488,0.21426
D009084,D001943,0.27482
D009084,D006528,0.21629
D009084,C567779,0.2806
D009084,C566171,0.22939
D009084,D002311,0.28703
D009084,C567296,0.23433
D009084,D002349,0.24139
D009084,C536691,0.22371
D009084,D002607,0.23647
D009084,D002607,0.22465
D009084,C562509,0.24658
D009084,D003103,0.21993
D009084,D020936,0.20037
D009084,D046349,0.30977
D009084,D007644,0.3643
D009084,C562379,0.24283
D009084,D020790,0.23724
D009084,C565100,0.22506
D009084,D003924,0.20257
D009084,C536698,0.20573
D009084,D003966,0.28966
D009084,D004828,0.20958
D009084,D020195,0.23433
D009084,D005351,0.22494
D009084,D005879,0.22626
D009084,D005902,0.22537
D009084,D005910,0.23314
D009084,D050031,0.21551
D009084,D006816,0.30048
D009084,C562999,0.27094
D009084,D006938,0.38628
D009084,D006938,0.28127
D009084,D006938,0.20814
D009084,D012021,0.20177
D009084,D000075222,0.26617
D009084,C535694,0.30884
D009084,C537156,0.36506
D009084,C537907,0.25565
D009084,D019578,0.24787
D009084,D007627,0.24277
D009084,D052496,0.34396
D009084,D008180,0.30058
D009084,C562479,0.24241
D009084,C537152,0.22289
D009084,D008382,0.36958
D009084,C535507,0.25719
D009084,D000096142,0.20417
D009084,D008575,0.21028
D009084,C563591,0.2015
D009084,D020326,0.21531
D009084,D008945,0.30779
D009084,D009223,0.36242
D009084,C562889,0.20168
D009084,D020754,0.21959
D009084,C535351,0.23415
D009084,C536051,0.28698
D009084,D010033,0.20231
D009084,D010235,0.25331
D009084,D020967,0.21314
D009084,D016506,0.20189
D009084,D010520,0.24175
D009084,D007690,0.25668
D009084,C536330,0.29918
D009084,D005359,0.29295
D009084,D011125,0.33146
D009084,D017118,0.33345
D009084,D017119,0.29763
D009084,D011218,0.35041
D009084,D011371,0.35327
D009084,D011561,0.34446
D009084,D011565,0.27547
D009084,D012175,0.28574
D009084,D001172,0.22649
D009084,D012507,0.31083
D009084,D012559,0.29926
D009084,D012559,0.20433
D009084,D058496,0.34002
D009084,D009436,0.20747
D009084,D020754,0.21509
D009084,D011085,0.21606
D009084,D013285,0.22958
D009084,D013341,0.28823
D009084,D013700,0.26372
D009084,D013771,0.27174
D009084,D013922,0.20812
D009084,D014103,0.21509
D009084,C536545,0.21241
D009084,D004314,0.35796
D009084,C565346,0.3449
D009084,D003093,0.23728
D009084,D056725,0.25326
D009084,D009396,0.24987
D009084,D014927,0.25655
D009084,C538178,0.37614
D009084,C536353,0.41477
D009084,D000326,0.4019
D009084,C537055,0.21799
D009084,D002549,0.30414
D009084,D056769,0.35891
D009084,D009472,0.45237
D009084,D009472,0.25772
D009084,C565935,0.22838
D009084,C565932,0.30277
D009084,D001260,0.34398
D009084,C538013,0.2606
D009084,D001321,0.25845
D009084,C537345,0.31709
D009084,C535933,0.35953
D009084,D002178,0.206
D009084,C565881,0.24718
D009084,C536778,0.36991
D009084,C538280,0.31592
D009084,C535858,0.34404
D009084,D002817,0.2439
D009084,C565850,0.22401
D009084,D003057,0.42652
D009084,C565678,0.22968
D009084,D003414,0.33397
D009084,D003550,0.32955
D009084,C535765,0.27892
D009084,D003554,0.44736
D009084,C535767,0.32338
D009084,D003922,0.23511
D009084,D001927,0.20678
D009084,D004695,0.23986
D009084,D005199,0.30806
D009084,D005198,0.24153
D009084,D005776,0.42942
D009084,D005776,0.35576
D009084,D005776,0.29701
D009084,D001606,0.21859
D009084,C535758,0.23128
D009084,D006712,0.37116
D009084,D006849,0.22755
D009084,D020165,0.311
D009084,D007566,0.21962
D009084,D010009,0.26688
D009084,D012614,0.20568
D009084,C538603,0.21236
D009084,D007589,0.31012
D009084,D010214,0.22705
D009084,D054221,0.30964
D009084,C537153,0.24042
D009084,D013132,0.27841
D009084,D010505,0.3432
D009084,C567102,0.24064
D009084,D017240,0.25453
D009084,D009084,0.83753
D009084,D009084,0.85932
D009084,D009084,1
D009084,D009084,0.91949
D009084,D020194,0.30251
D009084,D010009,0.31821
D009084,D009230,0.20785
D009084,C535761,0.21121
D009084,D009447,0.3081
D009084,D052536,0.4271
D009084,D052556,0.40987
D009084,C537752,0.2625
D009084,C536420,0.35041
D009084,C536063,0.30059
D009084,C564906,0.20967
D009084,D054078,0.37986
D009084,C538556,0.24009
D009084,C537286,0.43168
D009084,D053579,0.23796
D009084,D011546,0.26122
D009084,C562688,0.332
D009084,D011561,0.38075
D009084,D012035,0.42527
D009084,D015212,0.2554
D009084,C564847,0.23196
D009084,D012174,0.25487
D009084,C535865,0.27136
D009084,D012859,0.21764
D009084,D016111,0.44483
D009084,D013915,0.32327
D009084,D006111,0.31609
D009084,D020176,0.345
D009084,D020176,0.40863
D009084,D020176,0.22447
D009084,C562794,0.33984
D009084,C535393,0.23555
D009084,D056729,0.21663
D009084,D014898,0.3091
D009084,D020915,0.23644
D009084,D006527,0.36523
D009084,C536746,0.23682
D009084,D014983,0.27824
D009084,D000326,0.34839
D009084,D020326,0.20934
D009084,C564714,0.41748
D009084,D020388,0.33737
D009084,D001321,0.30749
D009084,C564505,0.27698
D009084,D020817,0.21507
D009084,D001321,0.29935
D009084,D001321,0.31094
D009084,D000795,0.45829
D009084,D056889,0.33449
D009084,D015794,0.20186
D009084,C580192,0.25793
D009084,D006467,0.35969
D009084,D053098,0.32248
D009084,C536085,0.3167
D009084,D008232,0.3056
D009084,D010009,0.35385
D009084,D007706,0.41132
D009084,D005600,0.205
D009084,D020388,0.33503
D009084,D016649,0.22535
D009084,C536692,0.236
D009084,D010009,0.31044
D009084,D017241,0.30048
D009084,D056735,0.238
D009084,D010001,0.30506
D009084,C566578,0.20338
D009084,C566530,0.26238
D009084,D009223,0.33947
D009084,D011565,0.21294
D009084,C566404,0.21419
D009084,D011546,0.21187
D009084,D000755,0.36072
D009084,D052496,0.30244
D009084,D007039,0.21335
D009084,D004831,0.20235
D009084,C535581,0.21338
D009084,D020158,0.32118
D009084,D056693,0.46289
D009084,C535500,0.27548
D009084,D018192,0.20356
D009084,D056735,0.33556
D009084,D001321,0.27893
D009084,D020325,0.20035
D009084,D020325,0.25556
D009084,D020326,0.21226
D009084,D052537,0.42919
D009084,C536119,0.38495
D009084,D017681,0.34468
D009084,D001925,0.22235
D009084,D001321,0.2409
D009084,C535499,0.24319
D009084,C564274,0.21379
D009084,D015464,0.23608
D009084,D001321,0.28786
D009084,C535654,0.20789
D009084,D031845,0.33226
D009084,C538052,0.2324
D009084,D000437,0.22552
D009084,C537057,0.32725
D009084,D000544,0.31256
D009084,D054179,0.32142
D009084,D013167,0.2274
D009084,C531622,0.21952
D009084,D020181,0.22256
D009084,C535506,0.22423
D009084,D001478,0.23241
D009084,D001528,0.25394
D009084,C562419,0.25023
D009084,D001943,0.29134
D009084,C567779,0.26205
D009084,C566171,0.22341
D009084,D002311,0.29877
D009084,C567296,0.25437
D009084,D002349,0.22269
D009084,C536691,0.24428
D009084,D002607,0.2201
D009084,C562509,0.20698
D009084,D020936,0.21443
D009084,D046349,0.33868
D009084,D007644,0.37062
D009084,D046589,0.20384
D009084,C562379,0.23989
D009084,D020790,0.21581
D009084,C565100,0.24081
D009084,D003924,0.2167
D009084,C536698,0.20494
D009084,D003966,0.25608
D009084,D004828,0.22428
D009084,D020195,0.22524
D009084,D004916,0.2035
D009084,D005351,0.24072
D009084,D005879,0.22819
D009084,D005902,0.23055
D009084,D005910,0.2244
D009084,D050031,0.20818
D009084,D006816,0.28132
D009084,C562999,0.29164
D009084,D006938,0.39224
D009084,D006938,0.30281
D009084,D006938,0.22484
D009084,D000075222,0.2386
D009084,C564156,0.20756
D009084,C535694,0.27251
D009084,D006953,0.21142
D009084,C537156,0.37616
D009084,C537907,0.25825
D009084,D019578,0.26656
D009084,D007627,0.26915
D009084,D052496,0.36218
D009084,D008180,0.27951
D009084,C562479,0.23826
D009084,C537152,0.21064
D009084,D008382,0.31382
D009084,C535507,0.25198
D009084,D000096142,0.22262
D009084,D000098943,0.20903
D009084,D008575,0.22504
D009084,D020326,0.23042
D009084,D008945,0.28399
D009084,D009223,0.3405
D009084,D020754,0.22073
D009084,C563498,0.20123
D009084,C535351,0.25059
D009084,C536051,0.26749
D009084,D010235,0.24266
D009084,D020967,0.21574
D009084,C536330,0.29875
D009084,D005359,0.27554
D009084,D011125,0.32082
D009084,D017118,0.32387
D009084,D017119,0.28679
D009084,D011218,0.30767
D009084,D011371,0.33528
D009084,D011561,0.34161
D009084,D011565,0.23414
D009084,D012175,0.26016
D009084,D001172,0.20977
D009084,D012507,0.30179
D009084,D012559,0.26215
D009084,D058496,0.3494
D009084,D009436,0.22341
D009084,D020754,0.21512
D009084,D011085,0.22815
D009084,D013285,0.21947
D009084,D013341,0.31639
D009084,D013700,0.24465
D009084,D013771,0.27973
D009084,D013922,0.22272
D009084,D019851,0.20403
D009084,D014103,0.23237
D009084,C536545,0.20266
D009084,D004314,0.35526
D009084,C565346,0.33994
D009084,D003093,0.22267
D009084,D056725,0.26602
D009084,D009396,0.23077
D009084,D014927,0.27456
D009084,C538178,0.39086
D009084,C536353,0.42918
D009084,D000326,0.40498
D009084,C537055,0.2375
D009084,D002549,0.28349
D009084,D056769,0.35391
D009084,D009472,0.40799
D009084,D009472,0.27723
D009084,C565935,0.23074
D009084,C565932,0.32601
D009084,D001260,0.29796
D009084,C538013,0.26278
D009084,D001321,0.24809
D009084,C537345,0.33155
D009084,C535933,0.34314
D009084,C565881,0.24227
D009084,C536778,0.38171
D009084,C538280,0.32726
D009084,C535858,0.31901
D009084,D002817,0.24606
D009084,C565850,0.23973
D009084,D003057,0.40335
D009084,C565678,0.2458
D009084,D003414,0.34487
D009084,D003550,0.31502
D009084,C535765,0.30299
D009084,D003554,0.41618
D009084,C535767,0.3492
D009084,D003922,0.20893
D009084,D004695,0.21983
D009084,D005199,0.2792
D009084,D005198,0.22507
D009084,D005776,0.42693
D009084,D005776,0.3497
D009084,D005776,0.32002
D009084,D001606,0.20593
D009084,D006712,0.35911
D009084,D006849,0.21213
D009084,D020165,0.21467
D009084,D007566,0.22186
D009084,D010009,0.23285
D009084,D012614,0.22224
D009084,C538603,0.21752
D009084,D007589,0.24911
D009084,D010214,0.22373
D009084,D054221,0.28893
D009084,C537153,0.23339
D009084,D013132,0.2617
D009084,D010505,0.32387
D009084,C567102,0.23703
D009084,D017240,0.26055
D009084,D009084,0.8041
D009084,D009084,0.80162
D009084,D009084,0.91949
D009084,D009084,1
D009084,D020194,0.28371
D009084,D010009,0.29993
D009084,D009447,0.31626
D009084,D052536,0.36986
D009084,D052556,0.41564
D009084,C537752,0.25251
D009084,C536420,0.34061
D009084,C536063,0.28208
D009084,C564906,0.20662
D009084,D054078,0.38807
D009084,C538556,0.24344
D009084,C537286,0.41868
D009084,D053579,0.2479
D009084,D011546,0.23994
D009084,C562688,0.32473
D009084,D011561,0.35243
D009084,D012035,0.43228
D009084,D015212,0.23708
D009084,C564847,0.24824
D009084,D012174,0.24519
D009084,C535865,0.2968
D009084,D012859,0.20892
D009084,D016111,0.4351
D009084,D013915,0.31328
D009084,D006111,0.32329
D009084,C536928,0.20515
D009084,D020176,0.34996
D009084,D020176,0.35844
D009084,D020176,0.24031
D009084,C562794,0.32371
D009084,C535393,0.25363
D009084,D056729,0.20959
D009084,D014898,0.32033
D009084,D020915,0.25783
D009084,D006527,0.35747
D009084,C536746,0.25727
D009084,D014983,0.26976
D009084,D000326,0.32066
D009084,D020326,0.22403
D009084,C564714,0.40178
D009084,D020388,0.34402
D009084,D001321,0.32916
D009084,C564505,0.29642
D009084,D020817,0.23016
D009084,D001321,0.32045
D009084,D001321,0.33285
D009084,D000795,0.4735
D009084,D056889,0.30816
D009084,D015794,0.21603
D009084,C580192,0.25047
D009084,D006467,0.35842
D009084,D053098,0.30957
D009084,C536085,0.30189
D009084,D008232,0.23657
D009084,D010009,0.31234
D009084,D007706,0.38364
D009084,D020388,0.29278
D009084,D016649,0.20985
D009084,C536692,0.25264
D009084,D010009,0.3076
