Disease,Disease,Similarity_Score
C536545,C564015,0.495947951
C536545,C564005,0
C536545,D011470,0
C536545,D020734,0.537169242
C536545,D004832,0.228216691
C536545,D016481,0
C536545,C563959,0
C536545,C563949,0.020400419
C536545,C535697,0
C536545,C563933,0.000900713
C536545,D053206,0
C536545,D010911,0.248311073
C536545,D002764,0
C536545,D001249,0.001529732
C536545,C563439,0
C536545,C563401,0.543642937
C536545,C563371,0
C536545,C563352,0
C536545,C537243,0.001021872
C536545,C566652,0.123650917
C536545,D015470,0
C536545,D009765,0.007430693
C536545,C566645,0
C536545,D005902,0
C536545,D008180,0
C536545,C535698,0
C536545,C535699,0
C536545,C566603,0
C536545,C566602,0
C536545,D007896,0
C536545,D010001,0
C536545,C566578,0.283360493
C536545,C536546,0.221323159
C536545,C566552,0.495947951
C536545,D004915,0
C536545,C566530,0.174862105
C536545,C566404,0
C536545,C566395,0
C536545,D006111,0
C536545,C565798,0
C536545,C536253,0
C536545,D020190,0.196201181
C536545,D004831,0.237471318
C536545,C565728,0.283360493
C536545,D008180,0
C536545,D008180,0
C536545,C565325,0.283360493
C536545,C565292,0.001529732
C536545,C565291,0
C536545,C535516,0.007360708
C536545,D009290,0.145175494
C536545,C565280,0
C536545,D056693,0
C536545,C565238,0.495947951
C536545,C535500,0.185374264
C536545,C564676,0.543642937
C536545,D046152,0
C536545,C535428,0
C536545,C536596,0.283360493
C536545,D010300,0.495947951
C536545,D065631,0
C536545,D002446,0
C536545,C537217,0.123650917
C536545,D004374,0
C536545,C537583,0.189617139
C536545,D020325,0.216163755
C536545,D020326,0.202540825
C536545,D020325,0.216163755
C536545,D020326,0.202540825
C536545,C563817,0
C536545,D052537,0.158090074
C536545,C536119,0.182193629
C536545,C562694,0.277682501
C536545,D004832,0.228216691
C536545,C565811,0.277682501
C536545,C562694,0.277682501
C536545,D017681,0
C536545,C564345,0.495947951
C536545,C564330,0.283360493
C536545,D010003,0
C536545,C564306,0.216866549
C536545,D001925,0.29904528
C536545,C564296,0.137975233
C536545,C535499,0.507291605
C536545,C564274,0.194233343
C536545,D015464,0
C536545,D010282,0
C536545,C564258,0.005181167
C536545,D008180,0
C536545,C563924,0
C536545,C538261,0
C536545,C563897,0.012074351
C536545,C563838,0
C536545,C563834,0.283360493
C536406,D014277,0.468267572
C536406,C565346,0.165151662
C536406,D003093,0.389892265
C536406,D001750,0.179048046
C536406,D014648,0.011096144
C536406,D001327,0.052463457
C536406,D056725,0
C536406,D009396,0.001535908
C536406,D014927,0
C536406,C536000,0.158421053
C536406,D000326,0.153716184
C536406,D000347,0
C536406,D002549,0.174294433
C536406,D000744,0
C536406,C562385,0.001734184
C536406,C535382,0.269956239
C536406,C535387,0.052476533
C536406,D002915,0.210679029
C536406,C565935,0
C536406,C565933,0.273994992
C536406,C565932,0.224358081
C536406,C538013,0.20522626
C536406,D008175,0.041266064
C536406,D002178,0
C536406,D002311,0.00698433
C536406,D002311,0.00698433
C536406,C565881,0.03164861
C536406,C538280,0.36951201
C536406,C535858,0.022320875
C536406,C565850,0.353508015
C536406,C565679,0.180280138
C536406,C565678,0.246714086
C536406,C565672,0.632947911
C536406,D003414,0
C536406,D003550,0.258288443
C536406,C535765,0
C536406,D003554,0
C536406,D003555,0
C536406,D003922,0.023523632
C536406,D001927,0.341568679
C536406,D004695,0
C536406,D004760,0.411123159
C536406,D005166,0
C536406,D005776,0.176036629
C536406,D005776,0.176036629
C536406,D005776,0.176036629
C536406,D006828,0
C536406,D001606,0
C536406,D006030,0
C536406,D005317,0.007262685
C536406,C535758,0.019117554
C536406,D006689,0.015459598
C536406,D006932,0.021508013
C536406,D007566,0
C536406,C565498,0.014481501
C536406,C565494,0.221290568
C536406,D000075262,0
C536406,D012614,0
C536406,D005058,0
C536406,C538603,0
C536406,D011559,0.194232163
C536406,D007918,0.013805778
C536406,D006646,0.003850787
C536406,C565441,0.342119782
C536406,D054221,0.113987126
C536406,C565429,0.014299242
C536406,C565423,0.384963155
C536406,D010505,0
C536406,C536988,0.236917148
C536406,D009157,0.188971617
C536406,D009182,0
C536406,D055728,0
C536406,D009101,0.017131736
C536406,D020190,0.154861654
C536406,D020194,0.127049455
C536406,D009230,0
C536406,D009404,0.007315694
C536406,D009447,0.013883901
C536406,D052536,0.121769253
C536406,D052556,0.143611136
C536406,C536420,0.22892555
C536406,D012516,0.0154048
C536406,C535282,0.376974681
C536406,C564906,0.335313779
C536406,C564899,0.056381446
C536406,C564894,0.268572869
C536406,C538556,0.432429771
C536406,C537286,0.197747072
C536406,D011087,0
C536406,D053579,0
C536406,C562688,0
C536406,C564862,0.016288161
C536406,D015212,0.4524634
C536406,D008228,0.035562366
C536406,C564847,0.414916706
C536406,D018232,0
C536406,C535865,0.379507894
C536406,D053713,0
C536406,C563236,0.054813691
C536406,D013915,0
C536406,D006111,0.344058071
C536406,C536928,0.446454025
C536406,C562794,0
C536406,C535393,0.224358081
C536406,D056729,0
C536406,D020915,0.137205206
C536406,D006527,0.23190682
C536406,C536746,0.036694529
C536406,D000326,0.153716184
C536406,D020326,0.1601741
C536406,D003922,0.023523632
C536406,C564714,0.025723766
C536406,D015794,0.271084264
C536406,C580192,0.069789697
C536406,D003919,0.030143484
C536406,D056889,0
C536406,C536085,0.308109755
C536406,C567924,0.183040323
C536406,C564118,0
C536406,C562901,0.04143003
C536406,D016649,0
C536406,C536692,0.233822606
C536406,D017241,0.154168884
C536406,C564015,0.22579222
C536406,C564005,0
C536406,D011470,0.010468574
C536406,D020734,0.248355014
C536406,D004832,0.184915978
C536406,D016481,0.013889406
C536406,C563959,0.023523632
C536406,C563949,0.371974357
C536406,C535697,0
C536406,C563933,0.0287082
C536406,D053206,0
C536406,D010911,0.205886157
C536406,D002764,0.247895406
C536406,D001249,0.02933722
C536406,C563439,0
C536406,C563401,0.256933647
C536406,C563371,0.023523632
C536406,C563352,0.023523632
C536406,C537243,0.02882936
C536406,C566652,0.150584003
C536406,D015470,0.023041569
C536406,D009765,0.03523818
C536406,C566645,0.023523632
C536406,D005902,0.348446228
C536406,D008180,0.022109001
C536406,C535698,0
C536406,C535699,0
C536406,C566603,0.023523632
C536406,C566602,0.023523632
C536406,D007896,0.017070409
C536406,D010001,0
C536406,C566578,0.236864762
C536406,C536546,0.202165394
C536406,C566552,0.22579222
C536406,D004915,0
C536406,C566530,0.197747072
C536406,C566404,0.009061442
C536406,C566395,0.023523632
C536406,D006111,0.344058071
C536406,C565798,0.002635477
C536406,C536253,0.008832201
C536406,D020190,0.154861654
C536406,D004831,0.193649614
C536406,C565728,0.236864762
C536406,D008180,0.022109001
C536406,D008180,0.022109001
C536406,C565325,0.236864762
C536406,C565292,0.02933722
C536406,C565291,0.009061442
C536406,C535516,0.035168195
C536406,D009290,0.166468029
C536406,C565280,0.009061442
C536406,D056693,0
C536406,C565238,0.22579222
C536406,C535500,0.144956405
C536406,C564676,0.256933647
C536406,D046152,0.291468229
C536406,C535428,0.310083209
C536406,C536596,0.236864762
C536406,D010300,0.22579222
C536406,D065631,0.017629653
C536406,D002446,0.39059672
C536406,C537217,0.144996085
C536406,D004374,0.001266795
C536406,C537583,0.670142299
C536406,D020325,0.173060162
C536406,D020326,0.1601741
C536406,D020325,0.173060162
C536406,D020326,0.1601741
C536406,C563817,0.019277275
C536406,D052537,0.122760265
C536406,C536119,0.143611136
C536406,C562694,0.229488442
C536406,D004832,0.184915978
C536406,C565811,0.229488442
C536406,C562694,0.229488442
C536406,D017681,0
C536406,C564345,0.22579222
C536406,C564330,0.236864762
C536406,D010003,0.02484124
C536406,C564306,0.176036629
C536406,D001925,0.247985807
C536406,C564296,0.316674261
C536406,C535499,0.22674188
C536406,C564274,0.152745478
C536406,D015464,0.011284566
C536406,D010282,5.67E-05
C536406,C564258,0.032988654
C536406,D008180,0.022109001
C536406,C563924,0.342119782
C536406,C538261,0.019277275
C536406,C563897,0.039881838
C536406,C563838,0.364664853
C536406,C563834,0.236864762
D014277,C565346,0.157582312
D014277,D003093,0.000754048
D014277,D001750,0.170241421
D014277,D014648,0
D014277,D001327,0.03807641
D014277,D056725,0
D014277,D009396,0
D014277,D014927,0
D014277,C536000,0.149567835
D014277,D000326,0.137275836
D014277,D000347,0
D014277,D002549,0.146989926
D014277,D000744,0
D014277,C562385,0
D014277,C535382,0.038920956
D014277,C535387,0.038089486
D014277,D002915,0
D014277,C565935,0
D014277,C565933,0.230458467
D014277,C565932,0.191873776
D014277,C538013,0.182933911
D014277,D008175,0.026879016
D014277,D002178,0
D014277,D002311,0
D014277,D002311,0
D014277,C565881,0.017261563
D014277,C538280,0.017261563
D014277,C535858,0.007933828
D014277,C565850,0.165209176
D014277,C565679,0.447370782
D014277,C565678,0.223241334
D014277,C565672,0.609498686
D014277,D003414,0
D014277,D003550,0.001015212
D014277,C535765,0
D014277,D003554,0
D014277,D003555,0
D014277,D003922,0.009136584
D014277,D001927,0.287592088
D014277,D004695,0
D014277,D004760,0
D014277,D005166,0
D014277,D005776,0.153532223
D014277,D005776,0.153532223
D014277,D005776,0.153532223
D014277,D006828,0
D014277,D001606,0
D014277,D006030,0
D014277,D005317,0
D014277,C535758,0.004730506
D014277,D006689,0.001072551
D014277,D006932,0.007120966
D014277,D007566,0
D014277,C565498,9.45E-05
D014277,C565494,0.21098493
D014277,D000075262,0
D014277,D012614,0
D014277,D005058,0
D014277,C538603,0
D014277,D011559,0.157556066
D014277,D007918,0
D014277,D006646,0
D014277,C565441,0.008654522
D014277,D054221,0.109672327
D014277,C565429,0
D014277,C565423,0.005455212
D014277,D010505,0
D014277,C536988,0.225800767
D014277,D009157,0.179481574
D014277,D009182,0
D014277,D055728,0
D014277,D009101,0.002744688
D014277,D020190,0.126723578
D014277,D020194,0.108728708
D014277,D009230,0
D014277,D009404,0
D014277,D009447,0
D014277,D052536,0.105144554
D014277,D052556,0.123244103
D014277,C536420,0.21839667
D014277,D012516,0.001017753
D014277,C535282,0.402548291
D014277,C564906,0.383918307
D014277,C564899,0.037539361
D014277,C564894,0.247862071
D014277,C538556,0.009439153
D014277,C537286,0.187860347
D014277,D011087,0
D014277,D053579,0
D014277,C562688,0
D014277,C564862,0.001901113
D014277,D015212,0.016338083
D014277,D008228,0.021175318
D014277,C564847,0.225503768
D014277,D018232,0
D014277,C535865,0.331914699
D014277,D053713,0
D014277,C563236,0.040426644
D014277,D013915,0
D014277,D006111,0
D014277,C536928,0.225204899
D014277,C562794,0
D014277,C535393,0.191873776
D014277,D056729,0
D014277,D020915,0.127571325
D014277,D006527,0.156576425
D014277,C536746,0.022307482
D014277,D000326,0.137275836
D014277,D020326,0.130284673
D014277,D003922,0.009136584
D014277,C564714,0.011336719
D014277,D015794,0
D014277,C580192,0.05540265
D014277,D003919,0.007556586
D014277,D056889,0
D014277,C536085,0.132111954
D014277,C567924,0.153012487
D014277,C564118,0
D014277,C562901,0.027042983
D014277,D016649,0
D014277,C536692,0.223343912
D014277,D017241,0.134422717
D014277,C564015,0.196868029
D014277,C564005,0
D014277,D011470,0
D014277,D020734,0.214144471
D014277,D004832,0.154870909
D014277,D016481,0
D014277,C563959,0.009136584
D014277,C563949,0.033820859
D014277,C535697,0
D014277,C563933,0.014321153
D014277,D053206,0
D014277,D010911,0.183260048
D014277,D002764,0
D014277,D001249,0.014950172
D014277,C563439,0
D014277,C563401,0.221042798
D014277,C563371,0.009136584
D014277,C563352,0.009136584
D014277,C537243,0.014442312
D014277,C566652,0.136307132
D014277,D015470,0.008654522
D014277,D009765,0.020851133
D014277,C566645,0.009136584
D014277,D005902,0
D014277,D008180,0.007721954
D014277,C535698,0
D014277,C535699,0
D014277,C566603,0.009136584
D014277,C566602,0.009136584
D014277,D007896,0.002683362
D014277,D010001,0
D014277,C566578,0.204632737
D014277,C536546,0.169929713
D014277,C566552,0.196868029
D014277,D004915,0
D014277,C566530,0.187860347
D014277,C566404,0
D014277,C566395,0.009136584
D014277,D006111,0
D014277,C565798,0
D014277,C536253,0
D014277,D020190,0.126723578
D014277,D004831,0.163520926
D014277,C565728,0.204632737
D014277,D008180,0.007721954
D014277,D008180,0.007721954
D014277,C565325,0.204632737
D014277,C565292,0.014950172
D014277,C565291,0
D014277,C535516,0.020781148
D014277,D009290,0.156521578
D014277,C565280,0
D014277,D056693,0
D014277,C565238,0.196868029
D014277,C535500,0.116808648
D014277,C564676,0.223067957
D014277,D046152,0
D014277,C535428,0
D014277,C536596,0.204632737
D014277,D010300,0.196868029
D014277,D065631,0.003242606
D014277,D002446,0
D014277,C537217,0.136307132
D014277,D004374,0
D014277,C537583,0.47292268
D014277,D020325,0.143066597
D014277,D020326,0.130284673
D014277,D020325,0.143066597
D014277,D020326,0.130284673
D014277,C563817,0.004890228
D014277,D052537,0.106109396
D014277,C536119,0.123244103
D014277,C562694,0.192440274
D014277,D004832,0.154870909
D014277,C565811,0.194915989
D014277,C562694,0.192440274
D014277,D017681,0
D014277,C564345,0.196868029
D014277,C564330,0.205969232
D014277,D010003,0.010454192
D014277,C564306,0.153532223
D014277,D001925,0.204819483
D014277,C564296,0.154203179
D014277,C535499,0.183827663
D014277,C564274,0.121347964
D014277,D015464,0
D014277,D010282,0
D014277,C564258,0.018601607
D014277,D008180,0.007721954
D014277,C563924,0
D014277,C538261,0.004890228
D014277,C563897,0.02549479
D014277,C563838,0.000121469
D014277,C563834,0.204632737
C565346,D003093,0
C565346,D001750,0.162654291
C565346,D014648,0
C565346,D001327,0.036787661
C565346,D056725,0.232580882
C565346,D009396,0.549399068
C565346,D014927,0.295798802
C565346,C536000,0.153105986
C565346,D000326,0.460977432
C565346,D000347,0.289086793
C565346,D002549,0.142342176
C565346,D000744,0
C565346,C562385,0
C565346,C535382,0.287698264
C565346,C535387,0.036800736
C565346,D002915,0
C565346,C565935,0
C565346,C565933,0.22041552
C565346,C565932,0.185612385
C565346,C538013,0.175918607
C565346,D008175,0.200547158
C565346,D002178,0.013791832
C565346,D002311,0
C565346,D002311,0
C565346,C565881,0.015972813
C565346,C538280,0.015972813
C565346,C535858,0.360220671
C565346,C565850,0.510641901
C565346,C565679,0.348307428
C565346,C565678,0.211905253
C565346,C565672,0.232008428
C565346,D003414,0.258926563
C565346,D003550,0.344293854
C565346,C535765,0.275726141
C565346,D003554,0.275726141
C565346,D003555,0.275726986
C565346,D003922,0.007847835
C565346,D001927,0.273535192
C565346,D004695,0
C565346,D004760,0
C565346,D005166,0.270921844
C565346,D005776,0.297838722
C565346,D005776,0.297838722
C565346,D005776,0.297838722
C565346,D006828,0.135178554
C565346,D001606,0.260196426
C565346,D006030,0.255630854
C565346,D005317,0.246656227
C565346,C535758,0.003441757
C565346,D006689,0.163537832
C565346,D006932,0.005832216
C565346,D007566,0.264651444
C565346,C565498,0
C565346,C565494,0.199709234
C565346,D000075262,0
C565346,D012614,0
C565346,D005058,0
C565346,C538603,0.303353888
C565346,D011559,0.15004192
C565346,D007918,0
C565346,D006646,0
C565346,C565441,0.53870685
C565346,D054221,0.551999957
C565346,C565429,0.160247127
C565346,C565423,0.356871882
C565346,D010505,0.322487886
C565346,C536988,0.205737422
C565346,D009157,0.172212166
C565346,D009182,0.133742536
C565346,D055728,0
C565346,D009101,0.163200123
C565346,D020190,0.122063138
C565346,D020194,0.429396096
C565346,D009230,0.007356415
C565346,D009404,0
C565346,D009447,0.157974244
C565346,D052536,0.220339503
C565346,D052556,0.259842729
C565346,C536420,0.409425046
C565346,D012516,0.166749736
C565346,C535282,0.67172382
C565346,C564906,0.004582617
C565346,C564899,0.030532698
C565346,C564894,0.629130425
C565346,C538556,0.008150403
C565346,C537286,0.24830936
C565346,D011087,0.136618992
C565346,D053579,0.250310355
C565346,C562688,0.253607765
C565346,C564862,0.000612364
C565346,D015212,0.015049334
C565346,D008228,0.193069691
C565346,C564847,0.215488033
C565346,D018232,0.106605499
C565346,C535865,0.34032863
C565346,D053713,0
C565346,C563236,0.227983018
C565346,D013915,0.272828544
C565346,D006111,0
C565346,C536928,0.649582725
C565346,C562794,0.253607765
C565346,C535393,0.185612385
C565346,D056729,0.225322069
C565346,D020915,0.120737085
C565346,D006527,0.497316837
C565346,C536746,0.409425046
C565346,D000326,0.460977432
C565346,D020326,0.125186203
C565346,D003922,0.007847835
C565346,C564714,0.370050266
C565346,D015794,0.25459088
C565346,C580192,0.370050266
C565346,D003919,0.005309249
C565346,D056889,0.249220393
C565346,C536085,0.339416217
C565346,C567924,0.147656912
C565346,C564118,0
C565346,C562901,0.370050266
C565346,D016649,0
C565346,C536692,0.460977432
C565346,D017241,0.27624232
C565346,C564015,0.435133552
C565346,C564005,0.253607765
C565346,D011470,0
C565346,D020734,0.207357034
C565346,D004832,0.14950923
C565346,D016481,0
C565346,C563959,0.007847835
C565346,C563949,0.03253211
C565346,C535697,0
C565346,C563933,0.013032404
C565346,D053206,0
C565346,D010911,0.18697091
C565346,D002764,0
C565346,D001249,0.013661423
C565346,C563439,0
C565346,C563401,0.213583143
C565346,C563371,0.007847835
C565346,C563352,0.007847835
C565346,C537243,0.18098905
C565346,C566652,0.490073495
C565346,D015470,0.174147374
C565346,D009765,0.019562383
C565346,C566645,0.007847835
C565346,D005902,0
C565346,D008180,0.016397515
C565346,C535698,0
C565346,C535699,0
C565346,C566603,0.007847835
C565346,C566602,0.007847835
C565346,D007896,0.014865023
C565346,D010001,0
C565346,C566578,0.44149483
C565346,C536546,0.534313912
C565346,C566552,0.435133552
C565346,D004915,0.135326046
C565346,C566530,0.188599394
C565346,C566404,0.354848082
C565346,C566395,0.007847835
C565346,D006111,0
C565346,C565798,0.006776077
C565346,C536253,0.019004957
C565346,D020190,0.122063138
C565346,D004831,0.158129648
C565346,C565728,0.44149483
C565346,D008180,0.016397515
C565346,D008180,0.016397515
C565346,C565325,0.44149483
C565346,C565292,0.354848082
C565346,C565291,0.354848082
C565346,C535516,0.649582725
C565346,D009290,0.151527253
C565346,C565280,0.354848082
C565346,D056693,0.241214364
C565346,C565238,0.435133552
C565346,C535500,0.264342109
C565346,C564676,0.214199053
C565346,D046152,0.141594116
C565346,C535428,0
C565346,C536596,0.44149483
C565346,D010300,0.435133552
C565346,D065631,0.001953857
C565346,D002446,0
C565346,C537217,0.490073495
C565346,D004374,0.306334119
C565346,C537583,0.534313912
C565346,D020325,0.137931181
C565346,D020326,0.125186203
C565346,D020325,0.137931181
C565346,D020326,0.125186203
C565346,C563817,0.003601478
C565346,D052537,0.225529405
C565346,C536119,0.259842729
C565346,C562694,0.184794612
C565346,D004832,0.14950923
C565346,C565811,0.186182516
C565346,C562694,0.184794612
C565346,D017681,0
C565346,C564345,0.435133552
C565346,C564330,0.44149483
C565346,D010003,0.016521858
C565346,C564306,0.297838722
C565346,D001925,0.19490677
C565346,C564296,0.521574672
C565346,C535499,0.174003909
C565346,C564274,0.191168704
C565346,D015464,0.155910286
C565346,D010282,0.141904922
C565346,C564258,0.017312857
C565346,D008180,0.016397515
C565346,C563924,0.53870685
C565346,C538261,0.003601478
C565346,C563897,0.024206041
C565346,C563838,0
C565346,C563834,0.44149483
D003093,D001750,0.001817117
D003093,D014648,0.013715317
D003093,D001327,0.055082631
D003093,D056725,0
D003093,D009396,0.004155082
D003093,D014927,0
D003093,C536000,0
D003093,D000326,0
D003093,D000347,0
D003093,D002549,0
D003093,D000744,0
D003093,C562385,0.004353358
D003093,C535382,0.272813763
D003093,C535387,0.055095707
D003093,D002915,0.212059771
D003093,C565935,0.000167857
D003093,C565933,0.040165061
D003093,C565932,0.034267784
D003093,C538013,0.012633693
D003093,D008175,0.043885237
D003093,D002178,0
D003093,D002311,0.009603504
D003093,D002311,0.009603504
D003093,C565881,0.034267784
D003093,C538280,0.034267784
D003093,C535858,0.024940049
D003093,C565850,0.011574847
D003093,C565679,0.024402721
D003093,C565678,0.03365486
D003093,C565672,0.043049384
D003093,D003414,0
D003093,D003550,0.26169856
D003093,C535765,0
D003093,D003554,0
D003093,D003555,0
D003093,D003922,0.026142805
D003093,D001927,0.06902769
D003093,D004695,0
D003093,D004760,0.550707492
D003093,D005166,0
D003093,D005776,0
D003093,D005776,0
D003093,D005776,0
D003093,D006828,0
D003093,D001606,0
D003093,D006030,0
D003093,D005317,0.009881858
D003093,C535758,0.021736727
D003093,D006689,0.018078772
D003093,D006932,0.024127187
D003093,D007566,0
D003093,C565498,0.017100674
D003093,C565494,0.025828986
D003093,D000075262,0
D003093,D012614,0
D003093,D005058,0
D003093,C538603,0
D003093,D011559,0
D003093,D007918,0.016424951
D003093,D006646,0.00646996
D003093,C565441,0.454717962
D003093,D054221,0
D003093,C565429,0.016918416
D003093,C565423,0.022461433
D003093,D010505,0
D003093,C536988,0.026532098
D003093,D009157,0.009406766
D003093,D009182,0
D003093,D055728,3.81E-05
D003093,D009101,0.019750909
D003093,D020190,0
D003093,D020194,0
D003093,D009230,0
D003093,D009404,0.009934868
D003093,D009447,0.016503074
D003093,D052536,0
D003093,D052556,0
D003093,C536420,0.047497374
D003093,D012516,0.018023974
D003093,C535282,0.039313703
D003093,C564906,0.226888456
D003093,C564899,0.040280722
D003093,C564894,0.0468064
D003093,C538556,0.432482894
D003093,C537286,0.018034449
D003093,D011087,0
D003093,D053579,0
D003093,C562688,0
D003093,C564862,0.018907334
D003093,D015212,0.76293528
D003093,D008228,0.038181539
D003093,C564847,0.037113766
D003093,D018232,0
D003093,C535865,0.02460714
D003093,D053713,0
D003093,C563236,0.057432865
D003093,D013915,0
D003093,D006111,0.011666652
D003093,C536928,0.580996761
D003093,C562794,0
D003093,C535393,0.019402545
D003093,D056729,0
D003093,D020915,0
D003093,D006527,0.226352576
D003093,C536746,0.039313703
D003093,D000326,0
D003093,D020326,0
D003093,D003922,0.026142805
D003093,C564714,0.02834294
D003093,D015794,0
D003093,C580192,0.072408871
D003093,D003919,0.005364578
D003093,D056889,0
D003093,C536085,0.01038976
D003093,C567924,0
D003093,C564118,0
D003093,C562901,0.044049204
D003093,D016649,0
D003093,C536692,0.033719354
D003093,D017241,0
D003093,C564015,0.024236479
D003093,C564005,0
D003093,D011470,0.013087748
D003093,D020734,0.033397904
D003093,D004832,0
D003093,D016481,0.01650858
D003093,C563959,0.026142805
D003093,C563949,0.36867387
D003093,C535697,0
D003093,C563933,0.031327374
D003093,D053206,0
D003093,D010911,0.017172907
D003093,D002764,0.250487141
D003093,D001249,0.031956393
D003093,C563439,0
D003093,C563401,0.036574678
D003093,C563371,0.026142805
D003093,C563352,0.026142805
D003093,C537243,0.031448533
D003093,C566652,0.029476073
D003093,D015470,0.025660743
D003093,D009765,0.037857354
D003093,C566645,0.026142805
D003093,D005902,0.008749659
D003093,D008180,0.024728175
D003093,C535698,0
D003093,C535699,0
D003093,C566603,0.026142805
D003093,C566602,0.026142805
D003093,D007896,0.019689583
D003093,D010001,0
D003093,C566578,0.027855125
D003093,C536546,0.004500796
D003093,C566552,0.024236479
D003093,D004915,0
D003093,C566530,0.018034449
D003093,C566404,0.011680616
D003093,C566395,0.026142805
D003093,D006111,0.011666652
D003093,C565798,0.005254651
D003093,C536253,0.011451375
D003093,D020190,0
D003093,D004831,0.001233924
D003093,C565728,0.027855125
D003093,D008180,0.024728175
D003093,D008180,0.024728175
D003093,C565325,0.027855125
D003093,C565292,0.031956393
D003093,C565291,0.011680616
D003093,C535516,0.037787369
D003093,D009290,0
D003093,C565280,0.011680616
D003093,D056693,0
D003093,C565238,0.024236479
D003093,C535500,0
D003093,C564676,0.036574678
D003093,D046152,0.294236366
D003093,C535428,0
D003093,C536596,0.027855125
D003093,D010300,0.024236479
D003093,D065631,0.020248827
D003093,D002446,0.391196067
D003093,C537217,0
D003093,D004374,0.003885969
D003093,C537583,0.009784088
D003093,D020325,0
D003093,D020326,0
D003093,D020325,0
D003093,D020326,0
D003093,C563817,0.021896449
D003093,D052537,0
D003093,C536119,0
D003093,C562694,0.018458205
D003093,D004832,0
D003093,C565811,0.018458205
D003093,C562694,0.018458205
D003093,D017681,0
D003093,C564345,0.024236479
D003093,C564330,0.027855125
D003093,D010003,0.027460413
D003093,C564306,0
D003093,D001925,0.02395089
D003093,C564296,0.319614633
D003093,C535499,0.0099225
D003093,C564274,0
D003093,D015464,0.013903739
D003093,D010282,0.002675828
D003093,C564258,0.035607828
D003093,D008180,0.024728175
D003093,C563924,0.454717962
D003093,C538261,0.021896449
D003093,C563897,0.042501011
D003093,C563838,0.01712769
D003093,C563834,0.027855125
D001750,D014648,0
D001750,D001327,0.039139479
D001750,D056725,0
D001750,D009396,0.326516175
D001750,D014927,0.010839902
D001750,C536000,0.30262438
D001750,D000326,0.262411126
D001750,D000347,0
D001750,D002549,0.153553113
D001750,D000744,0
D001750,C562385,0
D001750,C535382,0.434398006
D001750,C535387,0.039152554
D001750,D002915,0
D001750,C565935,0.131068566
D001750,C565933,0.359341387
D001750,C565932,0.359341387
D001750,C538013,0.34539607
D001750,D008175,0.027942085
D001750,D002178,0
D001750,D002311,0.012347012
D001750,D002311,0.012347012
D001750,C565881,0.165808372
D001750,C538280,0.018324631
D001750,C535858,0.008996897
D001750,C565850,0.303979286
D001750,C565679,0.303230476
D001750,C565678,0.411092692
D001750,C565672,0.25439141
D001750,D003414,0
D001750,D003550,0.00207828
D001750,C535765,0
D001750,D003554,0
D001750,D003555,0.298898511
D001750,D003922,0.010199653
D001750,D001927,0.292608369
D001750,D004695,0
D001750,D004760,0
D001750,D005166,0
D001750,D005776,0.160181821
D001750,D005776,0.160181821
D001750,D005776,0.160181821
D001750,D006828,0.192317852
D001750,D001606,0
D001750,D006030,0.275381727
D001750,D005317,0.225635524
D001750,C535758,0.160718336
D001750,D006689,0.00213562
D001750,D006932,0.171913577
D001750,D007566,0.009482284
D001750,C565498,0.001157522
D001750,C565494,0.40033535
D001750,D000075262,0
D001750,D012614,0
D001750,D005058,0
D001750,C538603,0
D001750,D011559,0.164168309
D001750,D007918,0.000481799
D001750,D006646,0
D001750,C565441,0.009717591
D001750,D054221,0.148408357
D001750,C565429,0.000975263
D001750,C565423,0.36064617
D001750,D010505,0
D001750,C536988,0.227864973
D001750,D009157,0.185351196
D001750,D009182,0
D001750,D055728,0
D001750,D009101,0.003807757
D001750,D020190,0.133854549
D001750,D020194,0.11414612
D001750,D009230,0
D001750,D009404,0.355631374
D001750,D009447,0.000559922
D001750,D052536,0.110446982
D001750,D052556,0.129675176
D001750,C536420,0.395271144
D001750,D012516,0.002080821
D001750,C535282,0.16532327
D001750,C564906,0
D001750,C564899,0.361507174
D001750,C564894,0.359341387
D001750,C538556,0.414252358
D001750,C537286,0.343317485
D001750,D011087,0
D001750,D053579,0.275697248
D001750,C562688,0.265620112
D001750,C564862,0.002964182
D001750,D015212,0.017401152
D001750,D008228,0.022238387
D001750,C564847,0.231561235
D001750,D018232,0
D001750,C535865,0.348368283
D001750,D053713,0.227151772
D001750,C563236,0.271113132
D001750,D013915,0
D001750,D006111,0
D001750,C536928,0.23122765
D001750,C562794,0.265620112
D001750,C535393,0.359341387
D001750,D056729,0
D001750,D020915,0.280362386
D001750,D006527,0.161934716
D001750,C536746,0.14843662
D001750,D000326,0.262411126
D001750,D020326,0.137624982
D001750,D003922,0.010199653
D001750,C564714,0.012399788
D001750,D015794,0
D001750,C580192,0.282062096
D001750,D003919,0.354808494
D001750,D056889,0
D001750,C536085,0.282584992
D001750,C567924,0.159873697
D001750,C564118,0.223663294
D001750,C562901,0.434398006
D001750,D016649,0.211737745
D001750,C536692,0.411218766
D001750,D017241,0.139837848
D001750,C564015,0.203712298
D001750,C564005,0.265620112
D001750,D011470,0.24995131
D001750,D020734,0.220826465
D001750,D004832,0.161737234
D001750,D016481,0.000565428
D001750,C563959,0.010199653
D001750,C563949,0.289231989
D001750,C535697,0.125504537
D001750,C563933,0.015384222
D001750,D053206,0.307775354
D001750,D010911,0.189637093
