Disease,Protein
D020964,Q9UIC8
D029424,P31025
D058186,P80188
D001172,P80188
D056486,P80188
D064420,P80188
D007249,P80188
D007674,P80188
D008106,P80188
D009362,P80188
D009369,P80188
D012128,P80188
D008106,Q5TBN5
D008106,Q14760
D012128,Q6Y1I9
D011471,Q9H6V9
D009202,P00338
D004195,P00338
D017114,P00338
D009203,P00338
D009212,P00338
D010190,P00338
D001943,Q9BYZ2
D054058,Q5U077
D001943,Q5U077
D002292,Q5U077
D008106,Q5U077
D009361,Q5U077
D011471,Q5U077
D008171,P07864
D050197,Q9UH51
D056486,Q9UH51
D003324,Q9UH51
D003327,Q9UH51
D050171,Q9UH51
D005234,Q9UH51
D006937,Q9UH51
D006949,Q9UH51
D006965,Q9UH51
D008103,Q9UH51
D065626,Q9UH51
D009765,Q9UH51
D019966,Q86YD5
D001943,Q9UJU2
D003110,Q9UJU2
D004195,Q9UJU2
D015451,Q9UJU2
D009361,Q9UJU2
D009362,Q9UJU2
D000544,Q6NT58
D001169,Q6NT58
D001321,Q6NT58
D001943,Q6NT58
D003110,Q6NT58
D003921,Q6NT58
D003924,Q6NT58
D005234,Q6NT58
D018149,Q6NT58
D006529,Q6NT58
D006556,Q6NT58
D006937,Q6NT58
D006943,Q6NT58
D006946,Q6NT58
D006965,Q6NT58
D006973,Q6NT58
D007247,Q6NT58
D007249,Q6NT58
D007333,Q6NT58
D015473,Q6NT58
D008106,Q6NT58
D024821,Q6NT58
D009410,Q6NT58
D065626,Q6NT58
D009765,Q6NT58
D019226,Q6NT58
D011141,Q6NT58
D011471,Q6NT58
D011507,Q6NT58
D012640,Q6NT58
D013276,Q6NT58
D013610,Q6NT58
D015430,Q6NT58
D015431,Q6NT58
D000419,Q4G138
D001847,Q4G138
D001943,Q4G138
D009202,Q4G138
D003072,Q4G138
D003920,Q4G138
D003921,Q4G138
D003924,Q4G138
D003928,Q4G138
D003929,Q4G138
D004195,Q4G138
D050171,Q4G138
D005234,Q4G138
D005355,Q4G138
D018149,Q4G138
D006529,Q4G138
D006930,Q4G138
D006943,Q4G138
D006946,Q4G138
D006949,Q4G138
D006973,Q4G138
D006976,Q4G138
D007247,Q4G138
D007333,Q4G138
D007674,Q4G138
D009393,Q4G138
D009765,Q4G138
D011507,Q4G138
D051437,Q4G138
D012141,Q4G138
D018487,Q4G138
D015430,Q4G138
D002289,P09382
D008103,P09382
D008106,P09382
D009393,P09382
D008106,Q6PIT8
D009203,Q6PIT8
D002471,Q6NVH9
D056486,Q6NVH9
D004938,Q6NVH9
D005355,Q6NVH9
D008106,Q6NVH9
D008545,Q6NVH9
D009203,Q6NVH9
D009336,Q6NVH9
D009362,Q6NVH9
D009393,Q6NVH9
D010003,Q6NVH9
D013274,Q6NVH9
D014652,Q6NVH9
D008103,Q08380
D002277,P47929
D002294,P47929
D015674,P47929
D008325,P47929
D008106,Q3ZCW2
D008106,Q6I9U9
D001943,Q5T508
D002294,Q5T508
D015179,Q5T508
D009190,Q5T508
D001919,Q8WXL0
D019970,Q8WXL0
D006966,Q8WXL0
D006973,Q8WXL0
D007035,Q8WXL0
D007247,Q8WXL0
D013610,Q8WXL0
D008106,Q9Y693
D001172,P50458
D001281,Q9HBU2
D011014,Q6P5Q6
D011658,Q6P5Q6
D006332,P15018
D020964,P15018
D007247,P15018
D065626,P15018
D015431,P15018
D006528,P42702
D011471,P42702
D001749,Q76GR4
D009101,P49917
D015451,P59901
D002386,P55344
D012128,P55344
D019966,Q6NVB9
D001943,Q9BT23
D008106,P53671
D002471,Q9H9Z2
D009361,Q9H9Z2
D009369,Q9H9Z2
D002471,Q6ZN17
D009369,Q6ZN17
D001281,Q96M19
D019969,Q7L985
D008113,Q7L985
D003324,Q5T770
D005355,Q5T770
D003924,P11150
D006940,P11150
D006949,P11150
D007333,P11150
D011471,Q99732
D001943,Q15334
D001943,Q6P1M3
D009362,Q6P1M3
D001714,Q9H0V9
D002292,Q9H0V9
D015228,Q96S06
D054537,Q5TCI8
D002311,Q5TCI8
D019465,Q5TCI8
D016757,Q5TCI8
D006327,Q5TCI8
D012848,Q5TCI8
D017180,Q5TCI8
D004195,Q6DC98
D008175,Q8N9Z9
D054218,Q9H4D3
D008106,P25791
D054218,P25791
D003324,P29536
D004715,P29536
D011471,Q8IWU2
D034381,Q6NZ39
D006417,Q6ISE0
D006949,Q6ISE0
D001523,Q6ISE0
D011507,Q6ISE0
D007319,Q6ISE0
D008325,Q9UIQ6
D008569,Q9UIQ6
D002294,P23490
D012878,P23490
D006976,Q96PQ9
D008103,Q96PQ9
D008105,Q96PQ9
D008106,Q96PQ9
D049188,Q96PQ9
D008103,Q08397
D049188,Q08397
D001749,Q08397
D001943,Q9Y4K0
D002471,Q9Y4K0
D008105,Q9Y4K0
D008106,Q9Y4K0
D009361,Q9Y4K0
D006528,Q53TY1
D001749,Q96JB6
D050197,Q1HP67
D006528,Q1HP67
D002318,Q1HP67
D003324,Q1HP67
D003327,Q1HP67
D006937,Q1HP67
D020521,Q1HP67
D013923,Q1HP67
D020246,Q1HP67
D001943,Q6GPG7
D015179,Q6GPG7
D019465,Q6GPG7
D005313,Q6GPG7
D006130,Q6GPG7
D015470,Q6GPG7
D000857,Q6GPG7
D011471,Q6GPG7
D015430,Q92604
D002277,Q8NEW3
D009202,Q8NEW3
D002318,Q8NEW3
D003110,Q8NEW3
D050171,Q8NEW3
D006937,Q8NEW3
D006949,Q8NEW3
D006973,Q8NEW3
D015228,Q8NEW3
D008106,Q8NEW3
D015674,Q8NEW3
D008325,Q8NEW3
D009336,Q8NEW3
D009765,Q8NEW3
D010195,Q8NEW3
D011471,Q8NEW3
D015470,Q93052
D020521,Q8TAR8
D058186,Q68CK4
D003110,Q68CK4
D013262,Q68CK4
D001281,Q5XWD3
D001281,Q9H2I8
D019966,Q9H2I8
D008881,Q7Z7K9
D012559,Q7Z7K9
D002292,Q8WY28
D008545,Q8WY28
D011471,Q8WY28
D058186,Q9NP34
D019465,Q9NP34
D002658,Q9NP34
D006319,Q9NP34
D007674,Q9NP34
D011471,Q9NP34
D009203,Q14114
D009410,Q14114
D006528,Q5T0G3
D001281,Q3KP57
D006333,Q3KP57
D008106,Q8WUS2
D001943,Q96PB8
D015179,Q96PB8
D013274,Q96PB8
D010051,Q96FV0
D003638,Q96E66
D006528,Q96AG4
D002289,Q96AG4
D005909,Q96AG4
D010051,Q96AG4
D019970,Q96NW7
D009103,Q4G0W7
D008106,Q9BSL6
D001763,Q17RV3
D002292,Q17RV3
D004715,Q17RV3
D009410,Q17RV3
D010300,Q17RV3
D020734,Q17RV3
D011596,Q17RV3
D015431,Q17RV3
D001930,Q9H089
D001943,Q9UEV8
D002277,Q9BWS2
D015674,Q9BWS2
D008325,Q9BWS2
D008064,P48449
D003324,Q6WQV7
D006501,Q6WQV7
D009203,Q6WQV7
D018805,Q6WQV7
D050197,Q49AK0
D008106,Q49AK0
D008106,Q5STB2
D000707,Q15722
D007249,Q15722
D008107,Q15722
D008106,Q14766
D001847,Q9NS15
D019465,Q9NS15
D006130,Q9NS15
D010003,Q9NS15
D005909,Q8N2S1
D064420,Q75UT6
D008288,Q75UT6
D004342,Q16873
D015473,Q16873
D056486,P02788
D003110,P02788
D003967,P02788
D004715,P02788
D006471,P02788
D006973,P02788
D007022,P02788
D007249,P02788
D008113,P02788
D009369,P02788
D010024,P02788
D047928,P02788
D015431,P02788
D008103,P51884
D008106,P51884
D008106,Q8IV03
D008545,Q9BS40
D010190,Q16553
D001172,Q9Y6Y9
D002277,Q9Y6Y9
D002779,Q9Y6Y9
D015179,Q9Y6Y9
D008106,Q9Y6Y9
D009362,Q9Y6Y9
D007945,P12980
D015470,P12980
D009190,P12980
D006528,Q9Y5Y7
D012131,Q9NQ48
D001321,Q8N653
D005909,Q8N653
D004938,Q9Y250
D011471,Q9Y250
D002292,Q6I9U3
D011471,Q6I9U3
D013274,Q6I9U3
D001172,Q9Y586
D009362,Q6ZN28
D001943,Q96GV9
D002289,Q96GV9
D003110,Q96GV9
D004938,Q96GV9
D005909,Q96GV9
D008113,Q96GV9
D010051,Q96GV9
D011471,Q96GV9
D003327,Q8N5G2
D050171,Q8N5G2
D011471,Q9Y6D9
D006528,Q13257
D003092,Q5PY60
D003924,Q7L5Y9
D002780,Q71A33
D015179,Q71A33
D010300,P20916
D006528,Q8WX99
D008545,Q8WX99
D006528,P43357
D006528,Q6FHI5
D002289,Q6FHI5
D001749,P43362
D006528,Q9UBF1
D011230,Q96JG8
D001649,Q6IAI7
D008106,Q6IAI7
D001321,Q6P3U4
D001008,Q86UL8
D008569,Q86UL8
D019954,Q86UL8
D012559,Q86UL8
D001943,Q969V6
D002294,Q969V6
D006258,Q969V6
D016403,Q9UDY8
D006330,Q96JK9
D012509,Q96JK9
D001943,Q9NTJ4
D019970,Q5SRI9
D010259,Q5SRI9
D001321,Q5ULA9
D003072,Q5ULA9
D004715,Q5ULA9
D006501,Q5ULA9
D007022,Q5ULA9
D001523,Q5ULA9
D009135,Q5ULA9
D010300,Q5ULA9
D010673,Q5ULA9
D011297,Q5ULA9
D000544,Q8TBI1
D000749,Q8TBI1
D001321,Q8TBI1
D003110,Q8TBI1
D004715,Q8TBI1
D006501,Q8TBI1
D007022,Q8TBI1
D010300,Q8TBI1
D010673,Q8TBI1
D012559,Q8TBI1
D008106,Q9H492
D056486,Q658J6
D028361,Q658J6
D013119,Q658J6
D010300,Q6NYC5
D002545,Q02750
D006333,Q02750
D008545,Q02750
D011471,Q02750
D008545,P36507
D011471,P36507
D011471,Q6FI23
D019969,Q13163
D011471,Q13163
D003110,P52564
D004487,P52564
D006967,P52564
D011471,P52564
D001943,Q13233
D011471,Q13233
D004938,Q1PBM3
D016889,Q9Y6R4
D009202,Q99683
D056486,Q99683
D003920,Q99683
D003921,Q99683
D008545,Q99683
D010300,Q99683
D008106,Q6FG25
D008175,Q6FG25
D017202,Q6FG25
D008545,P80192
D015430,Q86Y04
D008175,Q5MD60
D006948,Q96JE9
D002545,Q499G7
D002294,Q499G7
D009202,Q499G7
D019970,Q499G7
D004195,Q499G7
D006258,Q499G7
D006689,Q499G7
D006930,Q499G7
D006984,Q499G7
D007247,Q499G7
D007680,Q499G7
D008114,Q499G7
D008175,Q499G7
D009361,Q499G7
D009362,Q499G7
D009410,Q499G7
D010051,Q499G7
D018805,Q499G7
D013274,Q499G7
D013375,Q499G7
D013964,Q499G7
D006333,Q499Y8
D009202,Q15759
D002779,Q6FHR4
D009202,Q16539
D002779,Q16539
D006529,Q16539
D015464,Q16539
D008105,Q16539
D008113,Q16539
D008175,Q16539
D017202,Q16539
D001749,Q8TD08
D001284,Q9BWJ1
D001321,Q9BWJ1
D002545,Q9BWJ1
D002294,Q9BWJ1
D009202,Q9BWJ1
D019970,Q9BWJ1
D002658,Q9BWJ1
D004195,Q9BWJ1
D006258,Q9BWJ1
D006930,Q9BWJ1
D006984,Q9BWJ1
D007247,Q9BWJ1
D007680,Q9BWJ1
D008114,Q9BWJ1
D008175,Q9BWJ1
D009361,Q9BWJ1
D009362,Q9BWJ1
D009410,Q9BWJ1
D010051,Q9BWJ1
D011471,Q9BWJ1
D018805,Q9BWJ1
D013274,Q9BWJ1
D013375,Q9BWJ1
D006965,Q16659
D006930,Q13164
D009374,Q13164
D002471,P45983
D004195,P45983
D006930,P45983
D017114,P45983
D011230,P45983
D015427,P45983
D013274,P45983
D003924,Q6NUQ9
D004195,P45984
D006930,P45984
D007511,P45984
D009362,P45984
D011230,P45984
D011471,P45984
D015427,P45984
D017202,Q15691
D015430,Q15691
D000544,P10636
D001008,P10636
D001259,P10636
D001281,P10636
D006528,P10636
D009202,P10636
D003072,P10636
D003704,P10636
D004195,P10636
D007859,P10636
D008569,P10636
D019636,P10636
D010300,P10636
D020734,P10636
D011595,P10636
D012131,P10636
D013163,P10636
D015430,P10636
D015431,P10636
D004938,Q5T0T0
D001172,Q6NVI1
D008175,Q6NVI1
D006528,Q4ZG40
D001321,Q9P0L2
D013274,Q9P0L2
D001321,Q7KZI7
D009369,Q9BSK0
D013927,P04201
D019465,P48740
D001927,Q00266
D006528,Q00266
D056486,Q00266
D003711,Q00266
D003924,Q00266
D005234,Q00266
D006965,Q00266
D003324,P31153
D010673,Q8TAX8
D011471,Q9UIS9
D011471,Q9UBB5
D013274,Q8NHZ7
D001281,Q9P267
D007239,P11226
D010523,P11226
D047928,P11226
D002779,Q6ZNC8
D006529,Q6ZWT7
D002561,P13727
D003711,P13727
D004681,P13727
D007249,P13727
D006528,Q14703
D019465,Q14703
D011471,Q14703
D006930,Q86YW1
D008545,Q86YW1
D006973,Q01718
D011471,Q01718
D006946,P32245
D007333,P32245
D009765,P32245
D009103,Q9NQ41
D001321,P23508
D015179,P23508
D056486,Q96RQ3
D008175,Q03399
D009101,Q03399
D012509,Q03399
D006528,Q5T670
D006528,Q9BWF4
D003110,Q9BWF4
D056486,P40925
D006973,P40925
D008106,P40925
D017114,P40925
D012128,P40925
D002277,Q75MT9
D015674,Q75MT9
D008325,Q75MT9
D001008,Q2LEK3
D003928,Q2LEK3
D005910,Q2LEK3
D008569,Q2LEK3
D001943,Q9H4C5
D002289,Q9H4C5
D002471,Q9H4C5
D008545,Q9H4C5
D011230,Q9H4C5
D011471,Q9H4C5
D013274,Q9H4C5
D001943,Q68DC0
D005909,Q68DC0
D006528,P48163
D056486,P48163
D015473,P48163
D009765,P48163
D015430,P48163
D001943,Q03112
D003110,Q03112
D007945,Q03112
D015470,Q03112
D010051,Q03112
D010198,Q03112
D013163,Q03112
D001008,P51608
D001321,P51608
D006528,P51608
D019970,P51608
D019465,P51608
D002658,P51608
D004195,P51608
D004827,P51608
D006930,P51608
D007859,P51608
D009123,P51608
D009207,P51608
D011596,P51608
D011658,P51608
D012131,P51608
D012640,P51608
D006528,Q15648
D056486,Q15648
D004715,Q15648
D001943,Q7Z3Z5
D011471,Q7Z3Z5
D004715,Q9Y2X0
D004715,Q9NVC6
D001943,Q9H204
D009362,Q9H204
D004715,Q5T911
D001321,Q06413
D004827,Q06413
D013226,Q06413
D019956,Q06413
D003680,Q96KG7
D009135,Q96KG7
D001943,Q9HCQ4
D012148,Q9HCQ4
D007319,Q9HCQ4
D006528,Q14680
D008545,P08582
D010190,Q9GZQ5
D002289,P50221
D008106,Q6FHY5
D017202,Q6FHY5
D003110,Q16819
D002277,Q53R53
D011655,Q53R53
D013923,Q53R53
D013927,Q53R53
D015430,Q5EB52
D000230,Q9UEJ3
D001321,Q9UEJ3
D002277,Q9UEJ3
D006528,Q9UEJ3
D002289,Q9UEJ3
D002292,Q9UEJ3
D002294,Q9UEJ3
D003072,Q9UEJ3
D004195,Q9UEJ3
D004938,Q9UEJ3
D005234,Q9UEJ3
D005909,Q9UEJ3
D006529,Q9UEJ3
D015228,Q9UEJ3
D015470,Q9UEJ3
D008114,Q9UEJ3
D008175,Q9UEJ3
D008545,Q9UEJ3
D009361,Q9UEJ3
D009362,Q9UEJ3
D010051,Q9UEJ3
D011471,Q9UEJ3
D012559,Q9UEJ3
D012852,Q9UEJ3
D013274,Q9UEJ3
D018149,Q147U6
D007333,Q147U6
D008106,Q147U6
D015430,Q147U6
D009202,Q9HCE5
D066126,Q9HCE5
D004487,Q9HCE5
D007333,Q9HCE5
D009101,Q9HCE5
D009336,Q9HCE5
D018487,Q9HCE5
D009101,Q86U44
D001943,Q8TCB7
D001281,Q5U5Q3
D008106,P55083
D009203,Q9GZY8
D018487,Q9GZY8
D001943,Q08431
D003921,Q08431
D008114,Q08431
D006332,Q5JXC5
D003928,Q5JXC5
D006930,Q5JXC5
D020257,Q5JXC5
D006528,Q5SSK0
D013064,Q5SSK0
D011471,Q8IWI9
D001172,Q8TDB4
D008106,Q53SZ9
D008103,Q99685
D010024,Q99685
D028361,Q5QPE8
D009886,Q5QPE8
D012131,Q5QPE8
D001932,P16455
D005909,P16455
D005910,P16455
D007938,P16455
D008106,P16455
D048629,P16455
D009336,P16455
D011230,P16455
D012008,P16455
D002277,P08493
D008106,P08493
D015674,P08493
D008325,P08493
D014511,P08493
D019636,Q6LET6
D013274,Q16674
D003324,Q5JRA6
D009203,Q5JRA6
D012640,Q86YT6
D006528,Q9UE03
D001480,Q9BPX6
D007859,Q9BPX6
D009069,Q9BPX6
D009135,Q9BPX6
D008106,Q9NPA3
D001008,P14174
D001172,P14174
D001321,P14174
D001943,P14174
D002277,P14174
D003092,P14174
D003866,P14174
D007249,P14174
D015674,P14174
D008325,P14174
D008569,P14174
D011471,P14174
D029424,P14174
D018805,P14174
D013262,P14174
D008106,Q9H8M7
D012871,Q9UNW1
D002386,Q99797
D001281,Q9H1L0
D003327,Q75NE6
D003924,Q75NE6
D006130,Q75NE6
D017880,Q75NE6
D013274,Q0VDD5
D008106,Q9H081
D002292,Q8TF70
D002471,Q8TF70
D003638,Q8TF70
D008545,Q8TF70
D000230,Q70L74
D001943,Q70L74
D006528,Q70L74
D003110,Q70L74
D015179,Q70L74
D008106,Q70L74
D010051,Q70L74
D010523,Q70L74
D011565,Q70L74
D004195,Q9BYG3
D019966,Q7Z319
D008545,Q16655
D006529,Q6NSL6
D013274,Q2TLE4
D003110,Q6VBB8
D015179,Q6VBB8
D008223,Q6VBB8
D009362,Q6VBB8
D010051,Q6VBB8
D011471,Q6VBB8
D015179,Q6PIC9
D016889,Q6PIC9
D004938,Q6PIC9
D002292,Q5JT35
D015470,Q5JT35
D008545,Q5JT35
D002051,Q6FGF7
D004342,P12872
D006528,Q9NP71
D007676,Q9NP71
D001943,Q3KQS6
D003929,Q3KQS6
D008106,Q3KQS6
D055370,Q3KQS6
D011471,Q3KQS6
D051437,Q3KQS6
D001172,Q495T6
D008105,Q495T6
D001249,Q96DZ4
D050197,Q96DZ4
D001943,Q96DZ4
D002289,Q96DZ4
D015179,Q96DZ4
D008106,Q96DZ4
D008175,Q96DZ4
D009361,Q96DZ4
D009362,Q96DZ4
D065626,Q96DZ4
D009798,Q96DZ4
D029424,Q96DZ4
D001172,P09238
D001249,P09238
D008175,P09238
D009362,P09238
D013274,P09238
D002289,P24347
D001172,P39900
D003110,P39900
D020521,P39900
D015430,P39900
D019465,P45452
D008106,P45452
D011471,P45452
D000230,P50281
D001943,P50281
D006528,P50281
D002471,P50281
D004938,P50281
D008113,P50281
D009361,P50281
D029424,P50281
D008106,P51511
D001172,P08253
D001847,P08253
D001943,P08253
D006528,P08253
D002543,P08253
D002544,P08253
D056486,P08253
D015179,P08253
D019465,P08253
D003921,P08253
D003929,P08253
D005317,P08253
D005909,P08253
D006973,P08253
D007249,P08253
D008103,P08253
D008106,P08253
D008114,P08253
D008325,P08253
D009203,P08253
D009361,P08253
D009362,P08253
D010190,P08253
D011658,P08253
D001749,P08253
D015430,P08253
D012871,Q8N119
D009362,Q86VV6
D012871,Q9NRE1
D001169,P08254
D001943,P08254
D002543,P08254
D003324,P08254
D003327,P08254
D006930,P08254
D009361,P08254
D010523,P08254
D003110,P09237
D012008,P09237
D013274,P09237
D008106,P22894
D008171,P22894
D008545,P22894
D054058,P14780
D001249,P14780
D001929,P14780
D001930,P14780
D002545,P14780
D001943,P14780
D006528,P14780
D002289,P14780
D002294,P14780
D002471,P14780
D002543,P14780
D002544,P14780
D056486,P14780
D003110,P14780
D003921,P14780
D003929,P14780
D004195,P14780
D005909,P14780
D006965,P14780
D006973,P14780
D020244,P14780
D007249,P14780
D008106,P14780
D008107,P14780
D008325,P14780
D009102,P14780
D009203,P14780
D009361,P14780
D009362,P14780
D009765,P14780
D010190,P14780
D047928,P14780
D011471,P14780
D029424,P14780
D011658,P14780
D015427,P14780
D012164,P14780
D018805,P14780
D012878,P14780
D013276,P14780
D013345,P14780
D013375,P14780
D001749,P14780
D009765,P22033
D015470,Q10571
D002972,Q99583
D019465,Q99583
D008106,Q96BX8
D064420,Q96EN8
D010198,Q96EN8
D014657,Q96EN8
D003711,Q5SSB8
D004681,Q5SSB8
D010243,Q5SSB8
D006528,Q3SYC2
D003924,Q9UQ07
D019966,Q9Y5U8
D008114,Q2M385
D058186,Q16771
D000544,Q16771
D001169,Q16771
D001172,Q16771
D050197,Q16771
D001927,Q16771
D001930,Q16771
D002545,Q16771
D006528,Q16771
D002318,Q16771
D003092,Q16771
D003865,Q16771
D003921,Q16771
D003875,Q16771
D000860,Q16771
D007249,Q16771
D007674,Q16771
D008171,Q16771
D008175,Q16771
D010195,Q16771
D011230,Q16771
D011471,Q16771
D015427,Q16771
D001749,Q16771
D014581,Q16771
D000230,Q00013
D008175,Q00013
D019966,Q5T2T1
D015430,Q96EE5
D008545,Q2VEU1
D005923,Q9UPC7
D028361,Q9UPC7
D011507,Q9UPC7
D006930,P25189
D009410,P25189
D002277,Q9UEL6
D015674,Q9UEL6
D008325,Q9UEL6
D003324,Q6FGP0
D003327,Q6FGP0
D003924,Q6FGP0
D006946,P22897
D007333,P22897
D009765,P22897
D002277,Q9UBG0
D015674,Q9UBG0
D008325,Q9UBG0
D004195,Q9BS79
D011471,Q9BS79
D006528,Q9BYG7
D008106,Q9BYG7
D004195,P52815
D001943,Q9BYD1
D002294,Q9BYD1
D013274,Q9BYD1
D001943,P49406
D008545,Q13405
D001943,Q5SZR1
D013274,Q96Q62
D013274,Q9Y676
D001943,Q96Q16
D001943,Q9Y3D9
D001943,Q9Y2Q9
D001714,Q3KRB4
D004195,P82675
D003324,P82932
D001943,Q96Q63
D002289,P11836
D002294,P11836
D004342,Q01362
D000544,Q96JQ5
D015179,Q6VBB7
D010051,Q6VBB7
D016889,P20585
D011471,P20585
D006528,Q5SSR2
D016889,Q3SWU9
D013964,Q3SWU9
D019465,Q8N5Y2
D002658,Q8N5Y2
D020233,Q8N5Y2
D000230,Q13421
D008654,Q13421
D009369,Q13421
D010051,Q13421
D010190,Q13421
D013274,Q13421
D011471,P08118
D008106,Q6PJT4
D017202,Q6PJT4
D010003,Q6PJT4
D007676,P21757
D011471,P21757
D019966,Q9UJ68
D034381,Q8IXL7
D001943,Q49A61
D056486,Q49A61
D009362,Q49A61
D056486,Q04912
D002972,P28360
D019465,P28360
D013274,P28360
D019465,P35548
D006528,P04731
D002294,P04731
D008106,P04731
D001749,P04731
D006528,P04732
D006528,P04733
D004938,P13640
D002303,P02795
D003072,P02795
D007859,P02795
D055370,P02795
D009069,P02795
D009410,P02795
D011658,P02795
D018805,P02795
D006528,P02795
D006332,P02795
D003920,P02795
D006331,P02795
D008106,P02795
D009361,P02795
D011471,P02795
D012128,P02795
D013274,P02795
D001749,P02795
D001943,P25713
D002289,P25713
D009361,P25713
D012128,P25713
D012640,P25713
D001749,P25713
D007674,P47944
D004715,Q13330
D010300,Q13330
D008545,Q9NRK7
D011471,Q9NRK7
D019969,Q5VT66
D019969,Q969Z3
D015473,Q969Z3
D006528,Q96DY7
D009765,Q9Y6C9
D029424,Q9Y4B5
D001943,Q86UE4
D015179,Q86UE4
D009361,Q86UE4
D009362,Q86UE4
D001321,Q14872
D009436,P11586
D006333,P13995
D006689,P13995
D058186,Q9NY63
D000505,Q9NY63
D000544,Q9NY63
D000740,Q9NY63
D001172,Q9NY63
D001321,Q9NY63
D001714,Q9NY63
D002545,Q9NY63
D001943,Q9NY63
D002318,Q9NY63
D056486,Q9NY63
D003110,Q9NY63
D015179,Q9NY63
D003327,Q9NY63
D003866,Q9NY63
D003925,Q9NY63
D003875,Q9NY63
D064420,Q9NY63
D016889,Q9NY63
D005767,Q9NY63
D006330,Q9NY63
D006402,Q9NY63
D020138,Q9NY63
D006967,Q9NY63
D007247,Q9NY63
D007674,Q9NY63
D015451,Q9NY63
D056784,Q9NY63
D007970,Q9NY63
D008107,Q9NY63
D008175,Q9NY63
D008223,Q9NY63
D008228,Q9NY63
D052016,Q9NY63
D009336,Q9NY63
D009362,Q9NY63
D009422,Q9NY63
D009436,Q9NY63
D009503,Q9NY63
D010300,Q9NY63
D054198,Q9NY63
D011471,Q9NY63
D011655,Q9NY63
D012559,Q9NY63
D012871,Q9NY63
D013118,Q9NY63
D013274,Q9NY63
D020521,Q9NY63
D013921,Q9NY63
D001749,Q9NY63
D002583,Q9NY63
D014652,Q9NY63
D020246,Q9NY63
D002972,Q96EE9
D008106,Q9Y216
D012164,Q8WZ72
D003924,Q8TEV7
D000230,P42345
D001943,P42345
D006528,P42345
D002289,P42345
D002292,P42345
D003110,P42345
D005909,P42345
D006529,P42345
D006973,P42345
D017379,P42345
D008654,P42345
D020258,P42345
D010051,P42345
D054218,P42345
D011471,P42345
D011658,P42345
D012559,P42345
D001749,P42345
D002583,P42345
D008545,Q5T852
D056486,Q69YG1
D001943,Q99707
D002972,Q99707
D064420,Q99707
D005767,Q99707
D006402,Q99707
D056784,Q99707
D008223,Q99707
D000236,Q9UBK8
D015179,Q9UBK8
D064420,Q9UBK8
D020138,Q9UBK8
D009422,Q9UBK8
D054198,Q9UBK8
D005234,P55157
D065626,P55157
D002471,Q7Z551
D008654,Q7Z551
D009101,Q7Z551
D011230,Q7Z551
D013274,Q7Z551
D008175,Q9UKN1
D008175,Q8WXI7
D010051,Q8WXI7
D011507,Q8WXI7
D000230,Q9UMI9
D000236,Q9UMI9
D002292,Q9UP82
D011471,Q9UP82
D013274,Q6W3D1
D001249,Q8TAX7
D003110,Q5T418
D013274,Q5T418
D018771,Q03426
D006528,Q03426
D005076,Q03426
D005334,Q03426
D007249,Q03426
D008106,Q14764
D010003,Q14764
D004195,P20591
D006333,P20591
D015470,P20591
D017202,P20591
D013274,P20591
D008545,Q75MY8
D007674,Q5V9L6
D011471,Q5V9L6
D002289,Q9NR99
D008106,Q96S97
D001249,Q708E9
D005910,Q708E9
D054218,Q708E9
D011471,Q9BQG0
D005910,Q495G0
D006528,P10244
D006332,Q14896
D009202,Q14896
D002312,Q14896
D016757,Q14896
D004195,Q14896
D000230,Q16591
D002051,Q16591
D002277,Q16591
D006528,Q16591
D002289,Q16591
D002294,Q16591
D002312,Q16591
D002471,Q16591
D002972,Q16591
D003110,Q16591
D015179,Q16591
D004195,Q16591
D016889,Q16591
D005234,Q16591
D005909,Q16591
D017379,Q16591
D015470,Q16591
D008106,Q16591
D008113,Q16591
D008114,Q16591
D008175,Q16591
D016403,Q16591
D009190,Q16591
D009362,Q16591
D009369,Q16591
D010051,Q16591
D010190,Q16591
D011471,Q16591
D013274,Q16591
D001749,Q16591
D002583,Q16591
D011471,P12524
D002471,P04198
D006965,P04198
D009336,P04198
D054218,P04198
D002471,Q99836
D004802,Q99836
D006973,Q99836
D007249,Q99836
D016403,Q99836
D009361,Q99836
D011014,Q99836
D015427,Q99836
D005923,P35580
D015470,Q66K75
D010003,Q9UKX3
D011471,Q7Z406
D001281,Q1ED46
D002311,Q1ED46
D002312,Q1ED46
D006330,Q1ED46
D012804,Q1ED46
D001281,Q5GJ54
D002311,Q5GJ54
D002312,Q5GJ54
D023921,Q5GJ54
D006973,Q5GJ54
D009203,Q5GJ54
D001943,Q86XU5
D005923,Q86XU5
D006977,Q86XU5
D007676,Q86XU5
D009361,Q86XU5
D002312,Q6IB42
D002312,P12829
D002312,Q01449
D001929,Q6IBG1
D008106,Q6IBG1
D014652,Q6IBG1
D004715,Q5TIA5
D001929,Q3B765
D005767,Q3B765
D005910,Q3B765
D006937,Q3B765
D006967,Q3B765
D009361,Q3B765
D009362,Q3B765
D011014,Q3B765
D014652,Q3B765
D015430,Q6IPD7
D001281,Q8IUG5
D008175,Q8IUG5
D008654,Q8IUG5
D006529,Q05CR5
D015430,Q05CR5
D001281,Q12965
D008106,Q12965
D001321,Q8N618
D005923,Q4KMR3
D008106,Q92827
D008106,Q9Y4I1
D010523,Q9Y4I1
D019969,Q7Z7A5
D003967,Q7Z7A5
D007410,Q7Z7A5
D008113,Q7Z7A5
D019966,Q9NQX4
