,src,dst,similarity
138655,DB00591,DB00131,0.5250665175673341
138656,DB00591,DB00136,0.46259703647664036
138658,DB00591,DB00153,0.4643109205052765
138664,DB00591,DB00169,0.46392061666457834
138667,DB00591,DB00177,0.4929875727105662
138670,DB00591,DB00180,0.630306644444107
138671,DB00591,DB00181,0.4520019657563108
138673,DB00591,DB00186,0.44352449510063735
138674,DB00591,DB00187,0.43959320683077285
138678,DB00591,DB00193,0.45249380901393055
138681,DB00591,DB00201,0.5624040613111269
138686,DB00591,DB00210,0.464414072910579
138687,DB00591,DB00211,0.43971710433748235
138691,DB00591,DB00216,0.4793259544527569
138692,DB00591,DB00218,0.4143779831954495
138693,DB00591,DB00221,0.49141407506099233
138696,DB00591,DB00227,0.4591434068725795
138699,DB00591,DB00240,0.7301186503942714
138702,DB00591,DB00244,0.44822364322277153
138703,DB00591,DB00245,0.4666945762850025
138704,DB00591,DB00246,0.4507957768370288
138705,DB00591,DB00248,0.45548679877675885
138707,DB00591,DB00255,0.4310706514818096
138710,DB00591,DB00264,0.4870653934395834
138711,DB00591,DB00268,0.44492676326078184
138713,DB00591,DB00273,0.4767260222431077
138714,DB00591,DB00275,0.4887872514613473
138715,DB00591,DB00277,0.6018448650140346
138717,DB00591,DB00279,0.4044497393554746
138724,DB00591,DB00287,0.4338499742365438
138727,DB00591,DB00295,0.463066206989521
138730,DB00591,DB00304,0.4371648268703517
138732,DB00591,DB00307,0.44889150764909397
138735,DB00591,DB00313,0.47436190204495926
138736,DB00591,DB00315,0.42901061508443133
138738,DB00591,DB00318,0.44251563002729405
138742,DB00591,DB00324,0.743127474172612
138745,DB00591,DB00328,0.4450312206631473
138748,DB00591,DB00333,0.4470379297718375
138749,DB00591,DB00334,0.4314427658604388
138750,DB00591,DB00335,0.48798107395357254
138753,DB00591,DB00342,0.4812291756385625
138755,DB00591,DB00346,0.4487864349040928
138757,DB00591,DB00351,0.5660207202210183
138759,DB00591,DB00353,0.43207183009753264
138760,DB00591,DB00354,0.40907252013338974
138763,DB00591,DB00361,0.4463849061960597
138764,DB00591,DB00363,0.48577931210784886
138766,DB00591,DB00366,0.5431951333380814
138767,DB00591,DB00367,0.44931444533972836
138768,DB00591,DB00368,0.45072892442223306
138769,DB00591,DB00371,0.46402842520573967
138771,DB00591,DB00374,0.4125870570875287
138772,DB00591,DB00376,0.4550766766198883
138778,DB00591,DB00385,0.40688469098639685
138779,DB00591,DB00387,0.4557022195202825
138780,DB00591,DB00388,0.43195653826366326
138782,DB00591,DB00393,0.459238743936766
138783,DB00591,DB00394,0.7244310865925709
138784,DB00591,DB00396,0.4835009797591115
138789,DB00591,DB00404,0.46079471147036505
138791,DB00591,DB00408,0.45814127274485905
138792,DB00591,DB00412,0.44558083291007544
138793,DB00591,DB00413,0.4483539495270705
138796,DB00591,DB00421,0.5122454223890466
138798,DB00591,DB00424,0.4627110852736125
138800,DB00591,DB00433,0.41063312919483
138806,DB00591,DB00443,0.7521310240209053
138807,DB00591,DB00444,0.401864171896745
138808,DB00591,DB00445,0.4256603095690972
138810,DB00591,DB00449,0.4868548339019148
138811,DB00591,DB00451,0.5854354194194155
138812,DB00591,DB00454,0.5053944438678969
138813,DB00591,DB00457,0.4529176361338407
138815,DB00591,DB00461,0.4169514791670736
138817,DB00591,DB00465,0.4191439348850539
138819,DB00591,DB00470,0.4702291581332718
138820,DB00591,DB00471,0.46354803622497265
138822,DB00591,DB00475,0.4633662377588707
138824,DB00591,DB00477,0.45614531829007604
138825,DB00591,DB00480,0.40144791172487576
138826,DB00591,DB00481,0.400876032988229
138828,DB00591,DB00484,0.40894989111363883
138830,DB00591,DB00490,0.4142587993642008
138834,DB00591,DB00497,0.44217903751045234
138835,DB00591,DB00499,0.4668795293699182
138836,DB00591,DB00500,0.4194422007396505
138838,DB00591,DB00502,0.4840846851723253
138839,DB00591,DB00508,0.42946856770060315
138840,DB00591,DB00514,0.5403277357348472
138843,DB00591,DB00521,0.4940265625195088
138844,DB00591,DB00523,0.4592382258393557
138849,DB00591,DB00533,0.4039784824878767
138852,DB00591,DB00537,0.40820519556530127
138854,DB00591,DB00541,0.4397381267694975
138858,DB00591,DB00547,0.5820209582273863
138863,DB00591,DB00554,0.4110643448253774
138866,DB00591,DB00559,0.4981376952677182
138870,DB00591,DB00570,0.4296813932818447
138871,DB00591,DB00571,0.484487079374534
138872,DB00591,DB00572,0.47296761408553184
138873,DB00591,DB00573,0.456635328688777
138874,DB00591,DB00575,0.4314418193861291
138875,DB00591,DB00580,0.4027912810756748
138880,DB00591,DB00588,0.7453565854571694
138881,DB00591,DB00590,0.4557701133279662
138882,DB00591,DB00591,1.0
138885,DB00591,DB00596,0.5924065674502048
138886,DB00591,DB00598,0.4826486496843525
138887,DB00591,DB00603,0.4714159133670248
138888,DB00591,DB00604,0.4749961716288545
138890,DB00591,DB00608,0.4080508025242275
138891,DB00591,DB00611,0.43864658843572985
138892,DB00591,DB00612,0.4888067022455957
138894,DB00591,DB00620,0.748873594440591
138896,DB00591,DB00623,0.6248071173659259
138897,DB00591,DB00624,0.4592625613038967
138901,DB00591,DB00635,0.7257207509360981
138902,DB00591,DB00636,0.4150048217566893
138903,DB00591,DB00637,0.5124168605682854
138904,DB00591,DB00640,0.42141766302597033
138908,DB00591,DB00647,0.44143271699281916
138910,DB00591,DB00651,0.4997456857013927
138911,DB00591,DB00652,0.45502773676911135
138913,DB00591,DB00654,0.43319814324328365
138914,DB00591,DB00655,0.4494048199532985
138916,DB00591,DB00659,0.4846340659683183
138918,DB00591,DB00668,0.5445607909411331
138919,DB00591,DB00669,0.4221297086293356
138922,DB00591,DB00675,0.42219112952639887
138923,DB00591,DB00678,0.4832385441183669
138924,DB00591,DB00679,0.4525859533038353
138927,DB00591,DB00687,0.5543392899280476
138930,DB00591,DB00694,0.4151173229656491
138932,DB00591,DB00696,0.46324811381449377
138934,DB00591,DB00704,0.4425651169203197
138938,DB00591,DB00712,0.41868945933062124
138939,DB00591,DB00714,0.4555299624895355
138941,DB00591,DB00716,0.40042485900017066
138942,DB00591,DB00717,0.46038406735445364
138947,DB00591,DB00731,0.44791923749514234
138949,DB00591,DB00734,0.4730604655077677
138951,DB00591,DB00741,0.758024755667967
138954,DB00591,DB00747,0.47170883517527695
138955,DB00591,DB00749,0.45601822176400014
138958,DB00591,DB00755,0.44425574944011403
138962,DB00591,DB00762,0.40660933045361936
138964,DB00591,DB00764,0.7524553368793206
138968,DB00591,DB00773,0.40763882016004355
138971,DB00591,DB00783,0.4098819126399585
138973,DB00591,DB00788,0.41737607335868887
138976,DB00591,DB00795,0.4242764719268644
138977,DB00591,DB00796,0.48732584934267226
138978,DB00591,DB00800,0.43036009976696854
138982,DB00591,DB00810,0.4405673686516283
138983,DB00591,DB00813,0.5065409798855999
138984,DB00591,DB00814,0.41302335982531196
138985,DB00591,DB00816,0.4802887469110771
138989,DB00591,DB00829,0.45475466777123374
138990,DB00591,DB00831,0.46262670706117665
138993,DB00591,DB00844,0.4449253810442532
138994,DB00591,DB00846,0.7686913409847257
138997,DB00591,DB00852,0.4802341139807335
138999,DB00591,DB00860,0.7301990958792081
139000,DB00591,DB00861,0.41336897313601223
139001,DB00591,DB00863,0.46642004821515703
139007,DB00591,DB00876,0.48701532334919134
139010,DB00591,DB00882,0.4180349694200209
139016,DB00591,DB00899,0.4298801594406148
139017,DB00591,DB00901,0.4868582957832575
139020,DB00591,DB00905,0.4399070973228197
139025,DB00591,DB00912,0.44704368593995963
139027,DB00591,DB00917,0.46405223368365717
139029,DB00591,DB00921,0.4639583335170105
139033,DB00591,DB00928,0.4095142867458997
139034,DB00591,DB00929,0.468918860867977
139035,DB00591,DB00933,0.43682075423425065
139036,DB00591,DB00936,0.4095691760635103
139038,DB00591,DB00938,0.48264803206282275
139041,DB00591,DB00947,0.428976700352184
139042,DB00591,DB00949,0.4696656171077019
139043,DB00591,DB00952,0.4260491814825513
139044,DB00591,DB00953,0.4032981911897164
139045,DB00591,DB00956,0.41148472810557885
139046,DB00591,DB00957,0.4551070834440328
139048,DB00591,DB00959,0.7373677033289477
139049,DB00591,DB00960,0.48413163663966835
139050,DB00591,DB00963,0.4150141015801437
139051,DB00591,DB00966,0.6033195817558819
139052,DB00591,DB00968,0.45447707907081547
139055,DB00591,DB00977,0.44479167540160436
139056,DB00591,DB00982,0.43776436535205887
139057,DB00591,DB00983,0.48982553135480805
139059,DB00591,DB00988,0.4590396328631911
139062,DB00591,DB00991,0.41460537509899403
139067,DB00591,DB00997,0.4160091314044432
139070,DB00591,DB01001,0.4858502487564957
139076,DB00591,DB01009,0.405127485752428
139077,DB00591,DB01013,0.7425579191460266
139078,DB00591,DB01014,0.45157317488588206
139081,DB00591,DB01018,0.4069898340095212
139085,DB00591,DB01029,0.6094118920521917
139086,DB00591,DB01030,0.4091770290023482
139089,DB00591,DB01039,0.4580162985569289
139090,DB00591,DB01041,0.428221267885005
139092,DB00591,DB01043,0.48396047269300785
139094,DB00591,DB01050,0.40653818732264085
139096,DB00591,DB01062,0.45101288500946685
139097,DB00591,DB01063,0.4591751341290901
139098,DB00591,DB01064,0.4642848444201583
139099,DB00591,DB01067,0.43718356539626885
139100,DB00591,DB01068,0.47095376875297235
139101,DB00591,DB01069,0.42581831594159403
139102,DB00591,DB01070,0.46457500140420543
139105,DB00591,DB01075,0.4014291745977636
139106,DB00591,DB01076,0.43737293399514615
139109,DB00591,DB01085,0.45226785515825124
139114,DB00591,DB01099,0.4119306106166099
139122,DB00591,DB01118,0.6125839315161107
139127,DB00591,DB01128,0.460245584450896
139129,DB00591,DB01132,0.45114106248089686
139131,DB00591,DB01136,0.5304034032553911
139132,DB00591,DB01137,0.411816055890646
139133,DB00591,DB01142,0.4380760938430588
139140,DB00591,DB01162,0.45545196768283946
139141,DB00591,DB01165,0.411816055890646
139143,DB00591,DB01169,0.4260395482596218
139145,DB00591,DB01173,0.49386569790977003
139146,DB00591,DB01174,0.514305827606321
139148,DB00591,DB01176,0.44784749433624566
139149,DB00591,DB01177,0.4144638765067588
139152,DB00591,DB01185,0.4999783318753357
139156,DB00591,DB01192,0.41279154051688155
139157,DB00591,DB01193,0.49450259129958285
139160,DB00591,DB01196,0.4149580567792417
139162,DB00591,DB01200,0.47250330654895567
139164,DB00591,DB01203,0.49718550363242087
139167,DB00591,DB01214,0.49323524239940103
139171,DB00591,DB01221,0.43465762158197313
139172,DB00591,DB01222,0.743970515977261
139173,DB00591,DB01223,0.591720124419477
139174,DB00591,DB01224,0.44794673961290726
139177,DB00591,DB01229,0.4587178935482399
139178,DB00591,DB01231,0.4452400749220408
139180,DB00591,DB01233,0.4604440548544117
139181,DB00591,DB01234,0.7692471917373669
139182,DB00591,DB01235,0.4305414292113445
139183,DB00591,DB01238,0.45098288064414477
139184,DB00591,DB01240,0.4547518492397806
139185,DB00591,DB01241,0.4290829554511888
139188,DB00591,DB01248,0.46330159221826456
139189,DB00591,DB01254,0.42231008576456414
139192,DB00591,DB01260,0.7758987501714767
139194,DB00591,DB01262,0.4099381882703148
139195,DB00591,DB01267,0.4761069029182145
139202,DB00591,DB01351,0.4406039185203991
139204,DB00591,DB01359,0.48851963484176447
139205,DB00591,DB01364,0.48603245942924705
139208,DB00591,DB01394,0.44852880965974556
139209,DB00591,DB01395,0.5044767595028928
139210,DB00591,DB01399,0.41144418782360476
139212,DB00591,DB01403,0.44022189799340344
139213,DB00591,DB01406,0.4537721700988893
139214,DB00591,DB01410,0.7154593777313796
139221,DB00591,DB01623,0.4267825827329032
139223,DB00591,DB02546,0.4460146248978946
139224,DB00591,DB03796,0.4224055834124014
139225,DB00591,DB03904,0.41047864151156893
139228,DB00591,DB04861,0.4940971787593243
139233,DB00593,DB00091,0.47814508886352686
139266,DB00593,DB00201,0.4701451697980837
139278,DB00593,DB00221,0.5057670088714427
139282,DB00593,DB00230,0.4824241877804291
139297,DB00593,DB00270,0.4317652250374493
139298,DB00593,DB00273,0.41710362336669454
139300,DB00593,DB00277,0.450498222049655
139320,DB00593,DB00313,0.4800175725829105
139344,DB00593,DB00353,0.45692253912845143
139353,DB00593,DB00368,0.5144838796269325
139360,DB00593,DB00381,0.4631928633577278
139367,DB00593,DB00393,0.43703432903985157
139371,DB00593,DB00398,0.4357770801506251
139373,DB00593,DB00401,0.4167662818114357
139398,DB00593,DB00457,0.400580080294818
139428,DB00593,DB00521,0.511957485061919
139432,DB00593,DB00530,0.45192907178707603
139457,DB00593,DB00572,0.41604023122050365
139468,DB00593,DB00593,1.0
139471,DB00593,DB00598,0.5087204004136362
139473,DB00593,DB00604,0.498801780415203
139477,DB00593,DB00612,0.5034773806914036
139478,DB00593,DB00619,0.41467562429236815
139490,DB00593,DB00641,0.4004550214073448
139502,DB00593,DB00661,0.5408320034666193
139503,DB00593,DB00668,0.5034245375894181
139517,DB00593,DB00696,0.48858594158988683
139563,DB00593,DB00800,0.5060147115543683
139587,DB00593,DB00864,0.4392546115947065
139605,DB00593,DB00905,0.41726988370906676
139623,DB00593,DB00938,0.5021827492324294
139642,DB00593,DB00983,0.5048469124314551
139644,DB00593,DB00988,0.4033749815681463
139651,DB00593,DB00996,0.513071393319707
139655,DB00593,DB01001,0.5060628713182792
139669,DB00593,DB01023,0.46129033617970716
139705,DB00593,DB01113,0.42369911168561575
139706,DB00593,DB01115,0.46558729422438483
139707,DB00593,DB01118,0.5011955214079645
139716,DB00593,DB01136,0.5042284345863123
139718,DB00593,DB01142,0.4010577331073697
139730,DB00593,DB01173,0.45087689312031093
139749,DB00593,DB01203,0.5056707006852469
139752,DB00593,DB01214,0.5089585755744598
139756,DB00593,DB01221,0.4233938911784992
139758,DB00593,DB01223,0.4382194564293577
139767,DB00593,DB01235,0.4109717897385561
139772,DB00593,DB01244,0.49042166451809405
139774,DB00593,DB01254,0.5086230009948554
139776,DB00593,DB01259,0.46724704911720094
139781,DB00593,DB01268,0.4892599451780531
139789,DB00593,DB01359,0.40615853712571964
139790,DB00593,DB01364,0.42531958970736844
139947,DB00594,DB00384,0.727464977331772
139966,DB00594,DB00421,0.45446178894393313
139979,DB00594,DB00448,0.40857527352659506
140054,DB00594,DB00594,1.0
140075,DB00594,DB00641,0.407804434366619
140097,DB00594,DB00687,0.4508338778987844
140411,DB00596,DB00136,0.47753400106971533
140413,DB00596,DB00153,0.4824338077573372
140416,DB00596,DB00163,0.405133190779283
140419,DB00596,DB00169,0.4832103263158308
140425,DB00596,DB00180,0.7564782096584217
140439,DB00596,DB00206,0.400169863457994
140441,DB00596,DB00210,0.48322519485997034
140447,DB00596,DB00218,0.44611120378372565
140451,DB00596,DB00227,0.4802175231268912
140454,DB00596,DB00240,0.7623828647925034
140457,DB00596,DB00244,0.41162157208038086
140462,DB00596,DB00255,0.4366402454229221
140470,DB00596,DB00277,0.4524252207190569
140478,DB00596,DB00286,0.4181607320949467
140485,DB00596,DB00304,0.4741009458464242
140487,DB00596,DB00307,0.499577627109882
140490,DB00596,DB00313,0.44060703583462874
140497,DB00596,DB00324,0.7766812865497076
140500,DB00596,DB00328,0.4618267564865448
140512,DB00596,DB00351,0.6611033775626242
140522,DB00596,DB00367,0.47021131165912305
140526,DB00596,DB00374,0.4515051019129448
140528,DB00596,DB00379,0.4087177357235902
140529,DB00596,DB00380,0.4201854940276124
140533,DB00596,DB00385,0.4384001550452467
140537,DB00596,DB00393,0.42310439280605266
140538,DB00596,DB00394,0.732078853046595
140539,DB00596,DB00396,0.5019346267893233
140547,DB00596,DB00412,0.46856948458722253
140551,DB00596,DB00421,0.5127997309709592
140561,DB00596,DB00443,0.7871794871794872
140562,DB00596,DB00444,0.434180934259587
140563,DB00596,DB00445,0.44636743097517084
140566,DB00596,DB00451,0.44410588700580855
140570,DB00596,DB00461,0.4468228356893405
140572,DB00596,DB00465,0.4507155614130522
140580,DB00596,DB00480,0.4127581536136158
140581,DB00596,DB00481,0.4166246156098424
140590,DB00596,DB00499,0.4765607175447147
140591,DB00596,DB00500,0.45000152319901404
140599,DB00596,DB00523,0.4783813493732835
140604,DB00596,DB00533,0.43928495724037214
140607,DB00596,DB00537,0.413730091692901
140613,DB00596,DB00547,0.7754730713245997
140618,DB00596,DB00554,0.4410805830280738
140628,DB00596,DB00573,0.47718545383087313
140630,DB00596,DB00580,0.4198957784918373
140635,DB00596,DB00588,0.6476822767824043
140637,DB00596,DB00591,0.5924065674502048
140640,DB00596,DB00596,0.8333333333333334
140642,DB00596,DB00603,0.49656655224704854
140645,DB00596,DB00608,0.4190056233592405
140649,DB00596,DB00620,0.7733612273361227
140651,DB00596,DB00623,0.45564157626218654
140652,DB00596,DB00624,0.4806299505217872
140656,DB00596,DB00635,0.6917329201711672
140657,DB00596,DB00636,0.4393333500476358
140669,DB00596,DB00655,0.4556887145377102
140677,DB00596,DB00675,0.4231903711475442
140682,DB00596,DB00687,0.608100936384082
140685,DB00596,DB00694,0.43599844648310065
140693,DB00596,DB00712,0.4510270362754252
140697,DB00596,DB00717,0.5117620933458628
140702,DB00596,DB00731,0.48943756676110084
140706,DB00596,DB00741,0.6076274368723782
140710,DB00596,DB00749,0.48306073402694455
140713,DB00596,DB00755,0.477519883267951
140717,DB00596,DB00762,0.40486793165037094
140719,DB00596,DB00764,0.7281539232646329
140723,DB00596,DB00773,0.4283101993165115
140726,DB00596,DB00783,0.420958473358644
140728,DB00596,DB00788,0.44426847698902794
140739,DB00596,DB00814,0.442502351665109
140749,DB00596,DB00846,0.7391543108182317
140754,DB00596,DB00860,0.7532917532917534
140755,DB00596,DB00861,0.4432045677643912
140765,DB00596,DB00882,0.43558630103205953
140780,DB00596,DB00912,0.4833844827292933
140788,DB00596,DB00928,0.4415620194703347
140791,DB00596,DB00936,0.43526233094313244
140794,DB00596,DB00939,0.409126036145328
140796,DB00596,DB00947,0.4558654762949815
140801,DB00596,DB00957,0.46817539163178584
140803,DB00596,DB00959,0.7628472222222221
140805,DB00596,DB00963,0.44534390767479226
140806,DB00596,DB00966,0.4746012880415751
140810,DB00596,DB00977,0.4720349007085214
140811,DB00596,DB00982,0.46391496795997417
140817,DB00596,DB00991,0.4428992382700958
140822,DB00596,DB00997,0.4246229649291633
140831,DB00596,DB01009,0.4390046140645592
140832,DB00596,DB01013,0.765138154027043
140833,DB00596,DB01014,0.47188695837570943
140840,DB00596,DB01029,0.4760614409033042
140841,DB00596,DB01030,0.40908843121970784
140844,DB00596,DB01039,0.4846196658453387
140845,DB00596,DB01041,0.4163759372171512
140852,DB00596,DB01063,0.46307670126428574
140853,DB00596,DB01064,0.4274797852415965
140854,DB00596,DB01067,0.4750288769823832
140857,DB00596,DB01070,0.4821415616371563
140861,DB00596,DB01076,0.45005116942279283
140869,DB00596,DB01099,0.4277246846706708
140877,DB00596,DB01118,0.4632968195641725
140882,DB00596,DB01128,0.48512972069160604
140884,DB00596,DB01132,0.4793919090411607
140887,DB00596,DB01137,0.4424540262668355
140896,DB00596,DB01165,0.4424540262668355
140898,DB00596,DB01169,0.4208602101134537
140904,DB00596,DB01177,0.44607481551263933
140905,DB00596,DB01181,0.4000478913150169
140907,DB00596,DB01185,0.5460051523861497
140915,DB00596,DB01196,0.43790470136523
140920,DB00596,DB01204,0.42735187178969564
140927,DB00596,DB01222,0.7391543108182317
140928,DB00596,DB01223,0.4432032097822247
140936,DB00596,DB01234,0.6274803777095962
140940,DB00596,DB01241,0.45533112991272
140947,DB00596,DB01260,0.7459064327485381
140949,DB00596,DB01262,0.44175741331015167
140956,DB00596,DB01327,0.43889219731852885
140964,DB00596,DB01395,0.5247747440501923
140965,DB00596,DB01399,0.44023259601205394
140968,DB00596,DB01406,0.46593759946022534
140969,DB00596,DB01410,0.7174819871065604
140970,DB00596,DB01427,0.4084858590281508
140978,DB00596,DB02546,0.45992244510884667
140980,DB00596,DB03904,0.40677406883198813
140985,DB00598,DB00014,0.4532698701518905
140986,DB00598,DB00035,0.5098566123124789
140987,DB00598,DB00067,0.49811023810655786
140989,DB00598,DB00104,0.48612681322776713
140995,DB00598,DB00131,0.43411274008828515
141007,DB00598,DB00177,0.5040357097923573
141011,DB00598,DB00181,0.45993758081651887
141012,DB00598,DB00182,0.5459695243678883
141013,DB00598,DB00186,0.48178136779557934
141014,DB00598,DB00187,0.5729945143235445
141018,DB00598,DB00193,0.530079455011535
141019,DB00598,DB00195,0.6142902115872159
141021,DB00598,DB00201,0.4389002556452896
141027,DB00598,DB00211,0.6039838298869762
141031,DB00598,DB00216,0.5025653838472361
141033,DB00598,DB00221,0.787821684573964
141039,DB00598,DB00240,0.4514641826917383
141043,DB00598,DB00245,0.4985123072264221
141044,DB00598,DB00246,0.5595630993744614
141045,DB00598,DB00248,0.6321146995132009
141050,DB00598,DB00264,0.7819414672949784
141051,DB00598,DB00268,0.6111757736380091
141052,DB00598,DB00270,0.45028841396868985
141053,DB00598,DB00273,0.49179219333112906
141054,DB00598,DB00275,0.4973824990575138
141055,DB00598,DB00277,0.41526313372423324
141064,DB00598,DB00287,0.431595057856671
141067,DB00598,DB00295,0.48804081789296666
141076,DB00598,DB00315,0.49516907547602207
141078,DB00598,DB00318,0.49236579595357166
141082,DB00598,DB00324,0.45173604987555677
141088,DB00598,DB00333,0.5168822973731495
141089,DB00598,DB00334,0.5634960229264897
141090,DB00598,DB00335,0.7830660380334967
141093,DB00598,DB00342,0.5245398114210869
141095,DB00598,DB00346,0.5805365505399379
141099,DB00598,DB00353,0.5421771268717244
141100,DB00598,DB00354,0.4735056561087363
141104,DB00598,DB00363,0.5444620694532366
141106,DB00598,DB00366,0.4426616647961749
141108,DB00598,DB00368,0.7387101868271037
141109,DB00598,DB00371,0.4636123515029242
141110,DB00598,DB00373,0.5768921902686391
141112,DB00598,DB00376,0.4760143004667092
141115,DB00598,DB00381,0.4518918428482099
141119,DB00598,DB00387,0.47698287895833996
141120,DB00598,DB00388,0.6052235873594207
141122,DB00598,DB00393,0.4578769175637141
141123,DB00598,DB00394,0.4475569913174602
141125,DB00598,DB00397,0.5488828895259282
141128,DB00598,DB00401,0.47095683821921214
141129,DB00598,DB00404,0.4760988694729122
141131,DB00598,DB00408,0.5638790217934735
141133,DB00598,DB00413,0.540101511497421
141138,DB00598,DB00424,0.48928234107588003
141140,DB00598,DB00433,0.5062735628931346
141146,DB00598,DB00443,0.4528495543113203
141150,DB00598,DB00449,0.7242749121058666
141151,DB00598,DB00451,0.42416852926048704
141152,DB00598,DB00454,0.5214234336104123
141153,DB00598,DB00457,0.582904299537481
141159,DB00598,DB00470,0.4457617578051418
141160,DB00598,DB00471,0.4452704232946955
141162,DB00598,DB00475,0.48603675767167
141164,DB00598,DB00477,0.5572386879764207
141168,DB00598,DB00484,0.5029137379456884
141169,DB00598,DB00489,0.5997461991864214
141170,DB00598,DB00490,0.49586078801388034
141174,DB00598,DB00497,0.4849623093925886
141178,DB00598,DB00502,0.5296796630917263
141179,DB00598,DB00508,0.5481156825584678
141180,DB00598,DB00514,0.5295333653651182
141183,DB00598,DB00521,0.7763612900185883
141206,DB00598,DB00559,0.483405583610927
141211,DB00598,DB00571,0.7736158674031071
141212,DB00598,DB00572,0.5369266646975771
141214,DB00598,DB00575,0.5609004406391715
141220,DB00598,DB00588,0.42521404122538486
141221,DB00598,DB00590,0.5759953221140962
141222,DB00598,DB00591,0.4826486496843525
141223,DB00598,DB00593,0.5087204004136362
141226,DB00598,DB00598,1.0
141228,DB00598,DB00604,0.5318524780308388
141231,DB00598,DB00611,0.4912253657361035
141232,DB00598,DB00612,0.7733233786234317
141234,DB00598,DB00620,0.45354970172768017
141236,DB00598,DB00623,0.4472321432671762
141241,DB00598,DB00635,0.45827649288070776
141243,DB00598,DB00637,0.49206407869162166
141244,DB00598,DB00640,0.45719692022680686
141248,DB00598,DB00647,0.5141071907471498
141250,DB00598,DB00651,0.479275430732645
141251,DB00598,DB00652,0.49172298633353767
141253,DB00598,DB00654,0.4363663734975518
141256,DB00598,DB00659,0.48500642134195115
141257,DB00598,DB00661,0.509747941714475
141258,DB00598,DB00668,0.6151207310845567
141259,DB00598,DB00669,0.4898104407194837
141263,DB00598,DB00678,0.49694853787905746
141264,DB00598,DB00679,0.5931892628064445
141269,DB00598,DB00692,0.4344841923304818
141272,DB00598,DB00696,0.5951324970911112
141274,DB00598,DB00704,0.49161727327067667
141275,DB00598,DB00706,0.45682109165153567
141279,DB00598,DB00714,0.5579412475851285
141289,DB00598,DB00734,0.5626091386779778
141291,DB00598,DB00741,0.43702475214037634
141294,DB00598,DB00747,0.5344264015965668
141304,DB00598,DB00764,0.457646146993272
141317,DB00598,DB00796,0.4909460582578918
141318,DB00598,DB00800,0.5916684730850893
141322,DB00598,DB00810,0.5133744133036834
141323,DB00598,DB00813,0.535444471016129
141325,DB00598,DB00816,0.7271378423644904
141329,DB00598,DB00829,0.47049768560443744
141330,DB00598,DB00831,0.5048050327555912
141333,DB00598,DB00844,0.4904315585272392
141334,DB00598,DB00846,0.44357278456943433
141337,DB00598,DB00852,0.4334201506627718
141339,DB00598,DB00860,0.4566018850985348
141341,DB00598,DB00863,0.44384314769549954
141346,DB00598,DB00871,0.6025275678653531
141347,DB00598,DB00876,0.5110419310842929
141356,DB00598,DB00899,0.48527937008832717
141357,DB00598,DB00901,0.7249818674638996
141360,DB00598,DB00905,0.4804005144132126
141363,DB00598,DB00908,0.402716135694726
141364,DB00598,DB00909,0.41164350250768145
141367,DB00598,DB00917,0.44822623487040286
141369,DB00598,DB00921,0.482599412685939
141371,DB00598,DB00925,0.5754243189463917
141374,DB00598,DB00929,0.41992785158291684
141375,DB00598,DB00933,0.5287142193051467
141378,DB00598,DB00938,0.7720884974597274
141382,DB00598,DB00949,0.47771585634884123
141383,DB00598,DB00952,0.49593090560966885
141384,DB00598,DB00953,0.46113223331694403
141385,DB00598,DB00956,0.47031705532647816
141388,DB00598,DB00959,0.45577516552181535
141389,DB00598,DB00960,0.7703806903239188
141391,DB00598,DB00966,0.42674938171193283
141392,DB00598,DB00968,0.4860064717158113
141397,DB00598,DB00983,0.805812020313685
141399,DB00598,DB00988,0.5278470742339275
141408,DB00598,DB00998,0.4344468869291053
141410,DB00598,DB01001,0.7807552715796184
141417,DB00598,DB01013,0.44763234349625
141421,DB00598,DB01018,0.49752305889305065
141424,DB00598,DB01023,0.46018997720974286
141425,DB00598,DB01029,0.42761964904057453
141432,DB00598,DB01043,0.4747928930279097
141436,DB00598,DB01062,0.4897480424893357
141438,DB00598,DB01064,0.47558304790495515
141440,DB00598,DB01068,0.4711533420251606
141441,DB00598,DB01069,0.5416402655237782
141445,DB00598,DB01075,0.505043158123169
141449,DB00598,DB01085,0.4676850558797792
141460,DB00598,DB01113,0.4480232121702333
141461,DB00598,DB01115,0.45271467621910216
141462,DB00598,DB01118,0.4662827007720507
141471,DB00598,DB01136,0.5428673924138784
141473,DB00598,DB01142,0.5778213739375373
141476,DB00598,DB01151,0.5186474405637947
141480,DB00598,DB01162,0.5683605295555528
141485,DB00598,DB01173,0.48546334150776566
141486,DB00598,DB01174,0.498386429165196
141488,DB00598,DB01176,0.4117751581501102
141491,DB00598,DB01182,0.4230710466903342
141493,DB00598,DB01186,0.40760869518206566
141496,DB00598,DB01192,0.4760312667288919
141497,DB00598,DB01193,0.782276322698327
141502,DB00598,DB01200,0.5643327883208801
141504,DB00598,DB01203,0.7748015752235795
141506,DB00598,DB01210,0.6101824106044148
141507,DB00598,DB01214,0.7685767992471105
141511,DB00598,DB01221,0.5196384959455944
141512,DB00598,DB01222,0.44903496944338395
141513,DB00598,DB01223,0.4050871198582428
141514,DB00598,DB01224,0.5519440592235082
141518,DB00598,DB01231,0.4911790978162303
141520,DB00598,DB01233,0.5233459398615037
141521,DB00598,DB01234,0.4445570806146897
141522,DB00598,DB01235,0.5348207498155245
